pitcher,0,1,2,3,4,5,6,7,8,pca_0,pca_1,pca_2,tsne_0,tsne_1,tsne_2,IDmlbam,WAR,Name_x,Name_y
456501,1.5123826,-0.8313122,-1.0865645,2.1071613,1.5703037,-1.6318723,1.8762579,1.0318404,-1.6371012,0.1296493374983748,-2.8872022079626523,2.766896798050508,6.129002,-20.79446,6.2656426,456501.0,5.4,Johnny CuetoJohnny Cueto,Johnny Cueto
592351,2.5897012,-1.1246115,-0.28559327,-0.67039764,0.49189165,0.30625057,-0.24543397,0.86023927,-1.1385328,0.3819249548295176,-1.8417728062289562,-1.025268308272005,-1.7406247,-18.193775,-15.137667,592351.0,6.0,Jon GrayJon Gray,Jon Gray
573185,-0.2722064,-0.13909885,-0.8764535,-0.11508978,0.7762966,-0.36185113,0.65559447,1.0774896,-1.0192729,0.057915562792910075,-1.3881052576147601,1.1323784383365865,1.321948,-23.847567,3.5761554,573185.0,3.2,Dan StrailyDan Straily,Dan Straily
467100,0.5060006,0.22513862,-0.12678427,-0.31591788,-1.5022379,-0.13333146,0.37161353,-1.5707465,-0.039618127,0.28884628758872627,0.8009005568818636,-0.867169412011419,8.314668,18.338013,-12.310088,467100.0,7.8,Ivan NovaIvan NovaIvan NovaIvan Nova,Ivan Nova
282332,-0.4655092,0.017274331,0.47691178,-0.73644906,0.6203662,1.1066759,-0.064244635,-0.31965685,0.81568515,-0.49332706115318786,0.23955826894078175,-0.9643813980755492,1.978621,5.280541,-19.157587,282332.0,2.6,CC Sabathia,CC Sabathia
573186,0.60420567,-0.7677706,-0.33200637,-0.008297891,1.0325243,-0.54893726,1.0852106,-0.92605066,0.643373,-0.9663911403943322,-0.46959291106039763,0.3945509365609711,-17.058043,-7.24078,4.1119356,573186.0,14.0,Marcus StromanMarcus StromanMarcus StromanMarcus Stroman,Marcus Stroman
592662,-0.14180095,1.7916948,1.4285175,0.73864084,-0.6843917,-0.5214881,2.303985,-0.87790716,0.2673129,0.8029038866404513,0.8233882845034186,0.6335728590667553,9.036808,1.052498,13.828251,592662.0,14.5,Robbie RayRobbie RayRobbie RayRobbie RayRobbie Ray,Robbie Ray
605483,1.7928201,-0.6912424,-0.567891,-0.8082735,1.2345604,-0.010473293,0.8028864,1.6539029,0.953417,-0.6978808489354649,-0.8092871874889801,0.20930502619367505,-9.144523,-12.583843,3.1906621,605483.0,8.8,Blake SnellBlake Snell,Blake Snell
450729,-0.8732291,-0.39200506,1.5149999,-1.3331599,-1.5108896,0.009944458,1.0930345,-1.4583862,-0.019533722,-0.8753111750315827,0.8130464191267245,-1.426172256409056,-13.698276,11.907316,-18.341188,450729.0,0.8,Doug Fister,Doug Fister
592314,-0.5180361,-1.6462408,-1.2179706,-0.16413134,-1.158044,0.48046935,-1.9171804,-1.8066708,-1.0073853,-0.5596398383778827,-0.15278759975123268,-1.3927605549163848,1.3648589,0.37199497,-12.745188,592314.0,3.8,Mike Foltynewicz,Mike Foltynewicz
543243,0.85673344,-0.42684802,0.79920757,0.19532904,-0.92306554,0.5026845,-0.15723668,0.043357994,-1.602005,0.6700562805055986,-0.9621572130729911,-1.0973483164192077,15.779318,-5.2207594,-13.895244,543243.0,12.5,Sonny GraySonny GraySonny Gray,Sonny Gray
570632,-0.3690384,-0.936636,0.16450776,0.52120936,1.7147335,1.1382095,1.5581166,0.13878754,-0.94388175,-0.8023052869890788,-2.4764022684814053,0.15229249844194692,-14.073859,-22.163446,-6.862736,570632.0,1.9,Jose UrenaJose Urena,Jose Urena
429722,1.600383,0.51736885,1.2453644,-1.8710284,-1.2810382,-0.37605023,0.72609663,-2.1117995,-0.13042215,0.7327612342973711,0.8992861626714586,-2.0782517728024206,-0.9882116,11.6736965,-20.953075,429722.0,6.2,Ervin SantanaErvin Santana,Ervin Santana
450306,-1.2099913,0.44740662,-1.0924408,-0.6936996,0.15897982,-1.1279267,-0.3155588,0.51972824,-0.45289418,0.20475619991843125,0.16845056527330687,1.3110119740850248,2.8860645,0.93024284,19.738401,450306.0,1.8,Jason Vargas,Jason Vargas
430935,-0.85641474,-0.41585344,0.46501642,0.36027962,-0.73904413,0.8421116,-0.89152426,1.0542611,0.8574891,-0.7462255036918202,0.8363535037627927,-0.40007404984749,-9.036365,8.774899,3.1127124,430935.0,5.5,Cole HamelsCole Hamels,Cole Hamels
606131,-0.18453747,-1.2768159,0.20743,0.10775209,0.5796812,0.8196205,-0.39205125,-0.32394406,-1.4682469,-0.342627681957339,-1.7407156895726563,-0.7862067443680191,-8.17664,-20.669483,-11.152387,606131.0,1.7,Luis Perdomo,Luis Perdomo
502188,1.2257735,1.572842,-0.31440553,1.43162,-0.0849569,0.7722476,-0.12867728,2.5888338,-0.6925981,2.023732168923748,-0.693639234226759,0.8189634437586285,16.19423,-8.073772,9.361895,502188.0,7.5,Jeff SamardzijaJeff SamardzijaJeff Samardzija,Jeff Samardzija
605242,-1.7687525,0.95725024,-1.0506895,-0.050614323,0.592691,-0.30332375,-1.5493721,1.6794978,-0.22101022,0.6591601633461164,0.3287080235323466,1.4755897037583279,8.0297985,4.241332,23.121254,605242.0,3.6,Michael Fulmer,Michael Fulmer
543101,-0.26789883,-2.8420806,0.43196702,1.0611519,-0.10641061,-0.045219474,0.0014995815,1.0749668,-0.37619504,-2.1845161207919728,-1.3124173913457307,0.2186735077118967,-19.681795,-22.814415,-3.7765448,543101.0,5.6,Anthony DeSclafaniAnthony DeSclafani,Anthony DeSclafani
502190,-0.0190602,-1.4542985,-0.9840958,0.8985111,-0.20992555,-0.47889987,1.3221973,-2.0622823,-0.0847796,-1.3717562750173893,-0.6473609590812766,0.3749454016641355,-22.648413,-6.673936,-2.8267622,502190.0,8.6,Mike LeakeMike LeakeMike LeakeMike Leake,Mike Leake
592791,-0.0069128326,-0.15031785,-0.5815481,-0.54772455,-0.63367313,-0.6235339,-0.9419681,0.07385871,1.7674483,-0.7001812656769641,1.8488750875965339,0.04911901529249318,-2.5570765,18.856012,12.165856,592791.0,6.199999999999999,Jameson TaillonJameson Taillon,Jameson Taillon
453562,-0.8758854,-0.043701235,-0.7957545,0.80188143,-1.9909124,-0.73432344,1.1595126,-0.6630245,0.57090306,-0.7616879699175236,1.1954856351748202,0.8734856975722269,-13.489083,16.38076,18.355272,453562.0,8.0,Jake ArrietaJake ArrietaJake Arrieta,Jake Arrieta
434538,0.04583543,0.29393756,1.5941936,-0.48092577,0.19893041,0.8546093,0.15960976,-0.43232533,-0.58317685,0.4557497009107484,-0.38997178113318864,-1.2634282222609838,10.102167,-10.942942,-18.58588,434538.0,0.5,Francisco Liriano,Francisco Liriano
501957,0.70213896,-0.49824488,0.96115756,-0.66747034,0.73212427,1.0815836,-1.0240914,1.9374336,1.9903738,-0.8777911831708367,0.7153168084895386,-0.964674937139289,-19.713629,16.15883,-1.017328,501957.0,2.5,Chris Tillman,Chris Tillman
461829,-0.73987514,-0.30791923,-1.6431005,-1.0236503,1.3246804,-0.44225445,0.19939488,-1.4914536,0.11184036,-0.608534330222319,-0.40629176800907574,0.4603241820636723,-17.859062,-3.6792538,-0.78480875,461829.0,8.8,Gio GonzalezGio GonzalezGio Gonzalez,Gio Gonzalez
502171,0.6201041,0.120564535,0.8425497,-1.4245826,-0.84693944,-1.7272625,1.4553301,1.7831092,1.155586,-0.6880962033127654,1.1665541559045411,0.7623875786010481,-7.4208884,12.192753,6.9753513,502171.0,2.2,Alex Cobb,Alex Cobb
571666,-1.3246735,0.69372135,0.1860816,-0.4579725,0.5559976,1.5671958,-0.43964687,-2.0411525,1.1372043,-0.20309763881699017,0.981456123483828,-1.2873607648199743,3.015704,24.618952,-12.461738,571666.0,4.6,Mike FiersMike FiersMike Fiers,Mike Fiers
445060,-0.025184907,0.21908657,0.5921253,0.35583723,0.72589076,-0.055072166,0.43092033,-0.64144254,-1.3220989,0.6696575281351256,-1.1658757483824567,0.1035499037031848,10.488172,-15.611826,-5.9034534,445060.0,3.4,Ricky NolascoRicky Nolasco,Ricky Nolasco
592789,-0.18693386,1.9560292,-0.28290004,-0.0069304877,-1.5945501,0.40969613,1.7082347,0.52939636,-0.22943245,1.2288502223383264,0.5957638475478166,0.31844413094226,24.167887,10.302284,3.9705336,592789.0,10.3,Noah SyndergaardNoah Syndergaard,Noah Syndergaard
