batter,0,1,2,3,4,5,6,7,8
572761,-0.77575105,0.5134082,-0.6260423,-2.002055,-0.042993505,2.5859058,0.30426756,0.077102974,1.4951748
571431,0.44395325,1.3804078,-2.4022472,-0.17771994,0.66666085,0.86237824,0.4913507,0.4032675,-1.3032924
545341,-0.0897447,0.60284394,-0.39778337,-0.6757566,-0.5175207,0.09416908,1.2651361,0.7202175,0.12992205
576397,-0.53622496,0.33969364,0.95728457,-0.1337567,2.1731393,1.2604073,-0.20884435,-0.46076146,-0.52361745
425509,-0.57221234,-1.4552039,0.16997091,-0.15939766,0.15559235,0.5124636,0.15644158,-1.3769655,2.6706955
628356,-0.54342645,-2.2223976,-2.0321198,-0.22970198,1.4707148,1.3085122,0.36560947,2.036313,-0.55290824
624428,1.2037135,-1.8025533,0.62465775,-0.31413177,-0.383048,0.018691542,0.31834492,0.18256517,1.3621073
500874,1.2731919,-0.3329405,-0.43132237,1.2237408,1.2421066,0.6361539,0.107759625,0.6234948,0.5088313
285064,-1.9121044,-1.6198835,-0.71583635,-2.282313,-0.22417544,0.57189155,1.2145524,-0.67071164,-0.28301957
425794,-1.0969737,1.6696476,-1.4292192,-1.1196432,0.43076307,-2.944292,1.3359499,-0.28735143,-1.9593945
596129,-1.5619714,-0.7160729,-1.7258602,1.1044954,0.18169329,0.47516567,-1.1754578,0.7936533,0.69817895
572122,0.46252567,0.04111619,0.130482,-0.57194245,0.7897202,0.31373096,-1.6043415,-0.78480345,-2.1347148
429711,-0.0040376172,-0.5471406,-1.5234585,0.7086994,0.6738552,0.92695445,0.42917404,-0.048428915,1.2354465
621566,-1.1636333,-0.4936165,0.50447536,0.30580115,-1.1967384,-0.41900402,0.9948692,-1.0192068,-0.11564421
518649,0.87772137,-0.6708375,-0.23576145,-0.6992756,-0.039390236,0.8271926,1.7128423,0.6745122,1.0460603
622194,-0.7924388,0.6027529,0.055238754,0.35976627,-1.3687514,0.115854196,0.96119195,-0.54785836,-1.4833755
572287,-2.6855607,0.98391914,0.44471863,-0.36941057,-1.1691859,-1.4764692,0.57448995,0.41812426,-0.029670311
502523,1.2128097,0.054263696,-0.7203721,0.20364083,0.7384997,-0.16254023,0.53585196,-2.6463873,-1.2813407
628338,0.18805383,-1.4283634,-0.37142363,-0.014339858,-0.72556055,1.9759194,-0.9637123,-2.564416,1.3808604
502273,1.437309,0.057796985,0.1408783,-0.11268868,-0.2539292,1.3374572,-1.4191939,0.26426315,-0.5536227
475174,-0.03278002,-0.66878885,0.90883285,-0.066429704,1.7408603,0.69211704,-0.5385178,0.3440099,-0.45382875
592387,1.729729,0.6140086,-1.7075399,-0.2613592,1.368821,0.67949235,1.8842448,0.9804337,-0.66307306
640461,0.27020088,1.1085343,0.16652702,-0.64428496,0.75043637,-1.1755086,1.4737651,0.15524755,-0.17845663
621563,1.1376126,-0.6362568,-1.3130822,0.0027364998,2.3595529,1.6333015,-0.793281,-0.34851694,-0.1475105
455104,-0.460178,0.90585554,-0.31847385,1.5903409,0.4929035,0.07036471,-1.58086,-0.26347846,-0.29104626
592325,-0.04526994,0.7860796,2.5429265,-0.017888898,-0.56458485,-0.88152426,-0.2343315,-1.1586115,-2.040011
493193,0.6295936,0.7257126,-0.22615159,-1.2614079,-0.40415588,-0.56702507,0.1907042,0.7214307,0.6298232
543760,1.2696642,-0.052227564,0.48455328,1.2123352,0.1674732,0.25905883,0.03569397,0.8767424,-1.0449868
519295,0.102876246,-0.43205255,-2.4596188,1.9218855,-0.0918329,1.5383551,-0.71634495,-1.3992317,-0.6835498
429664,-0.39755407,-0.7726615,-0.77066016,-1.546247,-0.86793035,-0.17299205,1.7358327,-0.6792273,0.967345
519390,-0.4887329,-0.8921403,-0.5796722,1.0296639,-1.0372716,0.30251354,3.0207129,-1.154544,-0.9529621
493472,2.0676239,0.9251397,-0.7272112,-0.77909756,-0.36161402,-2.1892445,-0.2222339,1.4812311,0.3428824
624424,0.94212776,0.41420183,-0.5378694,1.0704734,-0.89311916,1.913115,1.0165513,-0.49108446,0.2434747
607043,0.34388486,-1.2089264,1.807789,-0.34342864,1.1745901,-0.5329382,1.1532592,-0.32957172,2.0755713
446263,0.079299085,0.23007132,0.014733653,1.5574577,-0.35612714,0.14377122,1.8136843,-1.3890743,1.0309591
520471,1.172464,-1.7276701,0.9083016,0.73092943,-0.36181816,-0.36525854,0.24471089,3.9381013,0.47916502
571437,0.06762014,0.11198227,0.7003922,-0.4966268,0.7959771,1.0099477,-0.21660453,-0.40531078,-0.19836524
433217,-0.26301643,0.10227299,0.665268,1.1760993,0.47529635,0.48704273,2.2522337,1.7520616,-0.14423096
519237,1.8236873,0.41179603,-0.2993401,-0.80855405,-2.4109552,-0.21501866,-0.04550393,0.03554201,0.39570206
429667,0.89986014,0.64485776,0.005332811,0.76003814,-0.0069036176,-0.7671871,-0.6541702,-0.21571285,-0.18666211
596748,-1.0136974,0.92196715,1.7691672,-0.18636487,0.05544172,-1.4276279,1.1203644,-0.10525414,-2.722559
457477,1.0414529,-0.5553309,-1.6461998,-0.8300323,-0.85790026,-0.44530088,-1.0413362,-0.12900819,1.0156249
608703,-2.2219846,-0.6985983,-0.96035856,-0.94813406,0.47801366,0.964848,-0.5404949,-1.636324,0.035954356
501571,0.2280424,1.847344,0.6347772,-0.121599294,-2.664005,1.566054,-1.1132345,0.87984765,0.044603173
546318,-0.8509162,0.11271376,-0.91560835,0.38124558,1.0037638,-0.5791765,0.07698179,1.0530198,-0.19626296
517370,-0.3805668,-0.7546204,1.9577852,1.7002306,-0.7811592,-1.3608168,-0.65566075,1.2075373,0.4794054
514917,-0.9720408,-0.5031652,-0.07349681,0.050289284,1.4614307,-1.0432276,-0.03602482,-0.34489137,-0.831557
605125,-0.7095869,0.38364658,1.7756103,-0.33020473,0.6460164,1.91974,0.33774474,1.0092285,1.9645157
571841,-0.99452394,-0.038844075,0.9536502,-0.6949372,0.3043714,-0.5868385,0.9289365,1.1756748,1.4570771
608700,1.7875004,0.43523955,2.7431314,1.4710968,-0.31434754,-0.051523883,-0.37887886,-2.8213484,0.04430282
430637,1.9783387,0.36529744,-1.555038,1.1957941,0.2964773,-1.2812654,-1.4191971,-1.2161971,-0.5521185
425766,0.3372043,-0.5965648,0.40076253,0.5119061,0.22435273,0.6298209,-0.98025095,-0.3708592,0.46239415
595191,-0.17161171,0.24163638,0.55484986,-0.58461314,1.4451852,0.32542074,-0.97630453,1.4643998,-1.5892148
457803,-1.8058835,2.1504586,-0.10564444,-0.94577056,-0.2839121,0.9109571,1.0724176,0.6501414,1.043758
434158,-0.90583986,-0.2560842,1.1601223,-1.2283366,0.050438516,2.054404,-2.2517607,1.6225184,1.9421779
593679,0.9725367,-0.7415593,-2.0836964,-0.6432928,0.7865384,1.9700081,1.2221843,1.254438,-2.1820514
452678,-0.56972784,-0.30902693,-1.3982981,-0.2331621,0.065593384,1.1485742,1.4717469,-0.39533243,-1.7978411
641313,1.315985,0.96251,1.3224764,-1.2768377,-0.036854934,0.009956764,1.183747,0.085161366,-1.0112343
594809,0.79936314,0.7982079,0.8704085,0.004626583,0.8500541,-0.34523484,-1.7133361,-1.0747504,0.9201566
543776,0.26787668,-0.29016986,-0.9801494,0.12272189,0.027241824,-0.039135464,-0.1688621,0.70770246,2.1320913
573627,-0.120695055,1.3075765,0.38407922,-0.0994221,-1.6592014,1.587802,0.0409756,-0.1757744,1.1916381
593934,0.15082902,0.053935133,-0.18036628,-0.57193744,-0.059874393,0.81365937,2.2447896,-2.608073,-0.31303945
543257,1.3161501,1.1133578,-0.5387425,-1.328107,-1.4997228,-0.6102214,1.7953738,0.12740725,0.31087205
593871,0.51730496,1.1370639,-0.7364757,-0.03263504,-1.5491434,0.058249976,0.30807793,0.46363142,-1.2456889
621439,0.4097305,-0.3349082,1.0297049,-1.1860279,-1.1026689,1.0548754,0.007381138,-0.40202615,-1.2096281
570560,1.6111788,-1.0239902,-0.4580869,-0.9789073,-1.9449712,0.11408962,1.0367903,-0.8106565,2.4572766
553882,0.47779858,-1.0177468,-0.059602533,-0.04257603,-0.697338,-0.02531881,-2.5725706,0.88421553,0.9946003
453943,1.5483762,-0.18156125,-0.22075622,1.0150732,0.70039433,0.073941514,1.6085722,1.091376,0.09336271
541645,0.68405986,-0.97692287,0.11806758,0.22331391,-0.28333563,-1.531474,-1.2711314,-0.70027816,-0.15938112
502582,0.34530437,0.8275877,-0.051092748,0.8592852,0.75120425,0.7644482,1.604879,0.15682855,0.35382986
571974,-0.52120656,0.3121798,0.15219283,-0.92100585,-0.5902593,1.4384141,-0.79319274,-1.0266272,0.59318346
596146,0.20197938,-2.0051231,0.69335884,-0.4062793,0.28169903,1.5642989,0.94105685,1.391467,-1.8268446
547989,0.77822673,-0.8701135,-0.31966877,-0.7955663,-1.8832709,0.5869232,-0.7551505,-1.0193495,-0.0032885706
466320,0.75514364,1.5672625,0.5096195,-1.6049377,0.67135954,-0.2672267,-0.022527123,1.5843521,0.548272
488671,-0.52983934,-0.68296266,-0.7924537,1.286399,0.4285962,-1.0607966,1.4262352,0.20898211,0.0017887141
500871,1.188626,-0.31472278,-0.9142538,0.18023935,0.041389365,2.2948606,0.23951758,-0.12655196,1.3475142
408047,1.359923,0.06669088,2.0715697,-1.9382557,-0.040786516,-1.5274768,-0.6359883,-0.6082265,-0.15218413
453568,1.5547643,0.6551742,0.517179,0.09344033,0.8249529,1.3028014,0.22167136,0.7529952,0.68509
518614,1.5475626,0.5695992,-0.62913495,0.18067391,0.06694183,2.0213332,-0.4685458,-1.0694547,0.81037915
542436,-0.9594989,0.13899793,-0.5644778,-0.91041315,-1.4896992,1.5320748,0.13486443,-1.938803,-1.0927395
518653,0.24229018,0.0974273,1.3401452,0.36732322,-1.0730468,0.3142789,-1.4293747,-1.6351597,0.107063256
572180,0.78297985,-0.63481915,-1.024017,1.2431526,0.0882637,-1.8251151,-1.0671175,-0.9850684,-1.1110048
606115,-2.0291305,1.0815624,1.1903005,-1.3418821,-0.43652743,-1.1163437,-1.1686064,0.56466216,0.89912397
541650,2.2944808,0.39077276,-0.76633555,-0.29078138,-0.016071359,0.7255624,-1.1490589,-0.5165041,0.8533154
570267,0.7442992,0.47237703,0.33562452,0.17757317,0.2681206,-1.261127,0.40864304,-1.1221743,-0.64312017
506924,0.82682604,-0.32214263,-1.0273848,-0.97310984,0.026044454,-0.23805262,-0.6371691,0.31878048,-1.1003481
641958,-0.53213006,-0.30222502,1.3937149,0.055430334,-1.09284,3.009817,1.3689682,-0.43797624,-1.2260286
608596,-1.8700505,-0.84760946,-0.92785877,0.8509728,-2.1341124,-0.87146693,-0.7340166,0.24257146,0.1718758
471865,0.21574451,1.0817009,0.64515585,-1.0951501,-0.14021541,0.21784627,-0.47845507,0.5539254,-1.140757
571448,0.919847,-0.47110748,-1.2512833,0.7602976,-0.13064599,-0.23581228,0.3542132,1.4435934,-1.6706398
474892,3.2579148,0.2753363,0.79810053,0.55359685,-1.4611592,1.6440122,-0.14137697,0.9628948,0.43454096
592680,1.7137595,-0.61212593,-1.2983834,0.08801469,0.13004676,-1.0177752,0.8123979,-1.4590347,2.2932959
542340,1.0839316,0.53830624,-0.86639196,-0.122974634,-0.7730363,0.23008803,0.16629222,0.34762996,0.04320537
621311,-1.2558858,0.23095968,-1.3928232,-0.09761503,1.4379753,-1.0017722,0.53801894,0.25820524,1.6586345
606132,-1.8900148,1.9907297,1.3892154,-1.2673155,1.2227774,-0.0026842633,-0.79126626,-0.7166546,0.48827866
642162,0.6075054,0.23875628,1.798435,-0.60820216,-0.37126294,-0.07153051,1.0607717,0.679294,0.87267715
444489,-0.27893627,-2.677317,-0.5689133,-0.5514918,2.1950538,-0.8255286,1.5241868,0.5131387,-1.7453839
571697,-0.21657439,0.3021752,-0.14697467,0.30858594,0.15982743,-0.7945519,-0.13118145,-0.7484809,1.5470377
500887,-0.22468212,-1.6329213,-0.29659477,-0.38652334,1.1842049,-0.30294585,0.010389139,0.8656224,-0.18944186
608566,-0.482949,-1.3734291,0.18745078,0.22335657,-1.9893161,1.6892718,1.386731,-0.28943112,1.0436339
543590,0.2502701,0.6800496,1.5591851,1.5047003,-0.84534514,0.24625582,-0.3276246,-0.26281938,1.6160125
572788,1.5525249,0.19185388,1.6290807,-0.9318655,0.2625325,-0.3296483,-0.1925865,0.48207325,-0.41011322
489305,0.47913438,0.49531147,0.910967,-0.9585233,1.0424649,0.20586967,1.0266399,0.107988305,0.079472706
571506,-0.44427982,-0.13548316,0.4609785,0.35131213,-0.5626517,-0.0762272,0.34561235,-0.51147765,1.7604287
592885,0.938199,-1.3158091,0.34603012,-0.44092518,0.65460515,0.42275912,-0.9748042,1.9179658,-0.49510056
452220,-1.284715,0.20618726,-0.16665795,0.5656241,0.1519835,-0.83831567,-0.2847318,-2.3772814,-0.37950504
519208,-0.049750928,0.52454525,-0.9114884,-0.8368046,1.5076944,1.4635187,-0.77351886,-1.3780375,-0.52233577
547180,-0.14853187,0.3076949,1.5495363,-0.4502469,-0.5886174,1.3608966,-0.36738303,0.82251,1.6646528
519184,-0.26636392,1.3222715,0.8716792,-1.584894,-1.1979206,1.3447213,-0.9311962,1.6436154,-0.31461442
607208,0.77490705,-0.29574722,-0.011737915,-1.5165666,0.119923756,-1.1976205,-0.019042782,-3.234386,-0.49732068
502317,-0.058826216,2.290209,-0.81061596,-0.42544466,-2.2932572,-1.0735241,0.58934873,0.4261417,0.3637971
571851,-0.81337696,0.9100906,1.2724234,-1.5424792,0.8690247,0.38798138,-0.43603897,-0.25383526,0.3831197
600474,0.5522123,0.36538124,-0.27740765,0.37723023,0.5346364,0.99126726,0.81246877,0.5970372,-0.6512595
425796,0.7822759,0.15299413,-1.7270023,-2.195596,-0.6968167,-0.20640114,0.9811276,0.9958673,0.30579826
542513,-2.623596,0.004553003,0.93896544,0.5990455,-1.162577,0.82731265,1.0120627,1.5782257,-1.0018934
519317,0.09900599,-1.3780786,0.6528676,-1.2684721,0.32738963,0.9830411,0.080786355,0.029734582,-0.65042853
570639,-0.25437295,0.15714224,-0.566687,-1.4878156,-0.026583508,-0.10584433,-0.8447512,1.204454,0.120091744
588751,0.221144,-0.4475543,0.5230447,0.5333363,0.15567225,0.16518573,-1.1073937,0.036382545,-0.28218004
543329,1.7434279,-1.162964,0.03460775,-0.87585425,1.4183402,-1.077002,-0.39689368,0.77725536,-0.04684726
518618,-0.28466633,1.9558771,-1.8365008,-0.011527249,0.92961806,-1.0007371,-1.632734,1.3159872,-0.32373193
543829,1.1740682,-0.5724055,-0.7217284,1.8826944,0.33852947,-0.23438524,-1.1581284,0.7969991,-0.90528965
453400,-0.81669676,-0.13244373,-0.43222702,1.185878,0.16856709,-0.42962268,0.5119407,-0.22980818,0.3246576
502517,0.03465333,-0.09694396,1.0921919,1.5213209,0.07130495,-0.51591134,0.3247496,-1.0297234,1.1722642
457787,-0.5533749,-0.08281585,1.6230674,0.54278094,0.4735074,-1.8402545,1.0581167,-0.33700076,-1.7821684
400085,-0.40539148,-0.33007285,0.57480574,-0.39837614,-0.0074809203,-0.30696803,-0.3494413,-0.3200903,-1.352213
453286,-0.8763945,0.014096266,-1.0533504,-1.5081719,-1.0908134,-0.27078918,0.29569364,1.6427176,0.12405691
446653,0.5498039,-0.021601647,0.4337219,1.0397979,-0.47550645,-0.6674918,-0.72582936,2.3292613,0.82551163
594694,-0.9109439,0.6260169,0.56108016,-0.2815987,0.28949502,-0.029779322,0.073272325,0.104949616,-1.0452603
475582,0.5293242,-0.60753196,-0.29934388,0.36030594,1.8834535,-0.70455086,1.338457,1.1041793,1.3439131
445988,-0.73385787,0.53889656,0.35630873,-0.72160983,-0.25112587,0.28954792,-0.85555273,-0.42771116,1.2975785
543408,-0.8601919,0.076281115,-0.37142166,2.2466056,-0.1346669,-1.0237459,-0.22145995,0.5550344,1.2693985
574847,-2.0917342,0.32366213,-0.7059183,-0.011194426,0.072185464,1.2872692,-0.5316161,0.4520156,-0.28515488
624577,-0.031553917,1.3358188,-0.32569584,0.8809511,0.14912118,0.19513318,-0.1828937,0.3245156,-0.84407836
605131,-0.41295543,0.26138598,0.862734,-0.25584194,0.18718857,0.933652,-0.7371552,0.34981525,-0.23330425
444843,-0.094994985,0.2557751,-0.50413084,-0.34834954,-0.28051153,-0.02777162,0.5786838,1.4367076,-0.15896481
605412,-1.4215726,-0.79969704,0.75914854,0.84985775,0.50731754,-0.2441229,-0.5773192,-1.0574484,-0.413198
434636,1.0688727,-0.34122303,-1.4405191,-0.5364627,-1.0988176,0.17149411,1.6477282,1.1155943,1.4091421
543063,1.3701674,-1.8119367,0.46647537,0.7330042,1.9643006,2.04244,-0.4525615,0.24990992,-1.0279953
452254,-1.7421594,-0.39632657,0.57912624,-0.5720128,0.7548041,-0.5944113,-1.09888,-1.8997717,-0.70691
457763,-2.6407204,0.31401917,-0.9743936,-0.5398538,-0.5106558,-0.3834477,-0.7759408,0.04049938,0.21535729
474832,0.8437757,0.20769843,-0.29395297,1.3716631,-0.5170571,1.5338732,0.08928284,0.061529305,0.0977836
452655,-1.0589544,0.2515188,-0.31565568,0.9229069,2.2626839,0.73319054,-0.30182615,-0.9091225,-1.0022414
502210,0.9621797,0.051125493,0.011831651,0.76894456,-1.2637991,1.8304099,-0.30284685,-0.03950844,-0.82572967
571771,0.18412785,-0.79157805,0.802983,-0.4846461,0.91015863,1.6450734,-0.59612703,0.83392173,-0.6540514
518586,0.5234325,1.0111004,0.8463242,0.3601967,1.6813431,-0.057523467,-0.3072462,0.8198393,0.92780745
519043,1.5365144,-0.324225,-2.2064617,1.2358443,-0.6070045,-1.0279577,-0.89277864,-0.47945687,1.5930527
543216,1.51714,-1.5602895,-1.7173018,0.0971219,-1.3040235,-0.48198077,0.08746417,-0.5881793,1.6659209
592626,0.82744974,-0.39182046,-1.9628235,0.62958956,0.15494466,-0.29152313,-1.5710205,-1.9007342,0.5357098
518735,1.0230623,-0.14993677,-0.47627482,-0.454236,0.8128846,0.4793104,-0.90929204,-0.46314126,1.3737066
608369,0.47724304,-2.6823177,1.2063882,0.9234316,-1.4631666,-0.71333826,-0.5927017,0.50019544,-1.2302014
457759,-0.533307,-0.514787,-0.5924737,-0.25794703,0.9516004,-0.8401371,0.71737784,0.6099718,1.4185338
