0,1,2,3,4,5,6,7,8,pitcher_id,pitcher
-1.723794,0.66439974,-0.5399557,-0.30696768,2.529407,-0.40708396,1.4747323,0.13993019,-0.6008557,95,489265
-1.3895972,-0.7629417,0.8987034,-1.0990114,-0.06606831,-0.18425745,1.4035608,0.79322445,-0.6818923,96,430599
0.50809824,0.76215,0.6844704,-1.8797332,-1.8320239,0.024758987,-1.1127325,-1.3302448,0.8213112,97,519043
-0.5364286,1.7229017,0.42638013,0.048287682,-2.27449,-0.90092045,0.5588178,-0.30556163,-1.3001097,98,520980
1.0017996,-0.40864184,-0.3799002,-0.6193006,0.076573156,1.6728019,-1.1933762,0.1668066,-0.799723,99,594795
0.6067898,-1.2861806,-0.56206435,0.3834033,-1.8195708,1.0769079,0.7531189,-0.85199827,0.86703545,100,622072
-0.26704443,-1.1278507,-0.23617181,-0.6831257,-0.13833795,-0.01204857,0.44669953,-0.64048856,-1.9480748,101,451661
0.22064818,-0.094173044,0.62878495,0.25031936,0.0077272854,-0.0533155,2.2582982,0.4866637,-0.86865157,102,501593
0.97915745,0.29688284,0.06496381,-0.5821969,0.9351992,-1.0512573,-2.2673528,-0.30001205,-0.04823263,103,628317
-0.43744373,-1.0688996,-0.84555674,-0.8443425,-0.63697404,0.20392668,0.61721885,-1.3034427,0.07378333,104,457732
-0.84209573,0.8747097,1.0107968,-0.17545973,-0.079013556,1.6446946,-0.7403583,0.50519246,-0.35621107,105,448609
-0.76533633,-0.07776447,-0.4539986,0.51527816,-0.21010998,-0.3331374,-0.048289593,-1.3026092,1.8452226,106,500724
1.0884689,0.4787083,-0.8725193,0.3654951,-0.19601858,1.2334567,1.1637584,0.3523731,1.4333184,107,594311
-0.3238224,0.80218965,-1.922961,-0.85908633,-0.032276068,0.7450169,-0.39510873,1.8055112,1.5475769,108,468504
0.42609468,0.89439994,0.5871563,-0.98221976,0.81565034,0.23738188,-0.34027344,-0.023510963,-1.5201924,109,502087
0.73339903,0.24960671,-0.7697259,-0.031518836,0.0047463723,0.84990317,-0.23686822,1.0900689,1.0689893,110,624586
-2.0347497,0.90775985,-2.1845107,0.35159636,-0.1919415,0.17462057,0.15327364,0.23678176,0.33952966,111,572086
-0.18700242,-2.5242422,0.084734306,0.6036933,0.3171567,-1.1393738,1.6403034,0.2804332,0.6529102,112,462382
-0.32590437,0.34232724,0.035498403,-0.3483621,-0.56194377,-0.5318877,-1.8185649,0.37987423,-0.5332306,113,541652
-0.7350052,-1.0405264,-1.1661248,0.05405309,-0.17227276,-2.026588,0.5182035,-0.6302002,2.0870843,114,542432
0.4927225,0.49267465,-0.048820756,-0.6323765,-0.4470585,-1.0166262,-0.55102015,0.15266013,-0.3296526,115,434378
-0.21166383,1.4332489,0.060422223,-1.8518257,1.3292303,0.5617836,-1.3181887,-0.46217856,0.56023514,116,527054
0.7925617,1.0059118,-0.54802656,-0.30959287,0.46173158,0.61262137,1.3823638,-1.622917,-0.20292428,117,592102
2.050141,0.903974,-0.9160723,0.9894102,0.110928625,-0.21726783,0.99651337,0.50069135,-0.37616834,118,451584
-0.87963724,0.21800622,0.75461495,-1.2779222,0.085014544,1.278725,0.30742553,1.0923032,-0.45036367,119,453192
-1.1091347,-0.035359234,-0.7329266,-0.13131134,0.22796085,-0.7318625,-0.8426009,-1.3119687,0.20019437,120,458708
2.0205517,1.2611052,0.2988537,0.54612297,-0.058639154,0.09803871,1.8714033,0.27364835,0.02229131,121,465657
0.19464591,0.16810845,0.2628533,0.71940887,2.0499809,-0.28148633,1.2500516,-0.17028138,1.4015782,122,453178
1.3260612,-0.021335993,0.44454297,-0.34859875,-1.3281512,0.5582429,-0.5235314,-0.17533308,0.7614829,123,605218
0.5827369,-0.8964758,2.0088992,0.5293242,2.4435937,0.30811763,-0.19723289,1.875165,0.5686669,124,628452
-0.88851875,-0.6527338,-0.4273343,-2.2784379,-1.2934943,0.69702846,-0.58533716,0.9057765,-1.5238612,125,518748
-0.4687426,1.2823979,-0.41645297,0.02658869,-2.1066134,-0.20946227,0.85878146,0.79523444,-0.98695904,126,475243
0.88518786,1.7150466,2.4479072,0.52077675,1.0895247,-1.361521,-0.035614762,-0.15996704,-0.49464265,127,502028
-0.5932144,-0.307183,1.3910116,-0.96080905,-0.055161394,0.5129937,-0.08003804,-0.56285214,1.7338463,128,501925
1.8499681,-1.9883509,-0.07897228,-1.0664024,-1.2737194,1.651715,1.0400891,0.70459574,-0.37125492,129,456027
2.3674026,-0.55988085,0.12765479,0.886839,0.32346493,-1.666983,-0.5450307,-0.4580432,1.9049507,130,593974
-0.79111314,-0.7946225,-0.084401846,-0.458129,0.43990424,0.43428147,-0.38463616,-0.50100946,0.7051968,131,543557
0.82759714,-0.12578307,0.28008845,0.5549514,-0.76801383,-0.62581,-0.6096458,0.70415807,-1.8976918,132,471822
-1.1122755,-1.1164098,1.5327691,-0.715926,1.4749961,-0.29441422,1.0241708,-1.044213,-0.6000693,133,543294
-0.3783456,0.18410532,-0.47392988,1.2449603,-1.1105603,-0.022150228,-0.8625784,0.78751254,0.3856205,134,596112
-0.55372304,0.15975817,-0.2652749,1.4329319,0.94970244,-0.7094218,-1.1259409,0.20722274,-1.0595231,135,502154
0.65320176,-0.41487983,0.63593096,0.7259147,-0.07013522,0.35922593,0.78239477,-0.8430138,-0.12962048,136,542947
-1.6983694,-0.73485494,-0.7944918,0.4865419,-1.1577414,-0.78161246,0.20853151,-1.1706167,0.5404599,137,592332
0.6199552,-0.27475527,1.9893051,-0.9390444,0.81643915,0.19619393,-0.19573887,-0.16642964,0.051259514,138,476589
-1.0824486,-1.9825872,0.11585822,1.5014124,0.60184854,1.1220115,-1.7619015,-1.2136595,0.357638,139,453284
-1.5087495,1.6125629,0.94792926,0.61150837,-0.5830022,-1.6255354,-1.0840155,-0.8175966,-0.09812716,140,518927
-0.14343356,-0.47413915,-0.665756,1.2188226,0.33782414,-0.9871314,-0.30920923,-0.7211838,-0.15023379,141,570666
0.42983392,-0.13247176,-1.5612425,-1.5655956,0.96312004,-0.2523677,0.68070185,-0.20128673,-1.7132181,142,518886
-0.5407348,-0.26690334,-1.2391453,0.796243,1.2744036,-0.42845273,0.8599613,-2.172009,-0.20086667,143,276351
1.2888126,0.25339043,-0.026790984,-1.5378143,-0.046550862,0.35712683,-0.9602698,0.21555011,-0.47257966,144,523260
-0.9803758,-1.1281686,-0.48879436,0.49413598,-0.355884,-0.42683184,-0.3081747,0.72459537,0.30851305,145,457918
-1.0809689,-1.3001553,-0.02565067,0.08671253,0.4681948,-1.7707987,-0.097691454,1.0389018,-0.6116174,146,593958
-0.6647528,0.49333394,0.6139285,2.1747892,0.20479524,0.0054706656,-0.2593095,-0.89817065,1.1380758,147,502706
1.7799752,1.096164,0.37092438,1.3045217,1.2588694,1.2025039,1.7441655,-0.33414164,-0.58971196,148,592222
-0.6955813,-0.16543446,-1.2878225,-0.89686656,0.6359622,0.186153,0.9513528,-0.7025994,0.01962726,149,407890
0.73818874,0.92866415,-0.5744681,0.36612484,0.5747184,-0.5532191,-0.3596424,0.14146525,-0.74957246,150,543606
-0.97502446,-0.107693695,0.9361141,-0.057297055,0.8187986,-0.056299303,-1.6629832,0.32664934,0.6240319,151,599998
-1.0960493,0.95130503,-1.6971828,0.05454532,0.23308912,0.57566047,-0.32239807,1.3233972,0.59688544,152,643327
0.59815025,-0.84732753,0.2088287,0.33639848,0.77362114,-0.14309658,-0.1235235,0.054801825,0.2077721,153,534812
0.4714746,0.33872932,-2.1241395,1.5304145,0.5754958,0.5386858,1.034273,1.308251,-1.8336812,154,605151
-0.5735567,0.19761384,0.26647946,-1.5149311,-0.052822,1.2932228,1.3449779,-0.03854459,0.45042935,155,523848
0.782473,-1.9815282,-0.18857242,-1.2983261,-0.6839478,1.3674732,0.56997514,-1.0167519,0.5205252,156,453385
0.47998902,-0.21563058,0.7585394,-1.261712,2.3039458,1.0922333,-1.6686791,-0.88490635,-0.7154153,157,493200
-0.0814213,0.60018307,0.1658387,0.53984964,-0.9395196,-0.79123,0.024148365,0.0014800178,-0.14452413,158,553878
-1.7873886,0.10274429,-1.6227933,0.008451166,0.35395235,0.35622826,1.3730773,-1.080926,0.90771055,159,543779
-0.19706483,-1.1427089,0.49413472,-0.13088389,0.5165142,-1.4405376,-0.73631865,-0.58241606,0.014036251,160,641771
-0.16241641,0.7172951,0.5010212,-0.014448574,0.32760882,0.109555036,0.36191154,-0.33331528,-0.29825273,161,621199
-1.2858706,-0.20751819,1.7069268,0.94341385,0.6506148,1.3551538,-0.5580941,1.2314,-1.4431978,162,572096
0.042376168,0.6494053,-0.18002412,-0.47189358,-1.2951218,-0.29105383,1.0456151,-1.1273172,-1.4443508,163,462515
0.48150596,0.467692,-0.0047030915,-0.61799634,0.5503448,0.55683047,1.1081055,-1.3755437,0.9774897,164,608379
-0.5811696,0.14556248,0.3419868,-0.16822016,0.092674315,-0.89780235,0.81918484,-0.36477405,-0.1531505,165,425492
-0.49610928,-0.18141857,-0.40595868,0.54091823,-0.12799297,0.49223632,-0.3517884,0.3440278,0.35338616,166,621242
0.33100414,-1.7896663,0.7628233,1.640508,0.66983825,1.310858,-0.8674943,-0.36078414,-0.7389897,167,623430
-0.97853744,-2.03105,0.15077564,1.814808,0.21435875,-1.3134602,-0.20452452,0.07292332,-0.2073788,168,518553
1.6951311,-1.871031,-0.36403462,-0.0038302767,-0.012176344,-0.2197229,-0.43098912,0.6088523,-0.5713807,169,448281
1.0803059,0.11482478,0.15599011,1.0870026,-1.0456927,-1.5269262,-0.17632155,-1.7923396,0.5194901,170,519267
0.45826554,-0.56629246,-1.8775102,-1.2167037,0.7141224,0.7571499,-0.71770555,-0.55441815,-1.3749996,171,543883
-1.1856815,0.30301028,0.9337595,0.2929521,-0.26841724,-0.80322903,0.76450795,1.9786763,-1.0854205,172,573064
1.3477162,0.22826357,1.0590438,-1.5395887,0.90832394,-0.32972798,0.9869391,-0.7837312,-0.5903363,173,605194
0.6912806,0.3415332,0.93349326,-0.4868529,0.1870237,-0.46889392,-0.076688334,0.47815582,-0.46830392,174,519322
-1.7427919,0.15005572,0.4441555,2.3962734,1.2116203,-2.029729,0.9257518,-0.6521732,0.5256942,175,547874
0.8294462,0.44470736,0.2901933,-1.28847,0.8996043,0.5885695,-1.1891139,-0.6128293,-0.2078913,176,544727
-1.4037806,1.0174084,0.38094488,-1.9380293,-1.1506788,-0.77476156,-0.10164781,-0.5164013,-1.0068719,177,592665
0.7325949,-0.5995215,1.0270224,0.3018984,1.6402532,0.22863089,1.339436,1.6168723,-0.065271005,178,477569
1.4538965,-0.19982313,1.4593216,-0.88751394,1.0145669,1.1312246,-1.0385488,-0.74596775,0.75868684,179,456696
-1.2426027,-0.9980638,1.1028008,0.6288043,0.4901579,-1.8074497,1.659169,-0.6775031,1.4322344,180,570663
0.19968118,1.0672483,0.48475587,0.19684161,0.31912962,-1.003949,0.14803338,0.56648636,0.5708359,181,572119
-0.46449625,-1.3542912,0.20318869,-0.116170175,-0.63168454,1.6095937,-0.24683706,0.30352613,1.3525782,182,112526
0.58501726,1.2004209,0.05325776,-1.2014426,0.808094,0.33204177,-0.2955368,0.29090133,-0.30509123,183,497807
0.86961913,-0.3001084,-0.16407283,0.53077316,0.97040343,1.2767155,0.07808767,0.78209925,-1.1879159,184,607309
-0.63974065,0.5336151,-0.473976,-0.43689796,-0.15936518,0.74362975,1.0220828,0.12950133,-0.7405837,185,573589
0.39068654,-0.24105865,0.7998714,0.061542053,1.0312393,-1.4721558,0.07987589,1.6928301,0.42992926,186,608638
1.3768879,0.91998816,-0.8362905,0.21520473,-3.0281134,0.8685569,-1.7814441,-0.589255,-0.30264136,187,542953
2.7996566,-1.2259449,-0.9520356,-1.0177876,1.0955478,1.6558565,1.0101144,-0.8529166,1.5224061,188,502327
-0.37825564,0.30739596,1.0179359,-2.6538744,0.24017836,0.018052418,-0.13337588,-0.604989,-0.13817418,189,448306
-1.7387589,2.396174,-0.54313993,0.99885684,0.5676366,0.022110505,0.9609807,0.16029976,-0.8513314,190,606930
-1.9773012,-0.16081654,0.86215276,0.5831143,-0.86160505,-0.17816213,-0.8601828,-1.5488952,1.2869575,191,493603
-0.37525746,0.8584016,0.8703771,-0.8828808,0.75247383,-0.36576873,0.66971785,0.39939448,-0.73840547,192,543475
0.016995247,0.46813118,0.7890541,-0.18963009,-0.47039136,1.4543426,0.47698942,0.24906951,-1.0758295,193,572750
1.1504468,-1.1442491,0.479242,-0.3017877,0.074625835,-0.49982354,-1.2496108,2.079708,-1.7291858,194,503449
0.0759642,-0.6597815,0.2792623,-0.3810824,-0.17355333,-0.42482457,0.3057985,1.0723468,-0.07746643,195,656546
0.7431585,0.33740932,-0.21462288,-0.7402326,0.62016803,-1.4632899,-0.111771226,1.2036003,1.6390834,196,475479
-1.4718206,1.271541,0.012316431,1.2642195,0.9199043,0.80984885,-2.2528906,0.48733795,-0.108172975,197,519240
-0.33707693,0.21408264,1.0520327,1.8874346,-0.1466663,1.5925221,-0.7639293,1.7836109,-0.083095245,198,518875
-0.3896093,-0.27870548,1.7572787,-0.08925262,1.6769842,-0.056536883,0.17396285,-0.19095737,0.53304213,199,407845
-0.31819817,0.42211816,-1.2323244,3.136656,0.1437959,-0.84558415,1.2312696,1.0601012,-0.78290355,200,430661
0.27949563,0.17158133,0.60160756,-0.5966124,-0.40033942,-0.17166929,-0.061890263,0.43926504,1.1499305,201,595014
0.33298883,0.28279284,-0.33661884,0.61635727,0.86954206,0.4070449,-0.7335507,-1.7069329,-2.1865525,202,543699
0.5994523,-0.9061801,-0.055965886,-1.2951405,1.1814512,-0.976074,-1.1756166,-1.5912752,0.739113,203,612672
-0.6644857,0.6812189,0.8587072,-0.11332022,1.7684526,-2.3094459,-1.0573412,0.46203917,1.0946718,204,445276
1.1384389,1.4875345,1.0105718,-0.04700948,1.2546399,0.26114973,0.7428482,-0.069226295,0.042881656,205,621389
-0.5929715,-0.6904035,-1.7727627,0.828898,-0.7959365,-0.40832418,0.26486996,-1.2089447,0.3546707,206,477132
0.054394025,0.1518473,-0.65446746,2.1505032,1.1676273,-0.60725504,0.25056502,1.0481806,0.1536479,207,571704
0.22815281,-0.7936731,0.5652962,-1.5023326,-0.680471,-0.5664689,1.395887,0.5708831,-0.29547435,208,519085
-0.08736375,1.8372617,0.5127513,0.7050957,-0.8733841,-1.1084822,0.017432151,-1.0314927,-0.8266258,209,543521
-0.14861302,-0.74784195,-0.7114554,0.4271295,-0.66813976,-1.3946735,-0.5613112,0.51280224,-0.9997454,210,474284
-0.09698536,1.1526525,0.19442958,1.1543515,0.6510089,0.015668938,0.21075186,-0.56747156,0.38183346,211,501625
-1.515251,0.9404899,-0.613524,-0.39962268,-0.8081673,2.0164888,1.3006035,0.2138321,0.5397401,212,500610
-1.6037754,-1.4572816,-1.9003494,1.0059158,-0.052220367,-0.011356016,-0.706679,-0.29143983,-0.703134,213,592091
-0.8504714,0.8620439,0.9368025,-1.3174028,-0.66138005,0.66400975,0.03203468,0.72666687,-0.7091443,214,573046
0.9268599,-0.6213157,-0.19862737,0.17618564,-0.35642695,-1.2662414,-3.1744344,0.23203036,0.7714306,215,572140
-1.0961759,0.5555713,0.14216475,-0.115298845,0.69959396,-0.17743707,0.6522126,-0.59506613,-0.21905681,216,458677
-0.18163593,1.8513613,-0.57889605,-0.856976,1.1589345,-0.04408529,1.4278294,0.17548473,0.03204324,217,475054
0.6229135,0.5658591,-0.47088695,0.69871116,-0.3041837,-1.139293,-0.65526557,0.69101816,2.050483,218,606291
2.498768,0.9680314,-0.49533027,0.12522405,0.07411658,0.14988811,1.1846864,0.678202,-0.57717794,219,594986
0.4860837,1.8657207,0.4665375,0.40735546,0.32012212,-0.19106881,-0.7384572,1.9938755,-0.572425,220,572888
