1-tsne,2-tsne,3-tsne,batter_id,batter
38.385925,14.313807,4.8315,455,434563
13.194257,-37.067238,4.60722,456,592808
13.69144,-8.158362,6.30412,457,518516
1.5981907,6.0783505,-33.247543,458,605509
3.715054,1.6048034,19.160694,459,448179
-31.433975,-15.069761,1.7036031,460,488771
-5.53488,-16.377071,2.8226037,461,453203
-17.306114,-29.466717,20.992819,462,593495
4.5318522,1.0621892,-4.9641504,463,474319
-37.11674,-3.002152,16.990181,464,488818
3.9532862,-27.934498,18.111057,465,596057
7.780755,-27.40943,4.2914963,466,605538
15.313421,2.756083,33.041473,467,609275
-27.14912,-17.998724,2.992307,468,641531
-21.46304,31.781221,7.5546994,469,446386
2.395765,-25.49485,-40.24665,470,543333
-6.5790424,30.637127,11.315064,471,595001
13.567372,-10.788455,-9.295079,472,594772
-18.612225,-9.101342,-8.117636,473,592863
-35.335648,11.316383,-15.925224,474,458913
15.164561,-28.038235,-14.312486,475,453211
8.590469,-7.9358773,-18.926071,476,454560
14.767199,15.513321,6.0168066,477,466988
-16.665058,17.576962,30.301865,478,547004
22.15401,-21.61225,-16.274643,479,503351
1.6886714,14.409026,-11.960927,480,518567
-18.159657,-35.550587,-2.1718998,481,605396
-14.870543,20.179575,-12.147217,482,476451
17.232153,-36.4295,-2.8658302,483,571970
-15.488292,9.373038,15.530436,484,608672
9.265186,3.4420311,-0.29262024,485,474463
26.549746,-8.839741,-14.227919,486,543184
13.37032,26.825014,-10.787909,487,628711
-5.3265944,9.977153,-29.50868,488,592620
9.633319,-11.640687,30.546017,489,456501
-27.442232,4.1673903,24.548573,490,467827
11.377871,9.610152,38.917248,491,592351
-3.7682264,14.244781,3.9373746,492,502054
-10.854096,-22.537718,-6.098526,493,573185
16.394266,-0.19089256,-17.12409,494,621052
-22.27728,-15.6811495,11.767067,495,474568
-3.0067751,-9.49459,19.337921,496,467100
15.059014,-4.866526,21.661465,497,501896
1.5698076,-36.586964,-14.014232,498,642239
-17.99676,1.0645623,22.168274,499,571918
6.548158,-42.99835,-7.9491053,500,452672
-4.3842673,20.37232,-12.686608,501,598284
-0.40885818,25.559404,10.438033,502,625643
35.86073,13.4064455,-7.155969,503,592662
-27.158817,-3.6074078,-18.760145,504,605452
-13.111962,-14.735949,-11.153913,505,607345
4.8876424,28.196905,-25.860235,506,605183
-4.4234953,11.659694,-15.478054,507,608324
11.41017,28.28952,-7.4548564,508,502034
11.640907,-0.27619258,16.737867,509,605388
27.657917,-21.265116,5.5650086,510,592314
4.3852634,14.338275,33.400223,511,463610
-28.469824,-10.967496,21.750628,512,607625
9.987073,27.61708,18.571493,513,570632
-14.588866,14.993665,29.160702,514,477165
18.639925,19.823416,-20.04358,515,606131
-28.74009,10.563147,25.60944,516,592254
12.139115,0.7103819,23.077494,517,543022
4.796811,-17.228376,13.763337,518,502188
-27.077965,21.418762,6.60131,519,543101
-11.436762,-7.526727,-21.79841,520,502190
-23.943903,-6.0139885,-5.808646,521,592791
1.5544875,8.9770565,28.357388,522,453562
-30.389185,12.226813,7.826391,523,592407
-29.590315,4.1492205,-12.015768,524,446381
2.1604552,5.320601,14.195302,525,460099
21.1854,25.554869,21.052134,526,641820
0.16046289,32.782112,-0.7035459,527,572365
22.146431,-15.805356,-1.7432833,528,571946
14.094637,26.508644,-26.910269,529,461829
-19.857164,15.822874,-25.134396,530,596451
15.701064,-17.923946,15.446485,531,592789
27.179207,18.2722,9.870078,532,435559
13.589968,-37.948547,-2.5879953,533,572863
-12.557475,-1.0574768,10.731163,534,453923
-23.058443,5.8080235,7.976758,535,492841
-7.280999,-30.833418,-4.9017773,536,592444
-27.739342,21.030432,1.5147581,537,461865
-21.610157,8.952279,-38.954346,538,607385
13.352558,-9.284612,21.813974,539,553988
1.8906709,-23.776096,11.959229,540,446192
3.49093,-0.37834466,13.714253,541,460269
17.15416,-28.729439,-16.938015,542,542583
7.574128,25.724848,4.2937756,543,408252
-2.2744265,-23.820187,-14.070911,544,465041
-13.665766,-8.504021,4.44923,545,516782
-5.6627927,2.698942,-27.767439,546,407793
10.631341,2.804413,-36.51154,547,405395
5.5313964,37.47966,8.219709,548,543045
9.669754,-0.42781886,-25.601465,549,451705
-13.459546,18.53081,11.967941,550,430910
-10.760393,-10.375601,-11.912906,551,608348
-36.970287,4.1670165,9.322609,552,607257
7.171364,-15.470851,32.17325,553,608379
-30.066341,0.40215126,-4.9213,554,643327
30.104414,6.776398,-3.6847756,555,467092
-4.169446,19.465834,-0.114872165,556,595918
28.611858,16.444063,21.75327,557,408045
-9.651431,-25.983923,6.592212,558,623143
-18.845753,-26.488543,-3.9335914,559,456488
-10.759277,-11.509463,23.264502,560,501303
-5.2045846,-26.662853,-14.862192,561,607776
20.064846,-15.051972,15.554409,562,608325
18.72348,-9.014974,-6.0982223,563,595751
28.944536,-14.5450325,-5.0396433,564,622097
-14.307157,31.241919,13.745837,565,542881
-5.7853265,-19.961325,-32.03497,566,435221
-1.9611584,10.623522,2.0017827,567,605232
-3.9576778,3.698332,13.641979,568,543376
-15.964208,-35.82749,-21.69868,569,473724
-9.444122,-16.541405,17.099508,570,434628
-41.19907,0.69983697,-0.8570842,571,606160
-17.561666,-13.837234,-17.290411,572,430605
-1.6993275,11.307553,8.765409,573,543380
-10.6218605,20.93061,-16.884228,574,600524
-12.404865,-21.329247,31.052813,575,544150
-6.7978983,7.441666,-9.652539,576,570663
25.240356,25.998293,-9.656202,577,519294
30.032015,-10.688531,-1.2022046,578,548389
-8.625803,2.0506334,-7.829459,579,605200
9.81953,10.900984,35.594196,580,502624
1.4609514,-6.460985,-17.556017,581,488721
-0.13296443,-25.348236,-21.389965,582,543734
12.664002,2.9826849,-22.368149,583,448802
10.0212345,-39.20592,10.945716,584,596133
20.800016,-24.133152,-9.104568,585,519076
-2.7302744,-17.67245,-21.746191,586,543557
-36.76894,5.5963244,12.113851,587,573135
4.7103033,16.223743,-11.266358,588,595963
18.01378,-4.3972945,18.558224,589,519242
-0.5767952,1.8510435,34.321064,590,543901
17.618628,-6.790765,35.796806,591,516949
-38.049088,-7.8956895,-2.0508091,592,425844
4.9912367,21.868053,9.449063,593,605228
-19.789896,-0.46640098,14.429423,594,572750
-11.463455,16.002163,27.120993,595,407822
22.26469,-9.878547,-10.590879,596,595345
34.256516,14.768573,-8.407429,597,643230
-19.157562,-10.58659,-30.8788,598,490063
29.474482,7.534495,23.90291,599,518568
9.523985,-1.9445531,-17.080223,600,534627
-20.838795,0.49012616,34.123928,601,448306
-5.8523207,-23.912863,-7.0825977,602,430001
-35.952084,-20.172255,-8.912317,603,519306
-16.80994,-11.498533,2.5580072,604,542455
13.480869,9.862377,-7.066882,605,448602
0.82848674,-18.196064,32.866478,606,543054
-1.8319194,-4.8525324,-34.4853,607,547179
25.648819,-13.36596,-21.83878,608,502043
-25.95681,12.581155,24.15871,609,493200
-7.566943,22.625977,-27.266136,610,592866
3.8998137,37.035313,-10.712889,611,592696
20.161068,-5.2516046,-25.01671,612,429722
14.896926,-2.7056296,26.108686,613,592779
-32.635147,-15.278612,-5.2914896,614,458675
-1.0572075,-7.0085106,-9.887392,615,431171
-22.431456,-16.697311,-21.939726,616,453281
30.83381,25.870909,4.0366716,617,489365
17.08421,-31.179113,5.575726,618,621244
14.723394,18.438297,-31.384787,619,542979
31.398731,-13.808009,19.733255,620,475247
-8.323191,9.878069,-1.2853695,621,605253
18.648582,19.280838,-0.87423646,622,488810
-14.931555,14.736371,27.127932,623,570489
-22.31217,-9.537926,15.599926,624,448855
13.7509365,-9.724659,-22.232906,625,592593
38.393154,-10.586381,-2.9230468,626,605222
