1-tsne,2-tsne,batter_id,batter
43.158665,2.1634984,564,622097
2.8599017,23.731012,565,542881
-5.333367,-46.935287,566,435221
-8.895793,19.694157,567,605232
-2.5473976,11.392138,568,543376
-13.458806,-46.35479,569,473724
-31.894728,-7.250803,570,434628
-47.91524,-3.6318448,571,606160
-13.446579,-26.0242,572,430605
-5.0522504,17.935993,573,543380
8.760078,28.04339,574,600524
-31.581211,-22.922798,575,544150
-32.74439,-4.573457,576,570663
31.410145,31.179447,577,519294
29.10531,-18.610378,578,548389
9.221891,50.949352,579,605200
-0.16673255,1.7878218,580,502624
-0.58206826,-12.430589,581,488721
-5.494348,-37.271275,582,543734
10.207707,11.805557,583,448802
17.741566,-36.699142,584,596133
29.43492,-24.481598,585,519076
-1.9390326,-30.390799,586,543557
-50.777786,1.7125974,587,573135
24.201015,36.94332,588,595963
20.550753,-10.878061,589,519242
-23.841465,-3.8180282,590,543901
31.589836,-3.743334,591,516949
-46.9996,-9.653252,592,425844
-18.343369,28.94585,593,605228
-9.850916,6.3489323,594,572750
-26.808277,8.781108,595,407822
23.696224,-15.479589,596,595345
34.033566,12.424308,597,643230
13.77865,-10.472378,598,490063
49.982906,9.394561,599,518568
-4.1068654,-2.6144035,600,534627
-42.106747,-11.414447,601,448306
-14.57959,-20.162785,602,430001
-24.774275,-39.49977,603,519306
-16.620728,-7.6446104,604,542455
22.697382,19.831566,605,448602
-32.945354,-16.26492,606,543054
15.5773945,2.0316262,607,547179
12.390896,-20.329258,608,502043
-41.027527,-1.8292377,609,493200
-12.861086,38.404865,610,592866
2.39954,42.500305,611,592696
44.389076,-11.846349,612,429722
16.635303,-9.36874,613,592779
-23.364304,-14.160263,614,458675
5.9818873,-16.199747,615,431171
-25.006996,18.352474,616,453281
43.685345,25.008358,617,489365
30.260073,-34.946987,618,621244
26.432465,5.6926365,619,542979
42.932518,-25.079565,620,475247
-15.105286,17.504944,621,605253
31.947958,20.724997,622,488810
-25.69101,8.264094,623,570489
-39.671528,-18.884123,624,448855
10.3974285,-17.705585,625,592593
43.542503,3.5280998,626,605222
-16.20016,-30.236252,627,592450
-6.0571337,-18.44253,628,543037
-19.394306,3.5763314,629,502009
-26.609718,30.273573,630,572102
18.470442,10.986793,631,506747
-23.017643,-2.6234848,632,660162
16.193804,-18.415728,633,456665
-26.957685,-9.107033,634,489149
32.193256,33.376892,635,503444
34.396896,23.882286,636,455755
37.897694,8.796336,637,150229
36.81226,27.129026,638,527038
2.6784654,-1.7804356,639,607231
-5.3038898,-36.557365,640,435180
-1.7738049,-25.391817,641,446359
3.52207,32.626846,642,543281
-8.646244,2.785772,643,571800
9.389013,16.637785,644,543308
-46.99128,-17.025013,645,543302
5.5213456,-10.179943,646,572041
45.980904,-3.3020182,647,497807
0.62463045,33.464684,648,456715
3.587533,-28.138273,649,571553
33.890465,-25.184492,650,592647
-11.322182,38.61134,651,456034
-18.313957,-15.801141,652,462382
-43.774963,13.571012,653,608337
-13.198179,48.42998,654,544931
-8.141683,-8.764957,655,461858
-13.25097,7.5112953,656,453329
46.904785,2.974506,657,554234
-10.685295,1.9206009,658,519141
41.785774,-15.324034,659,622110
-2.5881972,-37.889038,660,571740
25.435717,41.139694,661,592826
22.232815,-43.66234,662,594798
40.749874,29.275743,663,542921
-11.487577,45.60138,664,502032
-1.6633006,-28.199656,665,453646
-30.358604,21.452534,666,542194
4.9101686,-41.948395,667,502046
-4.1996307,-14.466478,668,592811
-12.265392,-39.258698,669,456701
-17.932743,-6.691192,670,435522
-14.345147,-5.0054836,671,594943
-53.353355,-10.536744,672,542454
24.51183,-46.137867,673,611093
15.533905,-41.108517,674,553883
-43.358513,-5.2131624,675,474865
-50.723373,2.9840088,676,475479
-17.439428,-22.566933,677,448605
21.02902,-39.911263,678,446321
-1.5874643,-33.649216,679,518875
17.734718,-6.569474,680,450172
-10.236237,41.025593,681,434622
37.983093,-19.827583,682,506433
32.18372,32.68746,683,518716
-23.6911,-4.6514935,684,543521
30.39394,-37.55826,685,572019
-25.5896,-31.292196,686,571710
31.263517,26.47563,687,489119
-22.201305,-22.436214,688,502706
-10.672459,14.118596,689,570649
-13.9123535,7.3021016,690,605397
-35.19186,-12.313805,691,547007
10.669449,-17.747234,692,434442
3.2400131,35.220295,693,431148
-27.813377,-13.614068,694,450729
39.498203,21.784449,695,592433
-1.1516799,5.2252417,696,502239
-3.9569714,32.641094,697,552662
-22.537569,6.74021,698,502100
32.246822,-38.89813,699,519082
-19.893505,15.778388,700,570717
0.7934997,30.581987,701,605227
33.48993,-16.949564,702,430912
-17.91544,-11.241488,703,477003
-20.322046,24.059885,704,502285
-8.148248,-18.214092,705,518466
-19.16638,-18.983067,706,519421
-15.065577,-10.861023,707,501697
-32.756947,-32.195568,708,592835
28.53313,1.4871292,709,279571
-33.296032,22.532564,710,449107
34.58526,-5.2176757,711,571927
-35.805866,9.303846,712,543213
7.5096984,35.94559,713,434567
-26.015461,13.424123,714,605894
-26.031887,31.215294,715,451661
8.785197,43.03187,716,430661
-0.99917346,-8.785573,717,451596
-3.4973505,-8.833479,718,592332
-44.69261,9.388441,719,121347
17.210678,30.199566,720,425532
-19.558712,-26.92828,721,548337
29.367622,21.397884,722,607074
-14.916401,29.473156,723,643354
-20.472025,19.96755,724,605164
31.615646,-2.7145088,725,605512
13.316139,-26.019575,726,433584
33.62016,9.1048155,727,445060
0.55755794,-4.2854013,728,458708
-46.566334,-16.74609,729,456167
-31.610613,-18.635475,730,602922
19.735685,30.342743,731,450308
-8.695038,-23.960436,732,545333
-26.215658,15.626704,733,430935
25.65487,28.58001,734,621107
-40.277596,5.06089,735,502028
21.250128,-14.786523,736,642003
37.40967,-12.447807,737,520980
17.898615,-20.029486,738,475100
-25.890574,-36.556007,739,594795
-18.070793,2.3120716,740,593958
35.059803,25.05955,741,444482
36.398212,-7.6943617,742,453214
28.338406,6.325255,743,518490
25.993158,-35.72318,744,501255
23.822104,-3.3250825,745,472610
44.30316,3.7930753,746,621559
-20.95906,12.938869,747,476704
6.2468767,-18.606052,748,547888
0.96832126,46.577,749,457775
7.2071805,-20.966665,750,605508
-15.917588,34.249496,751,282332
34.4382,-2.0242796,752,621242
-11.696605,-25.339735,753,433587
-6.4229593,45.40037,754,434538
34.836708,23.388136,755,433589
22.536615,6.5170608,756,408241
13.840752,1.3016852,757,607457
29.279922,16.052406,758,607067
-12.361073,22.416225,759,346874
-40.655327,12.838191,760,596115
43.290833,21.217106,761,455369
12.333649,7.886947,762,501992
6.722709,-28.756283,763,547874
10.1283,-13.879511,764,605400
-11.401837,-43.855885,765,572020
10.144195,22.561373,766,430603
-11.208289,16.575375,767,502261
31.030487,-11.578917,768,519085
-1.0135087,33.071095,769,502205
-12.702656,6.2504644,770,519168
14.203383,-5.6408777,771,502042
16.910774,30.948753,772,472528
-43.770744,-19.783806,773,592239
17.658834,20.586967,774,645848
42.139137,24.153975,775,553869
1.8978428,16.4663,776,595307
-11.2164135,-18.535952,777,519445
50.099617,-10.610985,778,519025
43.208244,-23.746632,779,488681
-49.733276,-2.2011044,780,516809
23.958115,25.254547,781,544928
21.915504,-44.94748,782,605113
-18.595488,-29.87975,783,543434
26.693325,35.25582,784,573186
-8.9441595,40.63199,785,542674
19.910944,-40.48971,786,595025
-32.169426,16.490307,787,572073
31.790531,-20.424105,788,449173
3.039654,-17.682592,789,592717
2.6861773,18.436398,790,542882
-31.601038,11.339919,791,543475
36.640682,-30.39639,792,605483
2.5999358,-46.289486,793,543706
24.700388,19.292763,794,425902
-4.3020496,-2.3402822,795,592767
-37.662315,-23.090294,796,514913
-1.2767882,-35.318165,797,456124
16.898832,-14.320694,798,553878
-12.733617,26.90206,799,502374
22.55689,17.438295,800,474521
-36.4575,23.863316,801,543424
-7.0142255,27.501766,802,527048
22.9545,1.0602117,803,572204
-7.026271,45.41069,804,453172
-4.2156167,25.253077,805,476589
28.929962,-3.3157804,806,491708
-11.259253,24.403421,807,474233
26.721714,-44.799786,808,424144
17.82047,-5.957634,809,516910
-34.644455,7.435406,810,547943
17.768936,35.78483,811,600869
22.86105,-32.813847,812,501822
-11.7868595,-36.499664,813,461416
-38.841545,16.203653,814,504379
17.185394,29.049974,815,628452
-20.700743,2.6092274,816,501957
42.69255,4.272706,817,518774
23.877127,33.404827,818,643338
-54.163128,-10.346588,819,407908
5.7656255,23.779936,820,607359
-18.42625,-12.84635,821,518633
34.022358,-6.3041677,822,572033
-21.56757,-21.401663,823,543135
-18.630566,-1.7403547,824,543391
-42.837296,5.188896,825,453178
10.616355,-13.001386,826,571602
-18.194046,8.169434,827,432934
43.795406,-5.2850533,828,517593
40.169758,-25.335003,829,605218
17.65925,-8.0516,830,600301
19.490257,-0.41561028,831,457918
-13.09053,-43.678265,832,456071
37.524296,27.629395,833,517414
-53.59037,1.3896971,834,425492
-32.689697,-18.618603,835,608665
0.77135676,-23.400635,836,666560
27.79336,13.14635,837,446372
42.28103,-25.103174,838,543118
-38.297356,-2.8724177,839,605304
-2.0968518,-12.136765,840,462136
21.26672,5.028636,841,591693
30.802324,-12.773408,842,608717
34.925777,-8.21194,843,596043
12.068408,29.559555,844,623166
18.788395,24.492655,845,534606
10.0262785,-7.2960105,846,502182
-51.765087,2.4189277,847,519344
18.729464,-11.345876,848,517448
28.959171,25.030682,849,457926
-16.067665,6.3548656,850,477195
