0,1,2,3,4,5,6,7,8,batter_id,batter
-2.0192237,-0.2829676,1.7201065,-0.38280952,-0.6243825,-0.7537562,0.2718506,1.5320518,0.9035769,62,596143
0.51563996,0.7474639,2.5932965,-1.746056,0.2267852,0.9960787,1.5198162,-0.5489377,-0.7331958,63,571863
0.29863483,-0.17740452,-2.330625,-0.93679947,-0.52379847,-0.22905844,0.10856824,0.95713615,1.682793,64,518560
-0.43527853,0.49949548,-0.19539867,1.1014397,-0.9629942,-1.6159623,0.107890874,-0.13493747,-0.865623,65,457705
-0.8906331,0.35800335,-0.37262255,-0.7060367,-1.056004,-0.9707445,0.54063433,1.6987897,0.7854713,66,570256
1.5477183,-0.5408725,-0.6262837,-0.55852413,0.066607006,-0.68688965,-0.19209357,0.014847159,0.26112834,67,444379
1.9399321,-0.46314004,-0.6781431,1.6768888,-1.1696268,0.03702188,-1.55047,1.0834279,1.1682215,68,595386
-2.3500736,-2.0899186,0.34827438,-0.42401493,2.050686,0.3971822,-0.5527845,-0.038746446,-0.30932444,69,461235
0.25383827,-1.4318694,2.520441,0.13213417,0.9726749,-0.09189803,0.80837345,1.382602,-1.1753113,70,594824
-0.7065957,-0.3063034,0.08254352,0.39308724,1.0576855,1.036288,-0.39704442,-0.2983582,-1.1775186,71,572039
0.18225203,-0.08041954,-0.5737333,-0.8608371,2.4631987,1.2912983,-2.315193,-1.0000651,0.18396403,72,425877
0.47959232,0.12893987,-0.5298948,-0.8307138,-1.2456446,0.15822211,0.45839366,-0.85799265,1.1561646,73,465753
0.88052493,-1.4103942,1.0130746,-0.18677229,0.2871197,-0.45396313,-0.49217707,1.4926741,-1.6199824,74,518700
-0.32782343,-0.17091498,0.22460629,0.7496542,0.28803122,-0.36534345,-0.33895054,1.3668275,-0.8871259,75,593700
-0.667996,-0.89078623,0.48813343,0.6375441,-0.13156289,-0.92801696,-0.3055225,0.49498832,-0.8707255,76,459964
0.4883682,0.538928,1.2931468,-1.6738393,-0.053661786,-0.45871213,1.0992788,0.58654845,0.29175565,77,649557
-0.13831457,0.41543022,-0.44252935,1.3573765,-1.0302975,0.857722,0.77794474,0.23119302,-0.08692717,78,572761
1.4602057,0.42724702,-0.71927744,-1.2866135,-1.8289222,-0.9575332,-1.2788025,0.9049416,1.311031,79,571431
-0.97652715,1.5160944,0.41783664,0.26850522,-0.6857174,-1.5698302,0.55042976,-0.37287343,0.7371832,80,545341
1.0579009,-0.62773275,1.2353052,1.7432005,-0.074157774,1.8598506,0.79951364,0.3133082,0.06519739,81,576397
-0.74408364,0.46296048,-0.42729226,0.5248135,-0.95862675,-0.13454905,-0.0045320434,0.81451726,-1.0256559,82,425509
-2.4416795,-0.8637778,0.28205794,-0.8492895,-0.4859577,-0.91402256,1.993614,-0.04239606,-1.5383103,83,628356
-0.81790185,0.8547919,-0.41904035,-0.05698737,1.1599458,-1.5027262,0.6779207,2.282032,-0.2354438,84,624428
-0.7296526,-0.19413722,-0.34342974,0.98286635,-0.0323721,-0.32330602,0.15205103,2.2222903,0.3446087,85,500874
-0.6644695,-1.7057467,1.6622311,-0.042343758,-0.41008773,-0.14035188,-1.3574016,-1.195371,0.82754606,86,285064
-1.2466446,-0.4143768,-0.0142834755,-0.63438666,1.7883708,-0.2678415,0.1301333,-0.1954225,-1.8021718,87,425794
-0.36496252,-0.9575474,2.4199061,-0.14395197,1.3568695,0.096044704,0.7288459,0.40259135,-0.19893351,88,596129
-1.165511,-0.5110403,-0.046391968,-1.1298887,0.8735297,1.0296859,-0.6372734,1.8970741,-0.1407806,89,572122
0.73327756,-1.2291653,1.0923774,-0.3830968,1.9405911,-0.4093352,-0.15791336,0.6644934,-0.67194366,90,429711
0.18273963,-1.6804185,-1.181905,0.85753816,-0.37300465,0.43350077,0.9772451,-0.2776944,-0.9707526,91,621566
2.2340844,-1.0924933,0.83833873,-0.44448593,0.8742149,0.4707877,0.87867314,0.05752271,-0.56591797,92,518649
-0.25535098,1.2858522,-0.82062304,-1.2119408,1.2312475,0.83531433,0.5615044,-2.3637943,1.513997,93,622194
-0.11155208,0.91804284,0.5851135,0.9663986,1.1271869,-1.2996172,-0.12973288,0.6247187,0.7986954,94,572287
0.52315676,-0.053223513,-1.6410884,-0.046225775,-0.09384786,0.46898684,-1.1419111,1.7172045,2.1695328,95,502523
-0.20640202,0.16572247,0.50552136,-0.8540548,0.87928,-0.9882285,0.35807967,0.5369906,-1.836189,96,628338
-0.3225628,0.3380968,1.3040701,0.37341225,-0.5788626,-0.5467495,0.039827053,1.282413,-1.4506363,97,502273
1.2218977,-0.0987847,-1.1776052,-0.43134078,-0.20009507,-0.3657455,0.83809954,0.6754039,-0.27653497,98,475174
-0.84738135,-0.49245197,0.19845043,0.79044896,0.14297828,-2.0977674,-0.70328337,-0.13959166,1.1581322,99,592387
-0.42672879,-0.96305466,0.79555994,-0.76791126,-0.2897595,0.3707216,-0.90951705,1.1736802,0.5077935,100,640461
-2.7192953,-1.3471189,0.55383295,0.8733791,1.64542,-1.8407562,1.6453451,-0.68626696,-1.5130392,101,621563
-1.7224042,1.003417,1.4645076,1.6198372,-0.6531391,1.7588476,2.371907,0.12293794,-0.7303196,102,455104
0.3208651,0.8485202,0.047532674,0.37621644,0.33114454,0.5351013,0.14520004,0.70588267,0.6503113,103,592325
0.94577557,-0.09598101,0.45174733,-0.10202326,-0.33722728,0.74944216,-0.4702255,-0.18887109,0.6295782,104,493193
0.43948087,-0.947529,1.0267897,0.3209108,1.2237267,-0.22221701,0.9067558,-0.46417016,-0.4176906,105,543760
-0.8483589,0.37155986,-0.45653075,0.85219514,0.78589773,-0.38354617,-0.31955627,-0.36801642,-1.9526901,106,519295
-0.010470295,0.41024855,1.0023673,-0.16913784,0.8361868,0.43894663,1.2761381,-0.03174627,0.64899653,107,429664
0.7633197,-0.50733614,1.1325358,0.8692944,0.33530197,2.1831274,-0.30466002,-0.74380976,-0.1007538,108,519390
-0.59905547,0.78715193,1.0551668,0.13452142,1.5901817,1.0658665,-1.1286182,0.7785039,0.63347733,109,493472
-0.269117,-0.27527127,0.111364625,-0.6412817,-0.2911079,-0.6140665,-1.4033167,0.2995053,0.090444066,110,624424
0.13525394,-0.11342168,0.3120505,-0.08935598,1.3766747,0.5688724,0.89210516,-0.9564703,-1.6030017,111,607043
1.4305063,-0.13191529,0.39033678,-0.6519657,-0.54662997,-0.81307954,-1.0438927,1.0695158,1.8552846,112,446263
0.36166957,0.5253303,-0.52964294,0.014328187,-1.9963878,-0.46583405,-0.5475083,-1.1894132,-1.3267208,113,520471
0.52198356,1.1526629,1.2862527,0.18183246,0.7243905,1.0061255,-0.29470003,-0.8779529,1.3123773,114,571437
-0.16611291,0.30867857,-1.5036627,1.434267,1.023155,-0.50022703,-1.3828522,0.37933078,-1.2692648,115,433217
-1.237521,-1.5286946,0.5013998,-0.327444,-0.4169898,1.517483,0.8342723,-0.48217952,-1.5046887,116,519237
0.6885446,-1.0553871,-1.2813556,-0.6043565,0.3551063,1.0504587,0.291723,1.0937551,-0.5656519,117,429667
1.1882273,-0.014060711,1.5111547,0.6746312,0.12731174,-0.25429928,0.6809295,-0.539613,-0.14992091,118,596748
0.18398142,0.12798482,0.36462116,-0.46834478,0.34596255,1.0751327,-0.51531255,-0.4521793,1.8347836,119,457477
0.7076916,-0.99154806,-0.16032758,-1.5654246,1.7773633,0.16055547,-0.70633143,-0.50473183,-2.7313614,120,608703
0.7010572,0.7069251,0.5769199,-0.7748561,-0.85184586,1.2320672,0.23114373,0.15994732,-0.705874,121,501571
-0.51713187,-0.26859325,-1.4598985,0.011136117,-2.2732081,-0.8905736,0.013386542,-0.40889633,1.3752228,122,546318
1.797337,-0.48997498,-0.16134617,0.67942804,-0.4335307,-0.50678307,0.5730844,0.21223286,-1.0348686,123,517370
-0.055023905,-0.7495983,0.6808874,0.555583,-0.45491606,0.81521624,-0.46656966,1.3149314,0.15770361,124,514917
0.35038257,1.0229194,0.5513286,0.055512402,-0.52376276,1.6294522,0.9656258,1.1245412,1.2463683,125,605125
-0.3294469,1.4158539,-0.57563144,-0.08548898,-0.21873592,-1.5363595,0.5979679,-1.4345176,0.6776783,126,571841
-0.06396674,0.7711884,2.4669323,-0.031941056,-1.2075278,-0.63871217,0.8648578,-0.4877359,-1.0824848,127,608700
0.8464994,-0.020501101,0.44413882,0.31358275,-0.8377907,0.8997158,1.799485,0.010864183,-1.2781596,128,430637
-0.04767434,0.9022278,1.1567788,-0.3052962,-0.52587837,-1.4758518,-0.39051035,0.6482239,-0.13074884,129,425766
1.531327,-1.1393892,0.0075485446,-1.131504,-0.74633276,2.1065104,1.7334297,1.1953444,-1.2820513,130,595191
-0.5766518,1.4308789,0.19003911,-0.42607397,1.4468112,0.72175866,0.7554732,0.35625356,1.9653809,131,457803
0.51122344,-1.3652557,1.0300089,1.1072402,0.48563284,-0.70736986,-1.1893263,-0.34915125,-0.58692706,132,434158
0.8516694,1.1219212,-0.18035825,0.90722895,-0.60047895,0.68728024,0.042748623,0.21900769,-0.15790375,133,593679
-1.395855,-0.42285386,0.88809985,-0.18144697,-0.16996942,0.12578662,-1.5307872,0.47355413,-1.0635154,134,452678
0.13719165,-0.064664476,1.3167913,-0.77097535,1.8875489,-0.45488116,0.8281584,2.1778314,-1.0032887,135,641313
-1.194173,1.3100133,0.18560074,0.08480591,0.4647488,1.4174753,0.82074326,0.7513951,-0.36451444,136,594809
0.029909909,-0.5414476,-0.42530987,1.0722873,0.7616372,-0.19912939,-0.69618577,-1.1076183,-1.4328567,137,543776
1.0282575,-1.5473443,-0.05064868,0.27111593,-0.69280463,1.1940519,-0.16114923,-0.5739482,1.7248769,138,573627
-0.4252284,-0.5430292,2.0319452,-0.1646968,-0.73384213,0.3039762,0.571353,0.7322869,-0.7379797,139,593934
0.700416,1.4789271,-1.1991061,1.2098837,1.3119861,-0.7707823,-0.29060704,-0.615637,-1.1139314,140,543257
-1.2057096,0.3252787,-1.1131592,-0.9545145,0.33022767,0.91128445,0.16506234,-1.3436688,1.8132197,141,593871
-0.5265014,-1.0306016,0.26973683,-0.6522716,0.59594697,0.30924782,-0.2971317,-3.0184567,-1.2144456,142,621439
-0.16803274,0.35328865,0.62708366,0.12425142,0.9598186,-0.40725303,-0.24049349,-1.2443671,1.9430397,143,570560
0.4791256,0.17119883,0.96324056,-1.2308259,-0.009832285,-0.79678184,-0.66553366,0.7208644,-0.1105861,144,553882
-0.64824325,-1.0355449,0.06263734,1.7127676,-0.44135928,0.18764617,0.4351659,0.2289644,0.680908,145,453943
-0.22433844,-2.0549705,1.5603174,-0.28100923,-0.51728636,-0.27612275,-0.6372508,-0.6812391,2.298739,146,541645
0.087329485,0.2266126,0.16278909,-0.124081776,-0.14384648,-0.14693512,1.1883833,-0.5741298,-1.167715,147,502582
-0.99615127,0.10743417,-0.0953463,-0.3035232,-1.1177,0.41289943,-0.6992294,-0.9277168,0.9522082,148,571974
-0.2566317,0.0908581,0.5722431,-0.6580102,-0.71867406,-0.76558876,1.3906548,-2.120369,1.6392103,149,596146
0.09545805,1.433542,-0.558794,-0.72434646,-0.803386,0.098292455,0.05331798,-0.36439365,-1.192994,150,547989
-0.49656698,2.2432938,-0.10281572,1.1336216,-0.3387546,-1.6965011,-0.6057093,0.6176346,-0.4903365,151,466320
0.18787166,0.44780022,0.9630046,-1.305739,0.21744655,0.35672352,-0.4403968,0.4559698,-1.9541606,152,488671
-0.7956835,1.3557522,-2.139228,1.2134521,0.5978635,-1.1995935,0.8280486,-1.0804901,-0.6875029,153,500871
-1.1279896,0.97073454,-1.4823853,0.04069703,0.88549864,0.24209413,0.7560386,0.6898746,-0.095688686,154,408047
-1.0013694,-1.5418595,0.74014765,0.27318633,-0.18025157,-0.57476354,0.18188979,-0.33591974,-0.35573295,155,453568
0.9537422,-0.38042158,0.60022926,-0.3026323,0.38048312,1.7344148,-1.129967,-1.0715091,0.48802927,156,518614
-0.64541656,0.4685962,-0.45512316,-2.364424,-0.049341004,-1.8709463,2.0464892,-1.5715815,-0.774515,157,542436
-0.4988088,0.4459852,0.10246646,0.7866099,1.1333468,1.5316869,-0.25773063,-0.14992002,-0.32558757,158,518653
0.899782,2.0786028,1.0496749,-0.9913728,-0.8174767,-1.3832966,0.7605857,1.0350965,-0.6521329,159,572180
0.6439775,0.55200386,1.9344459,-0.462774,-0.5734789,-0.13405819,-1.4610039,-2.142963,0.44998726,160,606115
-1.2069625,-0.100565866,-0.5885388,0.54072815,-0.120502144,1.8910844,-0.19014335,-1.7876695,1.34784,161,541650
0.4875886,2.5111032,-0.43140402,-0.7904096,0.052108593,0.6328875,-0.021992078,-0.7059263,-1.3862232,162,570267
-0.6468604,0.86828446,1.6899781,-0.17988716,-1.2060173,0.8779889,0.35709438,-0.9191794,-1.13156,163,506924
0.4391847,-0.16414732,0.2639447,-1.439904,-1.4922392,0.62310594,0.560872,0.18421048,-0.5495667,164,641958
0.3583244,0.47975203,-1.9385806,-1.5577458,0.60607713,0.6545765,0.30339482,1.7481947,-0.6511334,165,608596
-1.7884773,0.8286904,-0.87381715,1.4947629,0.5027627,0.012737836,-0.019717524,0.34702912,0.25673324,166,471865
0.7070496,0.10832034,0.08699195,0.5762244,-2.0244415,-0.88419384,-1.2175076,0.14033936,0.8530193,167,571448
1.0210644,-1.7060956,0.55506295,-0.38648295,0.70218104,1.8316694,-0.0699037,-0.8547128,-1.0534935,168,474892
-0.4573868,1.2257961,-0.51400423,-0.21855614,-0.33945948,-0.5753203,1.7279215,0.09514124,-0.1265534,169,592680
0.11009259,-0.8121515,-0.96110106,0.8361025,0.45254853,0.51383966,1.3617657,0.7564498,-0.22177364,170,542340
-1.0542194,-1.1112759,1.1604145,0.6273447,-0.11598382,-0.31042552,0.5845019,-1.5828329,0.8870424,171,621311
0.8832291,-0.45304897,-0.039389007,-1.7752497,1.4427992,0.4553834,1.1705443,-1.4146464,-0.14020684,172,606132
0.14309132,-0.4954606,0.47843665,1.0257859,-0.09208613,-0.69497895,-0.8820109,0.49923167,-0.6724945,173,642162
1.1519495,1.4124801,0.052848965,-1.6793376,0.6923193,0.48222813,2.3209748,1.0902911,0.45126405,174,444489
0.89120406,0.30053875,0.17096804,0.030961707,0.48658094,-0.12077304,0.048367687,-0.14997469,-0.84215665,175,571697
0.029080063,0.18379785,0.11448077,-0.090355426,0.75794643,0.90366054,-0.6941059,-1.2028173,-0.36807472,176,500887
0.04682652,1.0936222,0.735862,-1.9894949,0.06300181,0.04392135,0.14632085,0.84134656,-0.5025811,177,608566
0.9849245,-0.5885262,-1.3290732,-0.08574417,0.8860387,0.77315676,0.022543812,-1.0772938,-1.3144548,178,543590
-1.266607,-0.7448409,-0.6591336,0.58407706,0.16378213,-0.64178807,-0.30772507,1.0747764,0.36524177,179,572788
-1.1066688,0.70438725,0.5700566,-0.013905703,-0.23146842,0.9918527,1.0689805,-0.013849176,-1.2105994,180,489305
-0.8662418,-1.3787211,-0.41749322,0.7700175,0.607759,-0.284789,-0.20279376,-1.1413338,1.003168,181,571506
0.71544456,0.086221665,1.1418186,-0.37763336,1.8035673,0.793628,-0.4084346,-0.25502053,0.054755032,182,592885
-0.7366855,1.46558,0.1897553,-0.21788268,-0.07875563,0.0013915865,-0.50235015,-1.1713257,0.29519486,183,452220
-0.1615255,-0.8510092,0.15586217,-0.7943747,-0.5031922,1.2462605,0.202035,-1.2671117,1.1612856,184,519208
2.0265007,0.53887194,-0.49754128,-1.935316,1.5505685,1.6781117,-0.31517398,-1.3282171,1.1823841,185,547180
0.9568263,-1.5868767,0.31170565,0.59530747,-1.1083937,0.3128198,-2.0037653,2.3647814,1.0517795,186,519184
1.4078428,-0.01497883,1.3813624,0.07011625,1.6372617,-1.4838268,-0.91026795,0.98019844,-1.9469565,187,607208
-2.1848843,0.6056021,-0.31543073,-2.25021,0.41354305,-1.1057059,0.12223639,-0.37797126,-0.5319157,188,502317
-0.18420105,-0.20207231,-0.55003643,-0.57418513,-0.9917925,0.9356586,0.04923721,0.749991,0.13258141,189,571851
1.2095927,-1.4658545,-0.31695706,-0.9418566,1.0051477,-2.419031,0.116925605,-1.360505,1.7630912,190,600474
0.92666364,-2.3865619,-2.0798168,-0.7512717,-1.2691312,1.0950367,0.5480791,2.2210593,1.2275672,191,425796
2.687475,0.61008847,-1.7446688,0.043329522,1.9368509,1.5945843,0.7279727,-1.1912699,-0.23368531,192,542513
0.68607444,-0.17508166,0.40690607,0.62147415,0.611272,-0.3976015,-0.7604003,-0.40273392,-0.79505867,193,519317
1.711109,2.1656504,0.95165116,-2.5437672,0.26376364,-0.3314615,1.6405158,-0.24898684,0.030083833,194,570639
0.24767782,-0.30386886,0.5623091,-0.31762302,0.4116531,-0.93295175,0.30240387,0.47034138,-1.0141666,195,588751
-1.6613097,-1.1819526,1.558858,-0.14329532,-0.13737608,-0.81356156,1.218525,0.35036403,-0.47851157,196,543329
1.2799361,1.1643889,-0.5828463,-0.91643053,-1.4954948,0.7242616,0.0392425,-1.7317706,-0.5082834,197,518618
0.14150573,0.49848688,-1.2083675,-0.45454842,1.1523737,-1.0950383,-0.041545585,0.86029416,-0.26203808,198,543829
-1.2396232,1.1546988,0.38119787,0.83439684,2.8351007,0.121439114,-2.1120229,-0.1134537,0.018850746,199,453400
-0.89387417,0.4257724,0.6439696,-0.97883636,-2.1421597,-0.5449449,0.19838597,-0.7172429,0.7766098,200,502517
-0.68066907,1.127384,0.6226995,0.86101085,0.5196872,0.15162952,0.001429973,-0.079336844,0.22478293,201,457787
-1.2348062,-0.091024555,0.2636227,1.2202964,0.76056707,-0.7929401,1.2303275,-0.1016378,-0.27812225,202,400085
-1.1749492,0.11428217,0.36684653,-0.23041564,-0.58124495,-1.9136398,0.54692537,1.1261551,-1.147898,203,453286
-1.7859948,-0.53864217,-1.4982779,-0.69299465,0.76712024,2.4683354,-0.19706506,0.7981709,0.8349963,204,446653
-0.22234474,0.032965824,0.38445967,0.38900107,-0.038805272,1.1254259,-0.8023445,0.820147,-0.032108337,205,594694
-1.0668995,0.09897134,0.083729975,0.3649475,0.6118484,-0.11964703,3.3391724,-0.30985302,0.6985695,206,475582
1.2108017,-0.019312456,0.6477855,-0.6002532,1.063261,1.2554336,0.691084,-0.38464314,0.7419894,207,445988
1.3980076,-0.044452544,0.49059126,1.0365206,1.7440069,-0.1295816,1.3244712,-0.37701273,0.6796198,208,543408
-0.8045577,-1.6595533,0.34491435,-1.8811593,0.86587924,0.29912183,-0.9777162,-0.51099837,-1.5209787,209,574847
0.5263158,-1.7761536,1.332935,-0.6694398,-0.4796539,0.6887453,-0.8766196,0.17744483,0.14885028,210,624577
1.1779639,0.13694218,0.17283824,-0.4583235,0.19106211,0.008918448,0.5289991,0.50474256,-1.5579352,211,605131
2.0318875,0.09690906,-0.2349274,-0.36704564,0.49262843,-0.26300454,-0.59090674,-0.8984418,-0.086131565,212,444843
-0.39739457,0.56357163,0.23202832,0.46395567,0.60830206,0.20143843,0.6194132,-1.0660268,-1.2506908,213,605412
-0.19039406,0.89151096,-1.3787954,-0.59728134,0.2650869,-0.29318628,-1.1819669,-0.31767255,-0.7300927,214,434636
-1.0645471,-0.60001147,-0.19221942,-1.6648539,-0.7211504,-1.2476186,-0.14561959,1.5555371,0.2557405,215,543063
-0.46278712,0.33321077,0.6888844,-0.63542193,0.13599046,-0.57927763,0.015868852,-1.0159464,-1.4542598,216,452254
-0.81106,-1.7434473,-0.6953026,-1.0223511,0.4625766,0.24513601,0.20775948,-1.0423412,0.057070706,217,457763
-0.7464603,1.7258999,-0.6592525,0.28252167,-0.9496254,0.0023966122,0.19799629,-0.9136831,1.0173796,218,474832
0.8258291,-0.13775355,0.3252844,0.49640074,-0.62150276,1.0507389,-1.2872226,0.25010273,0.5751095,219,452655
-0.18560502,-0.58801997,-0.43020156,0.14311452,0.7290267,0.75785977,-0.109354794,0.19022436,0.033968903,220,502210
0.7008907,-0.13266097,-0.09061196,-0.6073697,1.4852113,0.57178646,0.24590264,-0.050978396,-1.3973223,221,571771
