1-tsne,2-tsne,pitcher_id,pitcher
4.7129436,23.511324,287,502009
5.460747,3.2515376,288,595918
-33.475887,22.443737,289,433586
-13.901906,3.2549536,290,488786
11.226953,-6.8512464,291,434442
0.4353006,-0.89482105,292,571882
-12.834515,-7.543876,293,518516
-13.744775,-29.312143,294,502051
-30.878836,-6.1521215,295,435221
19.295288,-30.532633,296,448179
24.630163,1.3486006,297,643297
5.587783,-37.14809,298,600944
-32.635677,6.5383615,299,572308
28.772821,-28.724007,300,642229
-10.104146,45.367294,301,502748
-28.049458,-4.0515056,302,408061
37.411804,-7.843764,303,607231
31.036581,-3.2410746,304,592433
16.826717,-37.963146,305,596057
-18.648987,7.020444,306,594792
-8.134554,0.052384205,307,503444
-26.745584,20.652807,308,605538
7.0517416,-24.184134,309,543766
-10.59933,-30.979168,310,543169
2.5555885,-26.195843,311,519096
1.7720156,11.541843,312,570649
20.255676,14.452133,313,607320
8.584771,14.040168,314,543483
-47.598007,-8.144948,315,593582
-8.797759,-9.580822,316,571561
-35.71592,-3.4454594,317,502239
-37.686695,-16.336515,318,595001
-11.077048,-41.34508,319,594772
-13.61499,20.66609,320,592869
-24.014704,34.904087,321,621294
-21.564465,-5.496358,322,503285
18.389755,0.2670749,323,592741
16.962788,43.291138,324,488846
3.5929167,-16.754644,325,461872
21.752405,-0.030011117,326,451596
-8.684261,30.065233,327,572021
-21.257887,27.651302,328,501381
-1.0559199,31.117586,329,502042
45.501156,-18.900946,330,543359
14.330376,-46.833416,331,500779
11.331154,33.647957,332,491646
-48.704792,-1.7299026,333,571871
11.672196,6.6067123,334,518567
18.795702,15.552849,335,476451
31.100286,-15.254042,336,608665
15.033879,16.60776,337,664641
-39.749153,8.754463,338,516969
8.959845,-13.262515,339,543859
-6.9256635,-45.19315,340,432934
3.0200367,-33.51091,341,502043
23.373886,7.3552246,342,518633
7.7390947,21.200823,343,571893
-15.759479,8.327315,344,607727
-23.516966,-5.585309,345,474463
-44.349926,11.065574,346,600526
-15.40535,-36.875443,347,543184
17.069817,37.83759,348,445926
-6.770074,12.507374,349,628711
28.580872,14.923634,350,435400
-16.708303,-38.813145,351,459429
-47.88617,-12.435619,352,519326
-14.12752,-36.36537,353,425657
23.339108,36.96374,354,456501
-1.6009278,14.538666,355,592351
2.4888701,9.165356,356,435043
1.4714686,-30.493378,357,573185
0.5544267,-40.51584,358,621052
-13.844203,40.895203,359,467100
-30.962133,21.010706,360,642239
-37.288006,-16.94355,361,598287
-23.637293,28.470263,362,282332
-40.56989,0.8263804,363,547749
-19.648888,-0.16711235,364,582494
-23.812574,8.051259,365,596064
9.900342,11.866285,366,573186
-19.811161,23.336678,367,434622
16.505198,2.5830576,368,592662
8.105293,-40.179993,369,605452
-1.0305444,1.0220181,370,502085
26.895046,-27.230118,371,456068
7.827778,-40.754486,372,605483
3.105736,-12.891677,373,452666
-11.797549,16.675512,374,450212
-15.397538,-25.310843,375,501789
-31.386597,12.6349,376,572020
26.972103,13.125785,377,450729
3.8442934,-44.91164,378,605388
34.329666,-1.7964462,379,592314
-9.5615225,9.83636,380,434672
-6.8403387,20.925312,381,446321
-18.657578,20.151846,382,543542
16.523209,32.977592,383,543243
27.918907,18.489368,384,607625
26.57086,21.379654,385,570632
-19.405994,-15.707883,386,493247
-20.508718,32.876938,387,429722
34.619114,-9.988285,388,450306
26.489374,18.731234,389,430935
3.8350778,-45.082756,390,502624
6.4334197,-8.823522,391,543506
-11.592048,-22.243605,392,548389
-6.459223,-51.84669,393,571473
18.891363,0.0120916935,394,606131
-17.688501,12.695794,395,592254
18.052832,-12.899064,396,457429
-2.6868308,-18.18494,397,519293
12.108932,-19.679365,398,543022
-16.63501,-37.48365,399,595345
7.885547,-16.853186,400,502188
-31.243933,-3.4440358,401,571572
-34.857136,20.036392,402,543278
24.72474,-10.988064,403,605242
-16.810238,2.2956905,404,594736
-4.7168865,-14.828983,405,502083
-11.491387,21.76122,406,543101
-8.513993,-11.196057,407,502190
16.070988,2.015882,408,453265
-13.895761,-16.588997,409,592791
-42.198032,1.1169543,410,453562
9.192213,-16.699865,411,571951
-5.223114,-17.435394,412,453329
-6.7200265,38.435467,413,434538
-6.9544687,38.64504,414,501957
10.794468,-36.91348,415,571946
25.674223,-4.3847165,416,279571
-20.667793,17.719414,417,461829
12.870135,-8.953447,418,458006
32.634125,12.651593,419,445968
-7.87712,-34.08633,420,544993
1.8533229,-9.830877,421,502171
-6.5466685,-2.270031,422,606965
11.552371,31.443504,423,571666
12.586174,11.22541,424,605894
9.089773,-20.657152,425,592614
-31.894815,-9.486269,426,445060
3.697412,30.314625,427,596043
26.177004,7.8386393,428,592789
-6.613118,15.381639,429,543548
-12.304654,-31.314901,430,519151
30.699366,12.337128,431,519076
-26.996008,0.33162874,432,456167
-29.142653,5.480804,433,592779
-13.718071,4.01465,434,592612
44.008736,-24.382696,435,548357
-15.048232,-7.2386603,436,150274
18.370153,13.691567,437,542866
-31.031244,14.63162,438,592644
-8.824857,27.47528,439,542888
-9.910946,25.417486,440,592330
-10.994706,32.018368,441,572102
-5.638066,28.577404,442,570240
-30.33191,30.077856,443,407793
33.629005,-17.602928,444,488984
11.334897,12.973117,445,542609
-29.202017,35.120552,446,448178
-12.935407,-1.7832379,447,592767
-22.193487,16.74801,448,502381
32.93315,-3.9433365,449,450308
42.75519,-16.603725,450,592130
20.722467,-5.186146,451,607457
-10.22936,4.7038736,452,606160
-19.030905,-4.0715857,453,543045
-23.566744,-35.0507,454,490063
11.060177,39.185795,455,571656
-28.626223,-9.905951,456,446372
32.427204,-5.7705398,457,425532
35.425835,-5.978456,458,592815
-31.22556,11.627389,459,594577
-14.06266,25.866661,460,596133
15.206715,24.74364,461,448802
26.965282,7.936749,462,457435
-23.30269,-12.735228,463,643230
16.401583,-13.850146,464,608337
38.217453,19.715614,465,546276
-29.894926,-5.7254553,466,433589
4.6193714,20.117172,467,606983
22.204348,42.33844,468,594840
25.361938,1.8390701,469,605226
2.6455781,9.629333,470,607259
30.56158,17.73464,471,518715
-29.450258,-23.798637,472,502004
0.23990993,18.781826,473,622097
0.68531275,16.650143,474,276542
3.7597878,27.269651,475,605397
-20.13923,10.85991,476,518716
29.933025,13.914966,477,460059
16.996948,3.0633981,478,434671
-26.175926,-25.091503,479,571510
-13.290395,-31.724949,480,542881
16.923632,-31.61034,481,605232
5.3798575,16.741772,482,472551
19.947727,7.1154795,483,605164
-36.352154,10.501878,484,502046
19.446686,0.18011083,485,607359
-3.5974832,-2.1985364,486,434628
0.7801108,-27.402258,487,453646
11.970838,39.875214,488,543054
-14.444084,-31.113335,489,543219
34.34866,13.208595,490,518468
-33.14768,28.70849,491,543380
17.716549,-26.20077,492,641490
7.5853777,33.339714,493,605152
21.923264,-8.252697,494,608678
13.653773,-21.926207,495,452027
-27.020752,-12.128463,496,519186
2.418038,22.98747,497,544150
-12.460791,35.185104,498,548337
-23.735275,9.543309,499,593140
24.431189,7.8007045,500,450275
19.967773,23.927408,501,431148
13.404861,-15.46,502,605200
31.386736,-8.1125765,503,591693
10.2769575,13.262091,504,474699
23.554071,12.13229,505,621295
26.470833,-28.64372,506,285079
26.486229,-19.00424,507,408241
-3.5776708,-21.269897,508,430912
11.443852,-18.931793,509,547888
-12.916406,14.119264,510,519168
-35.25594,24.26083,511,544930
-14.292132,40.363297,512,605541
-4.391326,33.86065,513,543901
-15.528098,26.865326,514,545332
27.3324,25.529531,515,425844
-22.296589,25.543865,516,605228
-17.919046,-18.260622,517,444857
33.92102,-12.855859,518,543716
3.825877,-29.427517,519,407822
-30.574396,-12.882296,520,594985
6.6135054,-0.3386632,521,488748
40.26638,-5.9273677,522,593969
-9.928441,-49.652866,523,623406
-1.1748391,-34.930237,524,544759
-16.116304,-27.45905,525,502032
7.4228015,-0.118533954,526,519437
-15.769205,33.431488,527,622795
-36.200363,17.753914,528,471911
19.345755,-6.0916595,529,573009
24.71453,-13.563526,530,621219
-1.9415365,-16.98421,531,605525
43.947002,-14.170227,532,571616
25.821152,-18.86247,533,448855
-13.3898325,-40.863895,534,523989
-6.7580667,-30.042984,535,605222
0.06580486,11.519798,536,430589
2.7741094,-7.909964,537,543037
-47.42523,-2.997016,538,554234
40.948025,-11.2559395,539,543507
34.19681,-15.377404,540,517593
15.190866,42.470383,541,571911
14.39508,3.358638,542,544931
-22.282427,-23.181921,543,430580
-19.230507,-8.346624,544,517629
-9.306638,7.1632013,545,533167
22.719387,22.146152,546,502272
19.625603,29.509262,547,491703
10.286317,23.97033,548,592826
-35.39483,8.210742,549,580792
-18.46192,6.5386777,550,643338
-32.678802,-0.95522034,551,592811
-34.97729,-6.9604464,552,594798
44.686214,-7.4127703,553,453214
-11.654418,-17.911583,554,519263
-7.825233,16.301962,555,425426
2.493719,-24.084423,556,458584
15.8819065,-23.737474,557,456701
-32.23188,21.416267,558,572971
33.313198,-26.958916,559,460269
-30.826725,-5.3859854,560,553883
-39.65313,14.788518,561,519008
20.322006,-21.015802,562,573188
0.86584115,-12.934091,563,446185
-3.1376557,9.0739355,564,543964
-4.132331,-47.18551,565,592170
29.00701,-6.3799586,566,527055
-3.9636452,18.056545,567,572283
20.80604,-14.679486,568,477003
-1.5183568,-45.7,569,547007
16.631498,-25.685617,570,534627
36.106754,-4.190882,571,606167
31.877796,-19.33678,572,475247
10.717005,-14.806176,573,623184
-10.479025,-4.565987,574,643603
-23.494505,24.808067,575,592422
30.490568,0.20409581,576,447714
-9.123947,-28.16327,577,449173
25.759884,14.671338,578,542587
38.03356,7.6875725,579,571670
-28.8299,-10.944266,580,571927
-8.489495,-15.103848,581,642003
22.17867,29.865417,582,606273
17.144527,-22.056015,583,429400
-2.2850885,7.5113044,584,595307
7.9059157,-13.615514,585,543921
16.036003,12.104203,586,599683
39.535606,-12.224398,587,500871
-0.7907912,9.002032,588,608334
44.520134,25.684828,589,433584
-11.485216,40.926445,590,543135
33.108776,-28.362452,591,542674
-14.595367,-26.100342,592,621107
-25.438824,-12.184331,593,489197
-11.047769,14.148508,594,449097
-38.68724,-6.105623,595,592341
-35.25905,26.07509,596,605359
-1.7977583,2.9419932,597,453311
4.6178184,-5.4722123,598,592127
1.1540546,-16.569355,599,596049
-19.03204,27.485363,600,534910
-7.7300344,3.1661186,601,592135
-12.130604,-23.354504,602,621121
-27.553688,16.555084,603,407819
-13.221717,18.877594,604,543698
-5.6702833,7.040324,605,451085
29.624434,36.50639,606,434718
-27.962278,13.458225,607,462985
-27.230484,-18.238684,608,544928
-31.50372,5.2773,609,607067
-16.701773,-32.11382,610,621408
34.532,-3.0130377,611,596143
44.8156,18.208601,612,501992
7.4807606,-24.453201,613,451783
-38.51461,18.641315,614,657205
15.634476,41.19644,615,605400
17.106194,19.09633,616,474521
-16.939045,29.36884,617,460024
8.232332,-12.285242,618,621385
-24.033854,-41.40584,619,346798
-6.274752,-23.765635,620,501822
8.83143,-19.756367,621,607374
-39.06388,0.58716667,622,519166
-4.230438,20.845087,623,543424
-13.76941,-41.254414,624,543334
33.669506,-21.44846,625,459987
9.512363,36.73972,626,457711
12.053233,33.035267,627,458730
31.32988,14.306102,628,516910
16.072975,-23.186985,629,547943
-38.59701,29.28362,630,592419
0.92921585,-34.87281,631,592346
-10.877747,-41.47168,632,407908
2.654978,-25.775024,633,607706
13.803216,27.40359,634,518774
-0.8743302,-20.69856,635,605177
-15.211582,11.000736,636,451775
11.831302,-2.448958,637,452733
-41.454647,15.167999,638,501955
-6.703033,-36.967556,639,471083
19.793736,-17.054264,640,592407
46.001873,5.811873,641,592426
6.981575,3.6804824,642,534606
-11.233449,-24.480656,643,571969
20.502153,22.238853,644,543391
-29.393675,18.901499,645,600301
-1.0492462,-46.206257,646,446381
-10.193061,25.518663,647,572365
-17.778414,9.796381,648,608717
15.301144,21.133116,649,545357
23.868582,-25.539394,650,457456
-34.260777,-12.466524,651,456071
-17.603447,-9.442259,652,543331
19.677414,26.237179,653,605304
-41.25168,7.0132856,654,444436
4.8088174,-3.6343071,655,468396
-5.4537873,42.613354,656,615868
-35.35083,21.334557,657,571035
12.408941,23.195522,658,425856
-36.858852,33.878452,659,460077
24.932777,-11.587183,660,572208
-18.417877,-15.390386,661,474668
-11.343651,24.089144,662,543456
14.9436655,-27.400108,663,519344
-43.018963,18.66845,664,612434
18.564493,22.161629,665,456124
5.1342998,-28.501616,666,504083
12.329607,14.528104,667,517448
-38.25016,19.496058,668,608167
21.509293,-3.8918774,669,474029
18.148764,34.080544,670,643325
29.88251,10.189033,671,592716
-24.727808,-6.445311,672,502211
13.8908,-47.370808,673,461865
16.467014,29.0726,674,458537
-19.115114,-9.228113,675,500765
33.46987,0.6668687,676,456379
-14.736687,-10.2192745,677,571963
-14.92612,1.1047232,678,489002
-12.187932,22.451893,679,539438
1.2039515,13.020033,680,542194
27.154501,-0.490129,681,641501
-5.8218236,4.1119604,682,453307
6.370434,33.12573,683,461833
23.411732,-36.946236,684,543776
23.364454,10.368434,685,657670
8.69184,30.403515,686,621209
-33.281143,12.752836,687,457915
-12.6780405,-26.186632,688,595235
3.5556767,-41.008224,689,502285
32.450638,4.902653,690,506560
-49.464825,-6.734085,691,570714
12.996941,-4.053931,692,571584
-12.302469,25.378723,693,425626
-7.738646,-33.20864,694,457768
-32.875465,31.980518,695,572403
18.947382,-33.031456,696,447755
37.218494,-8.105297,697,425835
24.58783,9.823875,698,514913
15.786803,45.196938,699,594027
18.579464,-31.2057,700,542884
23.290451,18.681812,701,643550
30.068195,-19.70277,702,502457
-7.264023,14.173828,703,572309
19.04569,-19.906458,704,515052
-12.084411,-19.593773,705,605476
16.519564,6.9330025,706,453222
43.029533,0.020862134,707,444520
-9.107515,-10.888233,708,450665
-15.507342,43.324173,709,457779
5.200999,-26.269138,710,572033
-3.6329024,40.584087,711,476570
-21.238024,0.93222845,712,543242
-4.8531623,-13.49958,713,572070
-6.5856376,-40.1547,714,502593
-14.250582,9.47171,715,458678
-0.09986634,-4.1913958,716,648737
-6.5191445,30.302492,717,605135
-3.9578173,-11.875941,718,518693
20.269836,41.70081,719,543900
25.722977,-0.8461569,720,433579
19.190905,-1.1700718,721,621281
-30.233488,-11.03586,722,450203
-3.2188337,0.059988577,723,554340
3.2761154,-25.389484,724,543532
-26.530983,-34.315403,725,572038
1.9080573,-9.898835,726,460701
-32.584045,0.65239096,727,429780
12.890761,26.089796,728,543261
6.2966814,16.588737,729,571735
39.38873,20.758413,730,518790
-5.1468153,-42.130287,731,572362
-28.848782,-6.1315784,732,501936
-14.901205,6.630849,733,621397
-0.06718674,-0.08948186,734,434137
-46.41037,-12.093465,735,595465
30.46585,5.376309,736,450282
-35.187603,24.10228,737,504186
-26.710443,32.516506,738,475138
-7.5855184,10.5035925,739,571760
-13.979962,-32.19607,740,516414
-46.036633,-8.604163,741,475115
-21.707838,-36.899734,742,608698
15.786615,7.30612,743,542225
37.85217,-8.874604,744,542326
35.402126,4.0260324,745,592677
-26.108362,4.803666,746,531565
39.767128,-11.957619,747,476595
1.368429,-22.351881,748,593334
-29.46814,-3.9653172,749,608601
21.45762,31.633827,750,656756
43.29216,-18.67959,751,596271
-24.941532,-1.9668851,752,664208
-41.985775,1.7699854,753,657681
-44.366188,-12.502506,754,502130
34.25081,-8.960077,755,596720
25.424494,-13.896189,756,613534
16.84127,30.995161,757,650828
-44.49005,-6.86693,758,605333
-9.53535,12.266704,759,605795
21.28238,-1.2759206,760,643320
33.382885,-12.70419,761,605441
33.92831,21.479496,762,621094
-4.237023,39.51772,763,571948
-43.72114,-4.858084,764,644364
-31.490385,32.93247,765,641850
-27.004116,-24.295263,766,601713
44.49731,0.48516518,767,623167
-5.7597675,26.420439,768,592865
41.665565,-3.2837577,769,645261
-2.6906738,-7.79293,770,658792
-24.130354,-1.0760661,771,605154
4.302408,7.201649,772,656427
10.930866,5.9762406,773,621111
-0.18054137,-11.369223,774,622608
5.0842247,16.723612,775,487675
-38.360428,11.710141,776,607536
-9.948466,41.81291,777,642564
28.496471,19.345196,778,594056
26.259092,32.294907,779,519443
-20.174728,-25.894117,780,584171
-11.332032,7.0402975,781,622382
7.4092298,-4.016969,782,641729
-12.347226,-15.755869,783,596027
11.220049,38.886642,784,594992
-15.68673,43.429745,785,608652
3.0206785,-16.30475,786,592547
-11.139185,-14.252295,787,605240
26.243341,-22.014647,788,458690
10.851898,19.981506,789,621345
-30.962439,-14.440861,790,608331
-29.38182,-14.633966,791,607215
16.01526,15.083052,792,543208
-29.568186,-15.213575,793,607455
1.069944,-14.712626,794,641835
24.328583,39.08846,795,570702
-24.938248,33.68363,796,641941
22.749832,-1.1188606,797,641871
3.2948644,18.62148,798,489334
-8.085795,2.438073,799,606625
28.47858,5.329134,800,502179
-4.864102,-39.138927,801,572728
5.0639076,-9.453636,802,600965
-1.3985441,-13.75859,803,594580
35.25412,-4.427978,804,501563
46.70984,6.695067,805,605254
8.4204645,22.2332,806,642008
-32.80667,5.3790073,807,623149
-37.97705,-9.810248,808,607473
-22.3482,-21.96175,809,506693
-27.583397,28.501642,810,623352
-13.107116,10.273885,811,595411
39.55095,20.78511,812,518813
10.548519,33.375618,813,595928
-13.779604,-1.6506883,814,518445
-14.535668,-5.7668614,815,642083
-21.702051,5.7685337,816,622492
-34.804214,11.769231,817,554374
3.3190584,10.362121,818,592879
-9.795032,-16.216106,819,623451
27.039557,-20.818733,820,500872
-5.8205748,35.56229,821,607481
44.063118,-24.272234,822,622217
5.776028,-24.74326,823,608371
19.757011,23.84746,824,501985
21.175102,2.0094001,825,596001
2.79969,17.649961,826,622161
2.1788127,44.864475,827,594835
2.778037,-42.091003,828,543508
-16.493874,-0.31041524,829,605195
-27.26305,-1.4627538,830,622766
0.34239215,-38.34637,831,594902
-5.7518373,-0.11946777,832,572998
10.077721,-41.713055,833,622505
7.1257977,39.04128,834,657610
3.0129461,-1.9512901,835,607237
-22.68888,-24.915915,836,571787
-22.655554,6.6544266,837,642231
-4.5555906,-33.756153,838,552640
-16.301613,5.7944226,839,592773
39.51356,17.663887,840,606424
-31.288881,12.742602,841,627894
2.1230776,-28.875471,842,606149
12.987773,0.36657837,843,621237
-22.606138,-20.911459,844,629496
14.31197,-5.1347666,845,607188
-21.464857,25.701551,846,543867
9.19212,-1.3411503,847,641427
-48.44654,-1.9155875,848,592229
0.37316045,30.870398,849,545348
-14.077324,36.452553,850,607219
-38.689674,4.4176674,851,627500
5.0904055,5.939465,852,458681
