pitcher,0,1,2,3,4,5,6,7,8
460059,-1.0153702,1.482525,-0.4858111,0.5550339,0.8353561,-0.25405055,1.2761956,-1.1361507,-0.37126637
434671,-0.56124187,-2.0899932,-0.30393758,0.5602259,-2.2128372,0.4446176,-1.1654234,0.08704399,0.42040387
571510,-0.09399564,0.33482456,0.6683872,0.39806727,1.6730057,1.2484204,1.105059,1.9219275,0.5605758
542881,-0.08599483,1.171609,-0.2572202,-0.079628766,-0.82179457,-0.7396266,0.962984,-0.4187042,-0.028138086
605232,-0.9808525,-0.29621592,-0.36635104,-0.3395894,-1.3083084,1.0820012,0.70113266,-0.51569057,0.44373035
472551,-1.2814721,0.7416325,1.2007922,1.8849516,-0.7979814,0.9932464,-2.4946964,0.05388865,-0.78443897
605164,0.852007,0.20855215,0.86229527,-0.25381726,-0.2521785,-1.3855816,0.65152144,0.5866664,0.09535467
502046,-0.4610979,1.648649,0.16222043,0.031342845,-0.8991544,-0.7171567,-1.2470238,-0.081317,0.16832493
607359,1.0329645,1.3786956,-1.6138066,0.15713443,-1.1785337,-1.3751512,0.9471147,-2.3221047,0.3687182
434628,-0.16488743,-1.604639,0.83949983,0.77360064,0.097543806,0.18812524,-1.5350012,0.16572349,-0.99317896
453646,1.4065799,0.73796093,1.5345495,-0.9039558,-0.41552886,-0.04851921,2.2935007,0.07322505,1.3028102
543054,-1.4996144,0.7640788,-0.52344143,-0.47808355,-0.7298811,1.5272541,0.12902787,0.8445286,-1.4931958
543219,1.6922612,-0.09527355,0.76289684,1.9579353,-1.8318436,-0.8876832,0.35466886,-0.46744525,-2.1059256
518468,1.8699442,-0.6567953,-1.3717424,-0.72459537,-0.6235874,0.023479817,-3.2298195,1.0638617,1.8745017
543380,-1.3273029,1.414358,-1.7911752,0.6223968,-2.2169414,-0.79961747,-0.15102936,2.6961393,-0.19398934
641490,-0.3971838,1.5673652,-0.92128754,-0.7777982,0.23021741,0.525644,0.6762041,0.49941725,-0.7221878
605152,0.40652445,-0.60676634,-1.0373465,-0.95647913,0.9447252,0.80806947,-1.7371856,-1.0621259,-0.508999
608678,0.6405206,0.59497464,-0.6388346,0.69122726,-1.3793683,-0.061612573,0.96328866,-0.67244995,-1.5996107
452027,0.7139984,-0.007784115,0.008365213,-0.5827248,-0.76743317,-0.8815603,-2.1017065,0.47360963,-0.78300446
519186,-0.29541355,-1.3513814,-0.5949012,0.7499335,-0.47110468,0.32337067,1.3499533,0.97303474,-1.2254474
544150,2.2948153,-0.9388097,-0.29482841,0.1284325,1.4114459,0.025899999,0.7860742,-0.8377341,0.27941826
548337,1.7316549,-0.09591139,-1.6355281,-1.7160137,-0.25479025,2.1552243,-1.3042046,-0.77321744,0.41509622
593140,0.6269243,0.20613292,0.8114817,-0.36789778,-1.005414,0.6082219,1.6786132,0.39652294,-0.32846686
450275,0.2533161,1.4787254,-0.5117118,-1.2528433,-0.01705743,-2.1022408,-0.051068418,-1.1091104,-0.622283
431148,0.65811676,-0.39790186,0.42943037,1.3924065,1.148632,1.7474697,-0.7420021,0.8038541,0.32572728
605200,-0.42921644,1.1314557,0.28525525,0.50173557,1.5185244,0.95055497,-0.15864097,0.41530153,1.6079602
591693,0.5514091,-0.9814049,0.64966697,0.60201854,1.335991,0.7352063,0.095753714,-0.78087735,-0.9015778
474699,-0.19973586,1.661724,1.1296414,-0.9379875,1.1321858,1.4322296,-0.38767755,0.2070744,1.0307068
621295,-1.3948617,1.244187,-0.5061613,-0.13286485,-0.6060558,-0.4874452,-0.6988104,0.036157206,0.3849904
285079,-0.786552,1.0835953,0.4759402,0.13546965,-1.088054,-0.3584142,-1.102564,0.7025651,1.0595146
408241,-0.37640953,0.78405046,0.39237306,1.8738399,-0.034469035,-0.7095615,1.303218,1.5683392,-0.42141974
430912,1.1081996,-1.3727089,-0.9602586,-0.3149826,-0.6248779,-1.7292056,-0.27170128,0.9658001,1.5759139
547888,1.6486969,-1.0677016,0.5649396,1.2424444,-2.6170783,-1.0724701,0.63679236,0.34759954,0.087344676
519168,0.8797348,0.13603097,0.43568307,0.32840797,-0.45113763,0.36196136,-1.6104186,-2.2209632,-0.3855822
544930,-0.25746685,-0.38400018,-1.0558374,0.0534116,0.33145264,-0.75182515,0.76803416,0.75203997,-2.1329513
605541,1.0039418,0.36682194,0.11337434,0.28574252,0.8927965,0.38641796,1.4485769,-1.2829169,-1.140616
543901,0.058618344,-1.5352285,-0.33370712,0.8475116,0.17360634,-0.32253245,-1.2198739,0.33006892,-1.2271239
545332,0.1481632,0.49940756,-0.47557247,-1.0313815,0.120808624,-0.026030943,0.23941018,-0.1720154,0.7063818
425844,0.8972617,0.3577742,-1.6318547,0.9214529,0.5092132,-0.40941134,0.6171675,-0.08932368,0.6765481
605228,-0.015094205,-0.2841462,1.2585818,0.12750217,-0.04037967,-0.09035488,0.2681081,-0.49095702,-0.7114416
444857,3.0420506,0.72229224,0.23798287,0.38764048,-0.66473025,1.5741366,-1.0520378,-1.9509423,-2.4348197
543716,0.65496004,0.2900516,-1.0719703,0.69925505,-1.8639754,2.3125145,-0.8097499,-1.4195787,-1.4478657
407822,0.41326234,0.5090079,0.16306065,1.391274,1.1897775,0.6479778,0.06657204,0.14268017,0.9948583
594985,-1.1736338,-0.87427354,0.5618755,-0.90191257,-0.030920684,0.4920086,0.3553797,-1.2935356,-0.57476497
488748,0.63513154,0.5630951,0.3099904,0.39512095,1.2746545,0.62222844,-0.27339968,-1.7689978,2.5010514
593969,1.6054837,-1.2601087,-1.2763638,-0.0028422251,-0.1078067,0.6093377,1.5831532,-1.4284651,0.042053018
623406,1.6012751,0.6048435,-0.10792865,0.78007317,-0.15878424,-0.31612852,-1.611198,-1.0999138,1.1103785
544759,-0.7539433,-0.5757608,-0.07497753,0.38871896,-0.8779903,-1.5191283,0.7410703,0.114616774,1.351117
502032,0.55070245,-0.87164164,-0.79742765,-0.5721394,1.2349949,-0.44087425,-0.052909337,0.20683177,-0.4150239
519437,0.4478169,-0.260413,-0.99916536,-0.034777615,-2.1957128,0.32169694,-0.6330706,0.027686507,-0.048855748
622795,0.8201176,-0.23590119,0.52478397,0.60405654,0.11939631,-0.6534886,1.2040058,-0.52526957,-1.2941543
471911,0.7450954,0.29785827,0.16395248,0.5694146,-0.9177271,-0.7169448,-0.26054937,-0.52617854,-1.4591837
573009,-0.114044465,-1.9839612,-0.81929886,-0.16764998,-1.7871217,-0.24987896,0.51301503,-0.78971666,-0.38580087
621219,0.15350932,-0.87856346,-1.4643335,-0.22084393,1.034786,1.404031,-1.4641743,-0.06022548,0.93573064
605525,-0.5281381,1.3619541,-0.43747842,-0.38027313,-1.4975636,-0.2609941,0.57530826,1.1749369,-0.15034364
571616,-0.69368684,0.4935398,-0.3401208,-0.6985838,1.1922418,1.0019861,-0.36343873,0.23570853,-0.44392565
448855,1.1585072,0.39277473,-0.93235177,0.1145168,-0.12914187,-1.0251684,0.9053313,1.1511921,-1.2103952
523989,-0.67462283,0.7112677,1.2033409,-1.1764252,0.0829957,-0.56315607,2.0532482,0.23874344,-1.5587589
605222,0.38319048,-0.9760659,0.23322034,-0.25666454,0.39912927,-0.37619337,0.72739595,-1.8746486,1.2102863
430589,0.46426612,0.5221817,0.5325022,-1.3579613,-2.2548444,-0.7026246,-0.6128515,0.085736975,-0.0076194876
543037,-0.3843493,0.43703666,-1.4039416,1.2918587,-0.7362369,-2.553689,1.3957365,-0.8477988,-0.49393067
554234,-1.0067728,-1.5969925,0.4316659,-0.24316548,-1.9205586,0.07355607,-1.1195437,-1.5270869,1.2104168
543507,-0.74946177,1.1103407,0.26891735,0.5597465,-0.096908,1.5058243,-1.3184265,1.2870598,-0.21968535
517593,-0.08622333,0.68708074,-0.4619859,-0.8039903,0.10284697,-0.40284088,1.2217664,-0.91055846,-1.8816327
571911,-0.28372386,0.13408105,0.4578944,-1.130675,-0.6521486,0.17375478,0.11397686,0.6709917,0.03748924
544931,-0.26215336,-0.7420412,-1.6111044,-0.1959756,-0.6301544,1.4613603,-0.7630325,0.67961174,2.9126327
430580,-0.9291545,-1.642635,-0.53131294,1.3556849,0.6726785,0.16919602,-0.8895925,-0.6093483,-0.68213856
517629,1.7219795,0.46827188,-0.062295146,0.84047073,1.2739494,0.4239045,0.33748958,1.0086482,0.9486585
533167,-0.59264326,-0.92853,-0.7818868,-1.4183453,-0.059844144,-0.6760471,1.1922153,-0.8606155,1.6372443
502272,-2.5094392,1.5302764,0.09442622,-0.75681436,-0.817878,-0.2601897,-1.1384355,0.68205166,-0.6100364
491703,1.3078794,0.12597154,1.6433278,-0.14031549,0.55424595,-0.70649457,2.3239105,0.26542097,-0.23925444
592826,-0.42300513,0.7516927,1.0523411,-1.7532876,-0.17855342,2.8639226,-0.23151122,1.9066982,0.057057917
580792,0.82087433,-0.54570484,-0.755809,0.8033833,1.756924,0.31717667,0.18109238,-0.001274124,0.22636399
643338,2.5005107,-1.9954466,1.8440053,0.7499648,-1.5845097,-0.28414428,-0.048176236,-0.46209863,0.24322522
592811,-0.17610393,1.4222323,-1.0585953,-0.3280488,0.54802537,0.51104254,1.6138902,0.58968943,0.068932265
594798,-1.4532727,1.567652,-0.039906207,-0.7817623,-1.2636896,-1.835115,0.40530258,-0.17771775,0.26668215
453214,-1.702293,0.27473897,1.7039137,-2.0256858,-0.7974242,-1.0596421,-0.009916817,0.94033647,-0.4661968
519263,-0.7977332,-0.06555596,-0.15422118,0.68300164,-1.6062092,0.12877324,-0.3262403,-1.5234234,0.3326186
425426,-0.36772183,-2.1267552,-1.5312656,0.23135413,-0.53075546,0.6733342,0.64396435,0.2526247,0.23648924
458584,-0.9673166,-1.2218311,0.2500092,0.13193032,0.91780484,-1.6665487,-0.17086153,0.05336252,0.20408502
456701,0.45692942,-0.21543582,0.7998698,-0.10944493,0.41323853,-0.04895042,0.15020816,-1.371915,-1.6065085
572971,0.6157228,-3.1939595,-0.7172547,-0.8477346,1.4717435,1.0850232,0.07336432,0.8572568,1.4440408
460269,-0.036850143,-2.3834574,0.28184965,-0.17460926,-0.4642419,1.6267835,0.36167496,-0.23158814,-1.0093827
553883,-1.1843666,-0.5501095,1.8098387,0.67109376,0.3715831,-0.42915392,0.17963989,-1.5699663,0.32210028
519008,0.30340368,0.1271558,-0.3575472,-1.3391851,0.94850194,0.36700067,1.6329134,0.20595883,0.9770474
573188,-0.76176834,-0.067196354,0.7450281,-1.5291576,-0.7341135,-0.2630348,1.2012625,1.1071048,0.71273714
446185,1.0623908,1.1042295,-0.8066273,-0.3147363,0.66835177,-0.7501533,-0.78583205,-0.42740276,-0.59983766
543964,0.4051571,-2.436319,1.6417112,-2.369254,-0.80596495,1.0490586,-0.24622686,0.91518676,1.097333
592170,0.96902966,-0.7181994,-0.6989733,-0.495363,0.6429586,-0.37865686,-0.26317698,-0.010510149,-1.7918186
527055,0.3979998,1.8056334,0.5303367,-2.282584,-0.7145962,0.101405784,-1.3311194,0.71257645,0.26709747
572283,-0.8775842,-0.72463775,0.1735627,0.5802344,0.08201909,-2.296578,1.262812,-0.7699369,0.076900005
477003,0.16531907,0.4085315,-0.559016,-1.2901788,0.55017376,0.30987805,-0.86345506,1.8018154,-0.9163388
547007,1.6933857,0.87809926,-0.7149625,-0.42076978,-0.8474929,0.17117466,0.08610566,-2.253588,-1.5235801
534627,-1.6333435,2.7903073,1.3532674,0.28670898,0.66137123,-1.5563895,-2.1561804,0.32875305,0.9149588
606167,-1.3786306,1.0697992,0.4535083,0.10396202,-0.60856116,-0.18337996,1.1663008,2.204416,1.493481
475247,0.7538799,-0.9491689,0.7856312,-0.3014342,-0.19670409,0.085199796,-1.3269912,-0.646105,1.7758901
623184,-1.0772213,-1.3416396,-0.7421339,0.68727416,-0.9184612,-2.0146167,0.30650154,0.7842909,0.49215215
643603,1.7099929,0.25096038,0.69337183,-0.2526426,0.40171376,-0.5990018,1.294841,0.5718814,-0.3798676
592422,2.1013653,-1.256025,-0.5822064,0.1804789,-0.85038733,0.30721694,0.55530727,-0.9356339,-0.8665157
447714,0.2577575,0.51328176,0.7253537,0.43521616,1.7764431,-1.7518451,0.027275978,1.7102216,0.21334143
449173,-2.0032072,0.560717,-1.2736726,-0.12054559,-1.744407,0.63895714,0.02893118,0.16800635,0.2845806
542587,1.420089,-0.58165175,-0.60629964,-0.16908133,-0.11130139,0.02304543,-2.1110625,0.14547926,1.7699413
571670,-2.5874968,0.9055118,1.2055067,0.6263058,0.5365665,-0.029174417,-0.59480006,-0.31808808,0.13774914
571927,0.14397146,0.6570061,-0.43809062,0.6240593,0.22998565,0.2244764,-0.6920811,-1.33755,1.51487
642003,1.0061951,0.44347942,0.43217126,0.7658075,-1.2742357,0.7915438,-0.33586428,-0.25903577,-0.7688378
606273,1.0850149,-0.38616237,-0.90817267,0.30734682,-0.99103385,-0.07220181,-1.2473475,-0.84403247,-0.8052574
429400,-0.6846749,-1.5708873,0.1435693,0.8334987,0.8880878,-0.019848993,0.6548603,-0.60494256,1.8658813
595307,0.50506,0.6846182,0.93139786,-1.0169796,-0.15235387,0.38986456,-0.7953718,-1.9695995,-0.42274758
543921,-0.09919261,-1.586679,0.40068603,0.07045241,0.6279408,1.1767764,0.8482891,0.29672253,-0.009655094
599683,0.08390165,-0.39696106,-0.88114834,0.32271814,-0.16234353,-1.5041173,-1.1742895,2.4095154,0.60252196
500871,-0.6726856,0.22009088,0.3968805,0.70062476,2.346341,-0.29189435,-0.98213744,-1.0167043,0.30023265
608334,0.39972097,-0.19595076,-0.07917874,-0.67145586,-0.22757074,-1.5317465,0.83551264,1.255905,-1.8485827
433584,1.3299261,-0.5005918,-0.0057017216,0.07770184,-0.5542654,-0.58004737,0.45024946,1.0156412,1.1784242
543135,-1.3139229,-0.53249776,0.014750517,1.3659029,3.072603,-0.47646514,0.37249342,-0.8853454,0.03522302
542674,0.3669704,1.4907615,-1.1090385,-0.9744342,-1.4342573,-0.5455454,0.5737646,0.13691072,-1.9317105
621107,0.14474367,0.26132473,0.27178684,-0.2134886,0.7295806,0.969182,-0.05031061,1.5311154,0.20257732
489197,0.017171029,0.7384354,-1.1743484,2.3667274,0.4453406,0.26007026,-1.0594059,0.7589474,1.0105915
449097,0.16900538,-0.13468537,-2.1210582,-0.5727912,-1.6517264,-0.11218729,0.8593343,-0.83096457,-0.1581987
592341,-1.1031471,0.91118604,-0.7708869,0.818918,0.14471209,-0.2474145,1.291785,-0.6553048,-0.20670581
605359,0.2721393,-0.19396283,1.5332339,-1.4893612,1.6304218,1.3625622,0.5492721,0.55788934,1.797055
453311,-1.0459849,-1.1948621,0.96733886,1.1258355,0.9625481,-0.027181922,1.4970667,-0.34908792,0.8372269
592127,0.23772168,-0.010869793,-1.1281942,1.4526012,-0.45447773,0.7420561,1.1538877,-0.077476494,-1.7407032
596049,1.2228656,1.0065747,0.70638597,0.08897364,-0.7929312,-1.2285186,-1.667486,1.204879,0.10431041
534910,0.87812626,1.1523117,1.13736,0.010207138,0.4252701,-0.91235477,0.2242047,-1.2661142,-1.7232924
592135,-0.923094,-1.6312861,-0.31734484,-0.6425,-0.69065404,-0.37898088,1.1038505,-1.5934639,-0.20568365
621121,1.0377802,0.3939686,2.0646327,-1.4895366,0.14538468,0.8792609,-0.49539348,0.070592634,0.43613216
407819,1.7959791,-0.18282607,0.7048316,0.08990071,-0.13274397,-1.6000345,0.9035202,0.4389284,0.23051979
543698,-0.7902068,1.5383881,-0.7617535,0.19587329,-0.2736026,0.25082865,1.1007236,0.8798938,1.3919494
451085,0.24881047,-0.51617247,0.1446049,2.5037353,0.05051203,0.9403792,-0.026754254,-0.043893192,-0.11261136
434718,-0.20945668,0.46044883,-1.4309385,-0.6549342,-0.16040616,0.36122397,-0.9845134,1.1421028,0.23971769
462985,0.17467622,-0.3907992,-0.49159357,0.4773924,-0.3644155,1.1483704,1.0761037,-0.99280125,0.10353528
544928,-0.8361767,0.75140506,1.3960537,-0.2656263,-0.9682199,0.8507902,-1.4052871,0.30534187,0.40971434
607067,-0.23390472,-2.0914814,1.4372268,-0.37884971,-0.5413866,0.8085675,-0.030626973,0.9264215,0.6500494
621408,0.7023339,0.9295783,1.3087608,0.2584232,-1.1445503,1.605917,0.17523642,-1.0296532,2.2314763
596143,1.3792199,0.1848823,-0.20679465,0.05834522,-0.6397264,-0.056338087,0.46181986,-1.9759227,0.1861535
501992,2.1986325,-0.008425347,0.51608354,-0.5907115,0.8991257,0.50502956,1.1909442,-1.1436216,-1.0878916
451783,-1.2207559,-1.1604638,-0.2469141,0.03337314,0.672875,1.5507464,0.119387,2.4928505,0.08723034
657205,-1.6013268,-0.86544883,0.08196307,-2.421147,0.48075917,-0.13965948,-0.94329005,1.2394297,0.33338273
605400,-2.2934837,0.5390905,-0.2765864,-0.8466029,0.042727046,-1.3566401,-0.8754936,0.8783084,0.8087733
474521,0.50894874,2.1111755,-0.23465045,1.0785686,-0.86980873,0.53297037,-0.58582276,0.067072205,-1.1135312
460024,0.021090817,0.29343435,1.2343626,-0.10532206,0.80518484,-0.38274652,-0.99315554,-0.030508798,-1.2114803
621385,-1.6835351,-0.703829,1.3277074,-0.530809,0.4852328,-0.6178009,-0.30194747,0.34214222,1.1087027
346798,-0.53473234,-0.94761443,0.8466414,-0.839993,0.31320134,0.71878797,0.40794253,-2.0774226,-0.73774254
501822,0.4296257,0.90506834,-0.07421366,-0.62470907,-0.092073746,-0.70006394,-0.45881745,0.34416965,0.43781683
607374,0.8466485,-0.21837005,-0.8291245,-0.11684151,0.07569181,-0.29371208,0.18255936,-0.47990283,0.33502325
519166,1.1671937,-1.0309373,0.9179219,-0.49169335,0.50523734,0.39464718,-1.7348665,-1.3084307,1.064659
543424,1.3355505,0.10441362,1.1024315,-3.8813844,0.7565392,0.78817654,-0.04572218,-0.4013384,-1.0534071
543334,-0.7040761,1.283113,0.10400702,0.05740453,-0.7324966,0.0916495,-1.0040276,-1.7109803,-0.6933663
459987,0.45630842,-0.37454963,-0.10695225,0.317795,0.81509393,0.040445514,0.584642,-0.32083878,-2.1780984
457711,-0.47611418,-1.5110369,0.11413647,-0.42297643,0.8828264,-1.7635156,-0.7707489,-1.5044259,-1.4600098
458730,0.011770048,1.5036622,1.4532887,0.25543678,1.0662656,-0.21027213,-1.3057603,0.33831012,0.04676893
516910,0.42294723,-1.8577185,0.460579,-0.76019067,1.8940214,0.17579223,1.0060335,0.6435043,0.12901016
547943,0.81820744,-0.24293451,0.24877942,1.9661894,-0.6339986,0.5284024,0.49143752,-1.9084105,-0.9724971
592419,-0.4410909,-0.7979444,0.34992608,-1.6782646,1.4605453,-1.5015149,-0.080976516,-0.87856466,-0.8532699
592346,-0.06546616,-0.15758167,0.7330747,2.9790971,1.2754399,-1.3853289,-0.642119,-0.5623442,2.3859513
407908,-2.5376527,0.7009425,1.4703419,1.3939306,-0.6156252,1.6465254,0.034573212,0.19235265,0.9279349
607706,1.1789726,-0.25057372,-0.584258,-0.3321328,0.2749679,0.77683467,0.38807,-0.6713044,-1.6592165
518774,0.52035224,-0.11073515,0.2558164,1.4920038,0.10402009,0.1808781,-1.1759678,-1.6527183,-1.5691055
605177,-0.37016237,-0.71284115,-0.49024427,-1.9205955,0.36484358,-0.5792798,-0.36670703,-1.1665438,-1.8672837
451775,0.37456262,-0.55150807,0.9387182,-0.21704538,0.7086558,0.14186089,-0.2482007,-1.297991,-0.6255507
452733,-0.5260597,-0.8347985,-1.1741717,0.26207414,0.56300604,-0.34783667,-0.6544116,1.1565998,-1.5187438
501955,0.51575017,-0.54715973,0.8162532,-0.25340655,-0.5976339,0.20153835,-0.03698937,-1.2327598,-0.37479773
471083,-0.5223743,-0.7879126,-0.57373023,0.4477857,-0.78889036,-0.23432685,-1.426483,-1.2207576,-0.95850724
592407,0.1885914,1.8968166,0.899451,0.5277655,-0.31790933,-0.33179787,-0.14056927,-0.35554624,-0.5741443
592426,0.10619475,-0.357837,-0.5999064,0.5050713,-1.2661744,0.97915846,-0.6014505,-0.00403702,-0.1515744
534606,-0.17146993,-0.58547175,-1.692953,0.059266835,-0.9136594,-0.1949088,0.2965849,-1.1818787,0.9691071
571969,-0.9165946,0.094693124,-0.6462764,-0.7260872,-0.9107083,-0.2824579,0.50068855,-0.53699327,-0.04016342
543391,0.6187026,-0.15979397,-0.11436562,1.3783708,0.71246815,-0.18218261,1.8542186,-0.21875499,-0.8485899
600301,-3.450825,0.727041,-1.2430297,0.3564838,0.37639675,0.9540123,-0.4459979,0.61718595,-0.23791762
446381,0.052678537,0.8101115,0.56493497,-0.97718346,0.3662566,-0.7249932,0.7101148,-0.7121155,-0.7317013
572365,0.4695573,1.122324,1.312785,0.3217239,-0.4202523,0.744676,-0.6528176,1.045122,1.8355076
608717,0.93275535,-0.5375708,0.15156469,0.6209102,-0.12344977,0.43880868,2.160631,0.91953826,0.7089984
545357,-1.2040819,1.1876136,1.6055298,-0.57213265,-0.9268225,2.6539454,-0.23625405,-1.0221268,0.4681365
457456,-0.27109936,0.32901657,-0.7366168,-0.15621573,0.6301566,-0.031407688,-0.7473599,-0.7858833,-1.1248498
456071,0.41396603,1.6033375,3.1700983,0.74642485,-2.4145665,0.85729164,-0.35875764,-1.1586984,-0.44667837
543331,1.8365557,1.6268123,0.00015855642,-1.2109574,-1.1671075,-0.865239,1.7273258,1.3184057,1.4776019
605304,-0.6294218,0.30950138,0.54068875,0.34494373,-0.81232125,0.27977434,1.3013093,1.2170582,0.36538392
444436,1.0283504,0.11061632,0.93089795,0.29858288,1.1219237,-1.0525565,-0.5953235,-0.1798736,0.91482425
468396,1.3342756,0.925846,-0.097034544,2.7534533,0.9427352,-0.52059233,-1.3828486,0.63088894,0.6304287
615868,0.1400607,0.12422344,0.49455923,-0.55000716,0.8816927,0.5010604,-2.070353,-0.30489102,1.1429032
571035,0.5449599,0.08690093,-1.0602884,0.32924014,0.83522314,-0.94226485,-0.9635224,-1.7258829,0.17856425
425856,-0.5057643,-0.5413546,1.2606672,-1.2986635,-0.259619,0.4203501,-1.4638603,1.0224184,-0.3188444
460077,0.038472205,-0.6645872,-0.047006674,0.10430088,0.29792598,-0.94923455,-1.4947875,-0.2182861,-0.85096514
572208,0.625636,-0.82522494,-0.43166858,0.037154682,-0.65841526,0.22280504,0.080073215,1.7739524,-0.32528797
474668,-0.13589802,-0.9595054,0.6625322,2.1066973,-0.31797582,-0.14125022,-0.0011073294,0.5727656,1.2239332
543456,-0.47172153,1.3989567,0.09527292,0.91728,0.10955372,-1.5000936,-1.0011477,1.1719078,-0.42376447
519344,1.378929,0.26627982,-1.5723186,1.1077532,-1.1771358,1.5025303,-0.79435706,0.25700083,1.2154652
612434,0.053009953,0.7407725,-0.2962517,0.031158186,-0.571238,-1.8609216,1.3929368,1.8962253,1.0253923
456124,-0.23772241,-0.18293115,-0.124361336,-0.53834784,-0.72128814,-0.18896171,-0.7708502,0.29098615,-1.3454973
504083,0.9052097,-0.13757251,0.18662758,-0.54698473,-0.4664843,0.6015722,0.9418334,1.1902853,-0.2500338
517448,0.31262153,1.7952689,-0.8940389,-0.8230138,-0.8005084,-0.9016055,0.39916104,0.15351433,1.9793124
608167,-1.2864873,-0.4529286,-1.6524671,1.0434704,-0.11872247,0.15278555,0.78414166,-1.7569695,-0.66819006
474029,0.9650768,-1.0162226,0.1698718,-0.8538069,-2.147999,2.1749096,0.5913284,2.8568208,0.4624199
643325,-0.33094978,0.20305113,1.3912472,1.1029193,1.2207931,0.9176254,0.6958889,-1.4475238,-1.3249876
592716,0.83425736,0.31305176,0.8474429,0.21463661,-0.30064797,1.1118298,0.28526223,-0.59812355,-3.1875365
502211,0.07514119,-0.41987687,-0.11048208,0.69425166,-1.3212281,0.94885314,0.4292742,-0.49559218,0.028263837
461865,-0.18873978,1.0631766,0.86079544,-2.0529492,-1.4067208,-0.12822324,-1.0921125,-0.20305473,0.8067784
458537,0.54895437,-0.6685018,0.5122658,-0.6024581,0.88496745,0.9053776,-0.55147624,0.7022563,1.81679
500765,-1.4796596,-2.7121065,0.5727754,0.4279098,0.47537825,-0.005830399,-1.3378049,0.84409887,-0.83502674
456379,-0.45078033,1.710385,-0.53201395,0.77278763,0.0015192719,-0.4613007,-1.925222,-0.051613476,0.7305926
571963,0.74372447,-1.0318463,1.7115211,-0.8216044,-0.1352171,-0.9289759,0.8969281,1.08894,1.5106556
489002,0.9340346,0.20159155,0.6820225,0.3370165,-0.50248075,-1.2791715,0.4043558,0.19366162,-0.602885
539438,-0.42646113,2.0107563,-1.6386914,1.5189496,-1.8107826,0.37808213,-1.1256915,1.5128026,1.2837708
542194,-0.30378374,-0.3798399,0.31018412,0.80732715,0.42012388,0.7300218,-1.5142394,-1.4717128,-0.32806024
641501,-0.24978589,-1.7638382,0.8290939,-0.7898861,-0.4860484,-0.557352,-0.007835346,-1.5857643,1.6852274
453307,0.6164127,-0.9566195,-0.48294583,0.10508679,0.82434815,1.8806332,-0.04930525,0.86901534,0.45314744
461833,0.9094279,-0.7062722,-1.2114846,0.044763077,1.1930087,1.1329864,0.67182773,1.4618679,0.33868828
543776,1.6433161,-0.95801276,-1.8886734,0.9266474,-0.024095992,0.08695072,0.26139736,0.10538507,0.61158806
657670,-0.99546325,-1.1092782,0.76121837,-0.2778706,0.4365966,0.07525838,-0.9915204,0.44630665,1.1808236
621209,0.5233414,-0.39249295,-0.85794514,-0.10513142,2.1387055,-0.6863753,-0.85739785,-0.17547782,0.48886374
457915,-0.44902205,1.494969,-0.021494959,-0.3388891,0.57548517,-0.3344237,0.10590175,-1.0413742,-1.4418163
595235,1.2719599,-0.077035226,1.2658833,-0.2227236,-0.30899206,-1.1824621,-0.28020188,-0.9079121,0.97840756
502285,0.3303265,-2.4198031,0.7630089,0.8634858,0.31243104,1.2808378,-0.10085305,-0.542313,0.12239001
506560,-1.1235356,-1.9663719,-1.7287492,0.13831237,2.0265703,-0.81422335,-1.6142747,1.9625988,-0.9723992
570714,-0.25234517,1.8543684,0.20603468,0.83090717,-0.0077915727,0.018957198,0.4433216,-0.05116901,-1.0669743
571584,-0.7505026,0.45852453,-0.22686769,-0.37559736,-1.7683349,0.040057182,0.79364395,0.42894518,-1.499885
425626,0.4710947,0.9999753,-0.11412984,0.724919,-0.692283,0.035822023,0.16745299,0.022360627,-1.2470051
457768,0.84990764,1.0604897,-1.8383323,0.092002615,-0.6052806,-0.6234608,1.9268857,-0.7082042,0.059001297
572403,0.48661312,-0.62221926,-0.12930031,0.17847934,0.435309,-1.8271827,0.43344954,-0.2972014,0.9270654
447755,-1.6647412,-0.48533958,-0.06523439,2.238557,-0.1831761,0.7735631,-0.17196445,-0.971925,1.4674978
425835,0.6208836,-1.3563648,-1.0426797,-1.6271975,0.31314275,0.7833666,0.20458987,1.4413689,-1.3022848
514913,-0.83216965,-1.4737362,-0.37704358,-0.18286319,0.8264358,-1.6926256,-1.7486159,-0.6434265,-0.33010787
594027,0.57872975,-1.0609848,0.9862269,0.22505832,-0.29744494,1.0772773,0.9159527,-0.46186393,2.4892464
542884,0.60045934,-0.6296361,0.88608223,-1.170097,-0.115635045,0.44199592,-1.3122321,-0.8484739,-1.2240235
643550,-1.6910006,-0.297556,-1.2961346,-0.31810752,0.86314327,-0.6731173,-0.9248489,-0.25112647,0.99034303
502457,1.3384955,-0.9397697,0.37594253,0.43986014,0.35856524,1.156302,-0.656405,0.68335277,-1.2337778
572309,0.20771079,-1.3766472,1.6017544,-0.12508874,-0.017328454,0.5131344,-0.32138953,-0.97028434,-1.7988766
515052,1.0827893,0.7552338,0.9803877,-1.5506027,-0.017992903,-1.7264555,0.6464845,0.32074863,0.55653036
605476,0.4073167,-1.357156,0.5796919,-1.665533,-0.18444315,0.36783153,1.2408613,0.3087448,0.44781527
