pitcher,0,1,2,3,4,5,6,7,8
543056,1.8563778,1.5645229,-0.18211006,0.7844115,0.038039226,0.6253057,0.35984018,-0.36455512,0.19284375
491708,2.0494478,-0.88412476,-0.32771465,0.38872245,0.5339345,-0.15958531,0.032595757,1.0628915,0.60632473
521230,-0.39256743,-1.3642981,-2.0293698,0.2758014,-1.1686625,-0.44445682,-0.28605038,0.59805447,-1.8130898
592533,-1.3850038,0.655713,-1.743331,0.19513685,-0.678413,-1.9250054,-0.83186096,-0.11369962,-0.049392108
640455,-2.9388711,-2.832287,-0.40108982,0.45780134,-0.36087167,0.23742461,1.9987013,-0.64847946,0.9779609
519381,-0.49393046,0.034328077,0.16976258,0.979774,-1.3981763,0.01172592,-0.34456056,1.2364347,-0.37604436
433587,-0.27050263,-1.2951632,-0.7234265,-0.97056466,-0.007553616,-0.058877252,-0.365896,0.30433524,0.872773
593576,-0.91329205,-1.2528676,-0.57259697,0.0128111085,-0.5755437,1.1743519,0.48173943,1.1578497,0.31094876
449104,-0.31639758,-0.37793517,-0.7169081,-0.61312896,-1.3793929,-0.40481612,-1.2772896,-2.02074,-0.23903738
570257,0.043143824,0.62299377,-0.6722493,0.35120398,-0.5759866,1.05343,-0.28114116,-1.4186324,-0.8370821
592527,-0.4302082,1.1999103,0.23129311,0.8964161,1.2521567,-0.43614894,-0.2096351,0.19562511,-0.9817658
572831,-0.28501534,1.9915625,0.7397196,0.28741837,-1.3157524,1.6728083,-0.3785789,-1.1409056,-0.38098583
592340,-1.2547408,2.358087,-1.4458686,-1.7483493,-0.8154101,0.056838814,2.1057208,0.07042205,0.8855509
605396,0.61235917,-0.9252949,-0.3790591,0.3176504,-0.5649072,0.16948748,-0.37585762,0.03400998,-0.5990977
519294,1.0038577,1.7900665,0.26273,-0.3599229,0.99102724,-0.8835916,-1.3058528,0.36226216,0.53635436
595191,-0.5399403,0.026179317,-0.62674516,-1.5080217,0.9808792,-0.8492756,2.018267,0.39797953,0.23284154
460283,-1.0326378,-0.3136207,0.17957005,0.12236849,0.37783146,0.9908725,-0.67485905,1.002511,-0.2955258
593679,0.3449615,0.5261025,0.55545396,1.8313068,-0.6141833,-0.2506829,0.27392432,-1.7755934,0.5063022
445213,0.48728496,1.2006108,-1.6287041,-0.32139152,-1.1539626,0.32212034,0.18924473,-0.41340578,-0.16888762
571476,0.9703377,-0.2347649,1.7817566,-1.2418493,0.9118003,0.0899484,-0.11152051,-0.95196056,-0.8977497
573124,1.2826124,-1.5877186,-0.020531971,0.8462216,1.7122688,-2.711151,1.1788348,-0.42756718,-0.14533915
545363,1.0624466,0.6186874,2.286754,0.9625583,0.18918334,0.8287688,-1.7761778,0.19794823,-0.08983476
592872,-0.081336066,0.3989296,-1.6583786,-0.69119996,1.522717,1.4100075,1.4974962,0.30271825,0.5463436
594951,-0.57593405,-0.36239234,-0.941407,0.08889673,0.8636793,-0.54498166,-0.7637713,0.08541845,-1.2035956
573668,0.22177637,-0.15590167,-0.08749836,0.19147871,1.378808,-1.4029707,-0.758126,0.60907066,0.85571843
621244,0.43985492,-0.3152972,-0.8421374,0.5041296,-0.116267145,0.5035857,-0.43440676,1.588766,-0.22439505
519242,-1.6905956,0.8598165,0.09928071,0.8881472,0.0051598866,0.5205191,1.6860927,0.17409064,-0.27150488
608349,1.8798252,0.55865926,-1.1380368,-1.169766,0.45340636,3.014049,0.32338858,-0.27116594,0.36349255
543734,1.6432463,-0.6658042,0.6279743,0.32871857,-0.0420329,1.0610874,-0.099779144,-0.046051398,-0.5063092
592804,-0.37427238,0.02135777,-0.5464685,-0.5425879,-0.28662497,-0.17459542,-0.20977214,0.60692847,-0.4671836
448614,1.0127842,-0.85684377,0.77275205,-0.06758265,1.0167441,0.4474399,0.76606137,-0.9947668,0.5256353
502522,-1.189626,0.16444279,-0.45714557,0.90678144,0.34270728,0.41049242,-0.9485178,-0.99862707,2.3044693
608032,0.5446039,-0.24499562,-0.7928668,1.5107375,-1.6599319,1.2001883,-1.7548833,-0.04594145,0.40600803
430641,-1.0690846,0.45364583,-0.21987085,-0.6797251,0.77880085,-0.53735703,-0.28594685,-0.97229993,-1.7947805
571539,0.4112658,-2.379908,-0.2942409,0.46499532,0.14114329,-1.4285055,-2.3552084,-1.6322578,1.454304
608566,-0.24875882,0.06402187,-1.9263335,2.3623402,-0.20430204,0.91483647,-0.6410475,-1.6688622,0.497362
501697,-0.4258001,-0.39634788,0.1448251,1.1672873,-0.60798955,-2.5530736,2.5380678,0.002557603,1.638457
543746,-0.033607904,0.3872613,0.16385026,0.5134509,-0.5973862,0.11296113,0.55923724,-0.113382764,0.65103143
572788,0.9253851,0.7453683,0.7065993,-1.105305,0.88425195,-2.3289542,-0.14417225,1.0613973,-1.7773012
453343,1.4328878,1.2525364,1.0119947,0.4223294,1.2100078,0.597093,1.4006882,-2.5622976,-1.9780849
628333,0.90049595,0.95739955,0.17055699,-2.0240638,-0.32052204,0.6513021,-0.3424214,-0.3230408,0.916366
623395,-1.1430893,-0.51121086,-1.2992603,-0.45266604,-0.17300203,1.1651859,0.13579142,1.1056095,0.19665553
519301,-1.3826841,-0.707046,-0.19085802,1.7061657,0.7129632,0.16797808,-0.21960942,0.35099268,-1.0260564
625643,-0.15493809,-1.808659,0.52523655,2.0586407,-0.5877602,-0.5705905,-1.455418,0.49104068,0.6450556
543017,-2.261912,0.1809981,1.2311461,0.364436,-2.069042,-0.12555039,-0.012024895,0.5786275,-0.42202488
424144,0.43594566,-0.18626489,-1.0705979,-0.88412726,-0.41679308,0.099566884,-2.2146053,-0.7137666,2.3902302
596331,-2.3952224,1.0776514,0.14593221,-0.266326,1.0143217,1.1415975,0.53481954,1.242499,-1.9883685
641627,1.049111,-1.2316844,-1.16662,0.9891164,-0.1897042,0.77888215,-0.22511753,-0.16157001,-2.0446188
592169,1.8676282,-0.6670145,-1.1447196,0.5834191,-0.71012324,-0.59662575,1.666421,0.34087268,0.011727184
453286,0.6311659,1.0677013,0.015386152,-0.2963783,-0.41129765,-0.21041298,-0.13356803,0.44214132,-0.9809589
592593,0.52612996,0.74763834,0.6574993,0.7620789,1.4734894,0.28071097,1.1984749,0.39144468,-0.9344316
543408,-0.016821021,0.05063119,-2.338483,0.2575508,-0.37987855,-0.14621371,-1.3645394,0.049625624,0.8369864
489265,1.1429963,-1.6681693,-0.5854928,0.76194453,-0.36599678,0.6960207,-1.0424985,-0.82072634,-0.37072408
430599,0.39634198,1.0799669,-0.49289557,-0.19508295,1.6139995,-0.42427987,-1.4946109,-1.2100329,0.2805973
519043,-1.3330251,-0.15000573,0.8086743,0.87498516,0.8964136,-0.26600978,-0.43828797,0.31008327,-0.5006051
520980,-0.7327037,-2.0416427,-0.6149619,0.3727146,-0.18409237,1.5414915,-2.2616956,-0.98253727,-1.190365
594795,0.53233415,-1.1858296,0.78573895,-0.034060765,-1.3146578,1.0954195,0.09426029,0.77526015,0.16263631
622072,-0.8907705,-0.9262875,-1.5086527,2.355897,-0.5915117,0.28312665,-1.0259978,0.5355217,1.1475126
451661,0.69279003,-0.7711391,-0.14502181,1.3704038,0.2866118,-0.85436445,-0.080750816,0.1890771,-0.62038827
501593,1.0102293,-0.52288,1.6315643,0.61753875,0.87074214,-0.38194078,1.0247872,0.68166333,0.23770475
628317,-1.4097962,-1.476708,-0.5932287,-0.7496611,-0.029105542,0.6033213,0.04531938,0.47116128,-0.55011785
457732,-0.35797665,2.331845,-1.526053,-0.26056913,-2.7421544,-1.6991941,2.3087456,0.97490567,-0.95413226
448609,-1.5297456,0.46228015,-0.36703315,0.68240714,0.7429148,0.2825307,-0.3417856,0.88928944,1.1944851
500724,0.5879502,1.1373808,0.86653924,0.9174415,-0.3207141,0.56684864,-0.4138893,0.39507544,-1.0038528
594311,0.6099042,-0.9820628,-0.25473836,-1.8537883,-0.5344565,0.009159325,-2.969336,1.6132247,-0.83701026
468504,-0.16087487,-0.254453,0.027098155,-1.0921274,-0.57372016,0.5266093,-2.1984258,1.3730254,-1.3317779
502087,-1.0862856,-1.9299544,0.44044045,0.38801298,-0.63816214,0.79701644,-0.2534822,0.47283855,-1.3989072
624586,-1.4094235,-0.23831107,0.8020542,0.16116738,-0.0665762,0.38089877,2.6302555,0.12082134,-0.60842687
572086,0.56543136,-1.5789759,-0.5706241,-1.5831598,0.36551154,1.1026366,0.0935208,-0.6191757,-0.22014347
462382,-1.3319645,-0.21519035,-0.58215916,0.33684835,0.9703224,0.85386664,1.3202207,0.8306329,0.85464543
541652,0.73286635,-0.21166718,0.33892393,-0.7526893,0.032420177,-1.2031488,0.67888093,-0.82719266,0.6642084
542432,0.17004882,1.6557113,0.56441236,-2.7090771,1.8202056,1.742921,-0.8005483,-0.8292468,0.57569903
434378,0.40160224,-0.20186561,0.38609335,0.67613226,-0.095635444,1.0623946,1.2090856,0.37213057,-2.5545447
527054,0.3012764,0.6475965,-2.1192179,-1.7319394,-1.2768543,0.20356695,0.68088686,-0.13591294,0.04488718
592102,0.4056984,0.38819617,-0.44409305,0.26393193,0.73997253,1.1096588,-0.8001816,-1.8926512,-0.0010207758
451584,0.98903346,-0.24432227,-0.5898553,0.39987382,0.6474774,-1.4656913,-0.47887903,0.30151847,-1.9467052
453192,0.8804341,2.0864263,-0.7615789,-1.2570208,1.3894247,-0.042908758,2.2354882,-1.5064989,0.23470873
458708,-1.0447961,-0.00729357,-2.2573,-0.64802635,0.1125315,0.8617504,0.20655136,0.52104163,-1.2850091
465657,-0.10909419,1.3779362,0.62523127,-1.7855699,-0.4714764,-0.24247256,1.7274396,1.0831311,-1.3547741
453178,1.005323,-0.13822176,1.2064325,-1.3804649,-0.47314072,-0.55764765,0.79302263,-0.9376527,-0.9634991
605218,-0.7622929,1.9302453,0.16995268,-0.7092117,-0.10814977,0.5529405,-0.8885284,1.8900274,0.21462646
628452,-0.87199056,0.14322637,0.27702233,-0.16839646,0.21470515,-1.5360687,-1.1044574,-1.9819818,1.7618821
518748,-0.89405704,-0.73728174,-1.2244873,0.009227393,-3.0045052,-0.092196085,-2.0284705,-1.4483387,0.3023546
475243,0.11619119,0.7234057,0.22578359,-0.9885478,-0.08803739,0.51258373,0.8669638,-0.3217184,-0.98432314
502028,-0.91721195,-0.59832835,0.5324165,-0.07487671,0.9331484,-0.34174228,1.064789,-1.8398986,-0.48935258
501925,-0.2056109,0.950401,-0.06612747,1.6065599,-0.6523969,-0.090283826,1.7160767,1.7908425,-0.21218441
456027,0.9613179,-0.913533,0.8255674,0.31875533,0.77674973,-0.6872473,0.24536332,-0.5429213,0.15090613
593974,1.2133923,-0.6274333,-2.1031497,0.90285003,-1.2079656,0.5122161,-0.74302024,0.7910728,-0.52683294
543557,-1.3089558,-0.47818255,-2.6593325,-0.2348262,0.23554331,0.005285598,-1.5631499,0.36289677,-0.85547924
471822,0.6460751,-0.26803797,-0.4326098,1.5914022,0.2330843,0.7240508,-0.10464993,-1.2192309,1.1902744
543294,-0.27335966,-0.3846783,1.4874405,-1.3868797,1.3927191,1.9099735,0.37385178,0.5926823,-1.0180285
596112,0.13221039,0.38358015,0.4724293,0.7624272,-1.1201003,0.21057348,1.3446164,-1.479928,0.8337412
502154,1.7579381,0.7590815,0.38490573,1.2386272,0.1655371,-0.8236808,1.3309845,0.022604823,0.59964097
542947,-0.18721877,-0.74978864,-1.2815114,0.33487055,1.6101681,1.0500937,-1.7817662,0.99732506,-0.33954042
592332,-2.530641,-0.9823942,2.42676,-0.64834553,-0.3130434,0.5272903,-0.12517309,1.1369497,-0.10135468
476589,0.43882042,-0.06451928,-0.50893074,-1.9040731,-1.155773,1.7501873,-0.831044,-0.7353841,-0.034509417
453284,0.80222046,-0.9354986,0.40332845,0.424377,-0.3467719,0.3919375,0.12570445,-0.46239728,1.0108507
518927,0.5982496,-0.63971424,-1.5955783,-1.2987255,-0.021076681,-0.68626297,-0.212039,1.3784533,-0.043035302
570666,-0.07409787,0.19814508,-0.26878703,-0.09911111,1.2435918,1.119644,0.1307609,0.29516894,1.0267587
518886,-0.20137893,0.07039892,1.732143,-0.3471036,-0.79790485,0.59272015,0.8814002,1.1320971,0.59626776
276351,1.8790966,-0.60440016,0.6413284,0.24989069,-1.3752478,0.22785613,1.383712,-0.7614649,1.1893268
523260,0.8762382,-2.0747805,0.7290751,-0.65954167,-0.16274579,0.94113016,-1.3488079,0.3057101,1.05997
457918,1.9353985,1.3185625,-0.013540918,-0.34118977,0.5871416,0.42782974,0.17477046,-1.1175385,-1.8419788
593958,0.5055934,-0.6063684,-0.59308887,-0.19502969,-0.6285821,0.45563695,0.8635573,-0.6944527,-0.6042986
502706,0.39263192,1.1402794,-0.39865714,2.5504627,1.9324764,0.25901115,-0.30621725,0.32018766,-0.54924744
592222,0.41446587,0.6396017,-0.25719458,0.5511328,0.9953187,-0.54316103,0.55670017,0.16936605,-0.9983753
407890,-1.6493276,-0.7976875,-1.0483348,-0.2928605,-1.5999583,2.0670083,0.058763783,-0.5205699,0.014649619
543606,0.97686106,0.40091982,0.6968125,0.27109548,-0.22276917,0.62937754,-0.40944424,-1.1663779,0.19032438
599998,-1.2848352,0.31062415,-0.31117803,1.6530563,1.518454,-0.4886027,0.66882503,-0.9142003,-0.35380578
643327,-0.12842625,-0.403034,1.4458381,-0.6980462,0.36735758,0.10191507,-0.29264224,0.0021461267,1.6361156
534812,-1.208812,0.86032754,0.5870226,-1.1863301,0.09601291,-1.0791425,-0.56906223,-0.5904228,-0.52626854
605151,-0.64127845,-0.70639133,-0.58823836,-2.449192,-0.6079962,0.856548,0.45849675,-1.3023137,-0.46051553
523848,-2.137101,0.2835989,-0.29890177,0.28252468,0.4151133,-0.649555,-0.19336778,-0.68119824,0.14411211
453385,0.13700195,-1.2695884,0.765147,1.2690946,-0.45094183,-0.9038361,-0.64548934,1.3162048,1.8167455
493200,-1.5331931,-0.120106295,-0.6238001,0.7347587,-0.4333682,-0.17249691,-1.0125818,0.59059274,0.33519298
553878,0.701825,-1.0544242,1.1593356,0.13322026,-0.15633237,-0.9332809,-1.2803541,0.109260865,2.1875281
543779,0.44052792,0.9208841,-0.80293167,0.3307658,0.0020149555,1.1921993,1.4757391,0.73201925,-0.08895442
641771,0.62503016,-1.0968846,-0.07550754,0.020132901,-0.05993936,0.7751822,0.15080579,-0.97237813,1.9296448
621199,-0.7653755,0.091075964,0.12859505,-0.35136533,1.444908,-0.3884379,-1.4557807,-0.7036957,-0.28322116
572096,0.051232435,-1.1467836,-1.6549059,-1.192506,-0.036082283,-0.27572826,-0.9558726,0.8986847,0.8586021
462515,1.0205487,0.8735626,-0.12639187,-0.59895724,0.13160838,-1.0155709,-1.2370518,-0.6353053,0.78869975
608379,-2.1289883,1.0158541,-1.4826087,1.7178261,1.6594331,0.07845108,-1.057683,1.1923541,0.2640593
425492,1.5489026,0.46327782,0.21023658,-1.3533193,-0.063505195,0.24068415,0.9346028,0.016400216,0.49364567
621242,-0.20323409,0.4325835,-0.7504366,0.6453357,1.654621,0.5820695,1.0818832,-0.8450381,-1.3735641
623430,1.5312495,0.77251655,1.2752191,1.3399389,-0.86532855,-0.32687443,-1.0752326,1.7560569,-0.11785069
518553,-0.39747185,1.1354591,2.0042274,-0.15108365,0.3639481,1.5320771,-1.839636,-0.4012926,-0.40169847
448281,-0.6717714,0.83221185,1.215354,-0.027627014,0.043863654,1.3782741,-1.1531798,0.6297569,0.13178566
519267,0.14915217,-1.1431664,-0.07232275,1.5034859,-1.1987875,1.0589328,-0.64918405,-0.18488671,0.41986114
543883,0.6157406,-0.12924631,0.3540881,0.15296656,-0.34552616,0.9715816,1.1726224,-0.5834108,1.2810314
573064,0.6137958,2.0217884,-0.10681677,-0.667349,1.3867048,0.17810586,1.3213859,-0.4522703,-0.46759412
605194,-0.32301933,-0.13913846,-0.50143975,-0.69500923,1.9597208,-0.29847974,0.1340112,0.4644679,-1.071978
519322,0.2841451,3.580924,0.9617491,-1.3533717,-1.1849078,0.44763187,-1.6927344,1.0555911,1.4866476
547874,-0.49236304,-1.6772417,-0.16435069,-0.49069935,-1.5697695,-0.99557567,-0.7607995,1.2804598,-0.6882961
544727,0.15897106,0.80465317,-0.906672,-0.062688105,-0.42963436,0.5624807,1.0085647,-0.76189923,-0.65866435
592665,-0.15445277,-1.2384442,0.11581951,-1.4521387,-0.69965607,-0.43372506,0.55337435,0.7544115,-0.12934111
477569,0.8165334,-0.86385703,-2.1065083,-0.71674776,0.33411986,0.38900742,-0.61668897,1.0618575,-0.48849586
456696,-0.60931724,-1.0485702,-1.3375878,-0.5666045,-1.2663056,0.7735137,-0.3212229,-0.12481056,-0.86216605
570663,0.5717369,1.0524305,0.19162151,0.44429338,-0.7416371,-0.99180734,0.13734795,-0.27009252,0.25759667
572119,-0.10537488,-0.7417808,1.3976275,-0.18609418,-0.8859197,0.68629634,-0.6521987,-0.65805995,1.3727026
112526,-2.1548727,0.055021614,-0.26232255,1.9188741,0.11823858,0.3187109,-1.0408317,0.057820708,2.5779335
497807,1.0843518,-1.1449739,1.1288831,1.7603283,0.14747515,-2.5931282,0.41915855,0.5018572,-0.7674074
607309,0.23002115,-0.09894518,0.8296309,0.44574732,0.7904974,0.85454535,-0.95879245,0.41314098,0.044097822
573589,-0.19855163,-0.8421101,1.1719866,0.6073619,-0.47431895,0.5821421,0.6780772,-0.94099635,-0.059120465
608638,0.91177756,-0.20234187,0.8106864,-0.8163674,-0.98835814,0.3870093,-0.04668023,0.3310308,0.30652398
542953,-0.637944,-2.2011325,0.24832119,-0.40268424,-1.09833,0.04125283,-0.34494567,-1.342979,1.6133721
502327,0.90995705,0.34445003,1.393141,-0.7310049,0.438802,-1.1222321,-0.34577554,-0.6487893,1.7152898
448306,-0.01631217,0.49312565,-0.9248806,-0.22238512,-0.10423236,0.32347947,-0.9385699,0.34304988,-1.5930966
606930,0.1284383,-0.40815803,0.15783954,0.05929189,-0.049389783,0.8203023,0.5967925,-1.0786394,0.12115322
493603,-0.442022,-1.7935438,0.41300812,-0.69047356,0.30555978,0.16317752,-1.8448395,0.26249874,-0.32286963
543475,-0.47671804,1.5527124,0.6919355,-0.49457967,1.2056885,-0.13471529,0.014495161,-0.2434055,0.047104027
572750,0.18403655,1.505422,1.0122328,0.6255974,0.4992953,-1.4035338,0.7177881,-0.27478692,-0.888566
503449,-0.33943158,-0.2517438,0.83898926,1.1635602,-0.109990574,-0.34349373,-1.754606,0.2821655,0.21174988
656546,0.6164795,0.49710855,3.3030577,-0.8755321,-1.6991372,-0.94497246,2.0595396,-1.0280589,-0.5344792
475479,-0.44573325,-0.5630415,-0.32948303,-0.08702372,-0.7360002,0.5128135,-0.8336109,-0.81204087,-0.5782378
519240,1.2373335,-0.8946092,0.31294328,-0.5792598,0.5029545,0.6700067,0.3282263,-1.0570799,-0.12713943
518875,-1.4958166,1.5340284,-1.5360377,1.8935533,-0.77288777,0.63115263,-1.3270888,-0.10784609,-2.2735534
407845,-1.7185614,0.2320176,-0.5414895,0.052168954,-0.8804254,-0.18567507,1.0034344,0.02410305,0.69565564
430661,0.092248306,-0.52205837,0.41613334,0.38161385,-0.32159102,-3.2318,-0.67240584,0.34336367,0.13937499
595014,-0.22355136,0.36662582,0.2168111,0.117297225,-0.19967265,0.10115205,0.013920781,1.283098,0.6890776
543699,-0.68709576,1.1723589,0.4072206,0.9920733,1.3424045,0.1808893,1.6158425,-0.49072415,-2.553743
612672,-0.69154316,-0.33793998,0.3914088,-0.46136475,-0.20560408,-0.8491944,0.9033028,0.2229636,0.43109983
445276,-0.13860796,1.280529,0.040166695,0.15388289,-0.6867583,0.8836158,-0.52157027,-1.4042503,-0.22363819
621389,-0.6726306,0.27524102,0.0009629506,-0.89582676,-0.86857146,-1.3392464,0.0770457,-0.31982335,0.5864378
477132,1.6321028,1.3455278,0.8928441,0.24336272,0.7095315,-0.36925396,-0.38592142,-0.46896708,-0.8749897
571704,2.400553,-1.6164414,-1.0168854,1.0931036,-0.6434471,-0.3512628,0.20281357,-0.5940531,0.8231005
519085,-1.2327353,-0.32779887,0.43621022,-0.14774446,-1.1328107,1.4943169,0.9045936,-0.7939475,0.53566676
543521,0.2282121,-0.31976333,1.4011449,0.46875805,0.86920124,-0.49513912,-0.82106805,-0.40649968,1.3347632
474284,0.610935,-0.298529,-0.25103137,0.120307475,0.23176172,0.12398115,-0.22780246,0.10457902,1.5995954
501625,1.4638251,-0.3969677,-2.659669,0.3446105,-0.14919482,-0.5442168,-0.075066745,0.46314892,0.9171652
500610,0.17490903,0.12854254,0.13057907,-1.0757858,0.2690006,-0.5863771,-1.8726524,-0.69293374,0.5933272
592091,-0.7860222,0.049836442,-0.038873762,0.8235454,-0.24157819,1.3033688,0.85525477,-1.3725752,-0.097414374
573046,-0.25183696,-0.95480096,0.5283117,1.9604208,0.68039745,1.4743208,0.5684714,-0.98421395,1.9255807
572140,0.1401771,0.5157136,-1.8193983,1.2978165,0.5691939,1.587404,0.52022415,-0.85644644,-0.46824345
458677,1.7289855,-0.069385216,-0.006714233,0.19041242,0.912448,-0.6199865,-0.8110338,0.48856437,-0.63584524
475054,-0.1326037,-0.51072097,0.8461,0.27657777,0.78780526,-0.58111507,1.1203555,0.23385471,-1.3519002
606291,1.9374387,-0.49005747,-0.26318857,-0.36034074,-3.197961,2.4848063,-0.68851376,0.20383583,2.0359774
594986,-1.8111678,0.103683785,0.8928444,-1.1273928,0.41549897,-0.28799412,0.6590484,-0.12298898,0.70452625
572888,0.59451795,-0.7952446,0.28452134,1.1049529,1.0826786,-0.77923816,-0.08673735,-1.6096797,-0.8186266
594760,-0.5692901,1.1408792,1.6315362,-0.5616937,1.7881491,2.0179338,0.81926805,0.5882302,-0.109447986
543935,1.5466762,-1.6433117,-0.5896285,0.5915973,-0.16918904,0.4544315,1.7748135,0.8337251,0.24073493
519455,0.8672683,2.1052835,2.1869533,0.8538923,-0.18987063,-1.841756,-1.421729,1.1891179,-0.4086969
572044,-1.2938751,2.2186491,0.060417954,-0.31691086,-1.3996236,-0.47553387,0.71729285,-2.6892762,-0.73686993
641838,-0.49652588,1.0966095,-0.8358319,-0.50097644,-1.0830669,-0.3372726,-0.11656245,1.3970954,0.41686812
621381,-0.053879127,-0.54350704,-1.0578068,1.250826,-0.89553857,0.48803943,0.66957605,-0.46309817,-1.9122273
605182,0.41656756,0.5950551,-0.25827536,1.0478885,-0.63240814,-0.3658907,-1.023661,0.29124853,-0.11452
