first,last,given,nick,id,full_name
Wei-Yin,Chen,Wei-Yin,,612672,Wei-Yin Chen
Scott,Oberg,Scott Michael,,623184,Scott Oberg
Hans,Crouse,Hans Michael,,668968,Hans Crouse
Ryan,Dorow,Ryan,,676900,Ryan Dorow
Devin,Sweet,Devin,,682967,Devin Sweet
Avisaíl,García,Avisaíl Antonio,,541645,Avisaíl García
Clarke,Schmidt,Clarke Douglas,,657376,Clarke Schmidt
Carlos,González,Carlos Eduardo,,471865,Carlos González
Drew,Pomeranz,Thomas Andrew,,519141,Drew Pomeranz
Dan,Butler,Daniel John,,576788,Dan Butler
Michael,Brady,Michael James,,572728,Michael Brady
Adam,Moore,Adam Ross,,446192,Adam Moore
Byron,Buxton,Byron Keiron,,621439,Byron Buxton
Tim,Mayza,Timothy Gerard,,641835,Tim Mayza
Phil,Ervin,Phillip S.,,640447,Phil Ervin
Xavier,Edwards,Xavier James,,669364,Xavier Edwards
Connor,Sadzeck,Connor William,,592712,Connor Sadzeck
Ricardo,Pinto,Ricardo Antonio,,620982,Ricardo Pinto
Luis,García,Luis Victoriano,,671277,Luis García
Damien,Magnifico,Damien Jack,,571911,Damien Magnifico
Cal,Mitchell,Calvin,,668751,Cal Mitchell
Wade,LeBlanc,Wade Matthew,,453281,Wade LeBlanc
Dan,Robertson,Daniel Roger,,543706,Dan Robertson
Austin,Dean,Austin James,,621573,Austin Dean
Brooks,Pounders,Brooks Casey,,572044,Brooks Pounders
David,Freese,David Richard,,501896,David Freese
Kevin,Kelly,Kevin Clayton,,687330,Kevin Kelly
Chris,Smith,Christopher Patrick,,627262,Chris Smith
Ezequiel,Tovar,Ezequiel Jesus,,678662,Ezequiel Tovar
Jairo,Labourt,Jairo Snaider,,607951,Jairo Labourt
Carlos,Pérez,Carlos Eduardo,,542208,Carlos Pérez
Luis Alexander,Basabe,Luis Alexander,,642772,Luis Alexander Basabe
Matt,Wieters,Matthew Richard,,446308,Matt Wieters
Caleb,Frare,Caleb Michael,,621350,Caleb Frare
Tucker,Davidson,Joseph Tucker,,656353,Tucker Davidson
José,Marte,José Manuel,,665896,José Marte
Cody,Asche,Cody James,,605125,Cody Asche
Anthony,Gose,Anthony Robert,,543238,Anthony Gose
Víctor,Martínez,Víctor Jesús,,400121,Víctor Martínez
Dalton,Guthrie,Dalton James,,656495,Dalton Guthrie
Luis,Escobar,Luis Alberto,,650813,Luis Escobar
Joe,Kelly,Joseph William,,523260,Joe Kelly
Lance,McCullers,Lance Graye,,621121,Lance McCullers
Chad,Smith,Rodney Chad,,663385,Chad Smith
Evan,Scribner,Evan Lee,,519267,Evan Scribner
Scott,Kingery,Scott M.,,664068,Scott Kingery
J. J.,Hoover,James Allen,,543331,J. J. Hoover
Drew,Carlton,Drew Michael,,656290,Drew Carlton
Ken,Giles,Kenneth Robert,,571704,Ken Giles
Tommy,Henry,Thomas Jack,,674072,Tommy Henry
Marcus,Wilson,Marcus,,657129,Marcus Wilson
Felipe,Vázquez,Felipe Javier,,553878,Felipe Vázquez
Mike,Moustakas,Michael Christopher,Moose,519058,Mike Moustakas
Ryder,Ryan,Ryder Michael,,656924,Ryder Ryan
Brandon,Bielak,Brandon Michael,,656232,Brandon Bielak
Julio,Teherán,Julio Alberto,,527054,Julio Teherán
Wyatt,Mathisen,Wyatt Lane,,621500,Wyatt Mathisen
Henry,Davis,Henry Cummings,,680779,Henry Davis
Jimmy,Nelson,James Jacob,,519076,Jimmy Nelson
Mike,Aviles,Michael Anthony,,449107,Mike Aviles
Chance,Sisco,Chance Thomas Leo,,642082,Chance Sisco
Xzavion,Curry,Xzavion Rashan,,675540,Xzavion Curry
Alan,Busenitz,Alan Paul,,641427,Alan Busenitz
Ryan,Cordell,Ryan Thomas,,641477,Ryan Cordell
Felix,Jorge,Felix De Jesus,,602928,Felix Jorge
Brian,Schlitter,Brian Patrick,,489295,Brian Schlitter
Tyler,Freeman,Tyler Andrew,,671289,Tyler Freeman
Josh,Smith,Joshua Dwayne,,605479,Josh Smith
José,Urquidy,José Luis,,664353,José Urquidy
Brandon,Pfaadt,Brandon Connor,,694297,Brandon Pfaadt
Ryan,Sherriff,Ryan Sebastian,,595411,Ryan Sherriff
Justin,Garza,Justin Charles,,621057,Justin Garza
Ty,Tice,Ty Christian,,676709,Ty Tice
Matt,Andriese,Matthew Lee,,542882,Matt Andriese
Ramón,Torres,Ramón Alexander,,593527,Ramón Torres
Brandon,Woodruff,Brandon Kyle,,605540,Brandon Woodruff
Kyle,Dowdy,Kyle Alexander,,664871,Kyle Dowdy
Kodi,Whitley,Kodi James,,676831,Kodi Whitley
Brandon,Drury,Brandon Shane,,592273,Brandon Drury
Jeurys,Familia,Jeurys,,544727,Jeurys Familia
José,Barrero,José Israel,,676480,José Barrero
Cade,Cavalli,Steven Cade,,676917,Cade Cavalli
Alex,Faedo,Alexander Michael,,656412,Alex Faedo
Erich,Uelmen,Erich William,,657272,Erich Uelmen
Chris,Rodriguez,Chris,,669735,Chris Rodriguez
Luke,Williams,Lucas Daniel,,663897,Luke Williams
Richard,Rodríguez,Richard Agustin,,593144,Richard Rodríguez
Nolan,Jones,Nolan Allen,,666134,Nolan Jones
Will,Vest,William Lane,,676684,Will Vest
Bailey,Falter,Bailey,,663559,Bailey Falter
Allen,Córdoba,Allen Octavio,,642707,Allen Córdoba
Zach,Remillard,Zachary Michael,,621545,Zach Remillard
Clayton,Beeter,Clayton Howard,,690925,Clayton Beeter
Corey,Ray,Corey Donte,,641999,Corey Ray
Michael,Ynoa,Michael Jose,,573589,Michael Ynoa
David,Fry,David James,,681807,David Fry
Chad,Kuhl,Chad Michael,,641771,Chad Kuhl
José,Álvarez,José Ricardo,,501625,José Álvarez
José,Osuna,José Gregorio,,591741,José Osuna
Wilfredo,Tovar,Wilfredo Jose,,541600,Wilfredo Tovar
Deck,McGuire,William Deck,,592547,Deck McGuire
Vinny,Capra,Vincent James,,681962,Vinny Capra
Félix,Hernández,Félix Abraham Graham,,433587,Félix Hernández
Conner,Greene,James Conner,,641632,Conner Greene
Konnor,Pilkington,Konnor Chase,,663455,Konnor Pilkington
Jordy,Mercer,Jordy Joe,,474568,Jordy Mercer
Sócrates,Brito,Sócrates Orel,,593647,Sócrates Brito
Patrick,Bailey,Patrick,,672275,Patrick Bailey
Taj,Bradley,Taj Ali,,671737,Taj Bradley
Chris,Archer,Christopher Alan,,502042,Chris Archer
Brayan,Rocchio,Brayan Hommy,,677587,Brayan Rocchio
José,Miranda,José Francisco,,669304,José Miranda
Nick,Castellanos,Nicholas Alexander,,592206,Nick Castellanos
Alec,Bettinger,Alec John,,676424,Alec Bettinger
Brandon,Williamson,Brandon Martin,,682227,Brandon Williamson
Elvin,Rodríguez,Elvin Miguel,,660730,Elvin Rodríguez
Luis,Rengifo,Luis Jose,,650859,Luis Rengifo
Josh,Smith,Josh Harris,,669701,Josh Smith
Dominic,Fletcher,Dominic Paul,,666150,Dominic Fletcher
Bryce,Miller,Bryce Austen,,682243,Bryce Miller
Ashton,Goudeau,Ashton Chase,,623485,Ashton Goudeau
Brian,Flynn,Brian Anthony,,543169,Brian Flynn
Brandon,Finnegan,Brandon Kyle,,605232,Brandon Finnegan
Austin,Warren,Austin Davis,,681810,Austin Warren
Trevor,Hildenberger,Trevor Sean,,657610,Trevor Hildenberger
Jake,Esch,Jacob Otto,,605222,Jake Esch
Carlos,Rodón,Carlos Antonio,,607074,Carlos Rodón
Jeremy,Jeffress,Jeremy Ross,,502026,Jeremy Jeffress
Pablo,Reyes,Pablo,,622569,Pablo Reyes
Jermaine,Palacios,Jermaine Manuel,,650339,Jermaine Palacios
Colin,Moran,Colin Richard,,592567,Colin Moran
Roberto,Osuna,Roberto,,532077,Roberto Osuna
David,Bednar,David Jeffrey,,670280,David Bednar
Riley,O'Brien,Riley Chun-Young,,676617,Riley O'Brien
Daniel,Castro,Daniel Alejandro,,593495,Daniel Castro
Buddy,Kennedy,Clifton Lewis,,671083,Buddy Kennedy
Jonny,DeLuca,Jonathan Davis,,676356,Jonny DeLuca
César,Hernández,César Augusto,,514917,César Hernández
Albert,Abreu,Albert Enmanuel,,656061,Albert Abreu
Andrew,Abbott,Andrew Cole,,671096,Andrew Abbott
Luis,Castillo,Luis Felipe,,622379,Luis Castillo
Jordan,Holloway,Jordan Lee,,656548,Jordan Holloway
Danny,Mendick,Daniel,,664901,Danny Mendick
Asher,Wojciechowski,Randall Asher,,592879,Asher Wojciechowski
Ty,France,Tyler Lawrence,,664034,Ty France
Tony,Santillan,Antonio,,663574,Tony Santillan
Dominic,Smith,Dominic David Rene,,642086,Dominic Smith
Aaron,Slegers,Aaron Allan,,642083,Aaron Slegers
Kyle,Finnegan,Kyle Edward,,640448,Kyle Finnegan
Josh,Smith,Joshua Allen,,595001,Josh Smith
Tony,Barnette,Anthony Lee,,501817,Tony Barnette
Chad,Bettis,Chad Robert,,518452,Chad Bettis
Ben,DeLuzio,Benjamin Amadeo,,641512,Ben DeLuzio
Logan,Gillaspie,Logan Craig,,670810,Logan Gillaspie
Zach,Plesac,Zach Robert,,668676,Zach Plesac
Adam,Engel,Adam Trevor,,641553,Adam Engel
Drew,Gagnon,Andrew Miles,,543193,Drew Gagnon
Matt,Beaty,Matthew Thomas,,607461,Matt Beaty
Joey,Gerber,Joseph Cliff,,680702,Joey Gerber
Juan,Lagares,Juan Osvaldo,,501571,Juan Lagares
Narciso,Crook,Narciso,,643271,Narciso Crook
Bernardo,Flores,Bernardo,,641576,Bernardo Flores
Braden,Bristo,Braden James,,668754,Braden Bristo
Luke,Raley,Lucas John,,670042,Luke Raley
Trevor,Gott,Trevor Vaughan,,641627,Trevor Gott
Raisel,Iglesias,Raisel,,628452,Raisel Iglesias
Andrew,Albers,Andrew William,,452027,Andrew Albers
Logan,Allen,Logan Taylor,,671106,Logan Allen
Chad,Sobotka,Chad Nicholas,,656977,Chad Sobotka
Taylor,Guerrieri,Christopher Taylor,,605260,Taylor Guerrieri
Randal,Grichuk,Randal Alexander,,545341,Randal Grichuk
Nori,Aoki,Norichika,,493114,Nori Aoki
Aaron,Sanchez,Aaron Jacob,,592717,Aaron Sanchez
Scott,Van Slyke,Scott Tyler,,475100,Scott Van Slyke
Michael,Toglia,Michael Anthony,,669911,Michael Toglia
Matt,Carpenter,Matthew Martin,,572761,Matt Carpenter
Steve,Cishek,Steven Ryan,,518553,Steve Cishek
Mike,Marjama,Michael Gregory,,605357,Mike Marjama
Gordon,Beckham,James Gordon,,493596,Gordon Beckham
Tyler,Anderson,Tyler John,,542881,Tyler Anderson
Albert,Almora,Reinaldo Albert,,546991,Albert Almora
Joe,Biagini,Joseph Carlo,,607352,Joe Biagini
Josh,Rogers,Joshua Cole,,642028,Josh Rogers
Rookie,Davis,William Theron,,606959,Rookie Davis
Sam,Gaviglio,Samuel Joseph,,543208,Sam Gaviglio
Abner,Uribe,Abner Brismaury,,682842,Abner Uribe
Riley,Pint,Riley Kenneth,,666207,Riley Pint
Freddy,Fermin,Freddy Antonio,,666023,Freddy Fermin
Zack,Cozart,Zachary Warren,,446359,Zack Cozart
Alfredo,González,Alfredo Rene,,554054,Alfredo González
Alex,Blandino,Alessandre,,607468,Alex Blandino
J. T.,Chargois,Jon Thomas,,608638,J. T. Chargois
Andruw,Monasterio,Andruw,,655316,Andruw Monasterio
Greg,Infante,Gregory Alexander,,500872,Greg Infante
John,Brebbia,John Fulboam,,605154,John Brebbia
Brandon,Dickson,Brandon Lee,Cotton,505447,Brandon Dickson
Eduardo,Paredes,Eduardo Jose,,622161,Eduardo Paredes
Noel,Cuevas,Noel A.,,571595,Noel Cuevas
Emilio,Bonifácio,Emilio Jose,,466988,Emilio Bonifácio
Matt,Reynolds,Matthew William,,608703,Matt Reynolds
Nick,Gardewine,Nick,,643320,Nick Gardewine
Simón,Castro,Simón,,501563,Simón Castro
Hunter,Stratton,Hunter Alexander,,676702,Hunter Stratton
Jacob,Lopez,Jacob,,682052,Jacob Lopez
Luis,Guillorme,Luis Miguel,,641645,Luis Guillorme
Ernie,Clement,Ernie James,,676391,Ernie Clement
Tyler,Lyons,Tyler William,,544928,Tyler Lyons
Jake,Reed,Jacob Hubert,,596082,Jake Reed
Thomas,Szapucki,Thomas Mathew,,663378,Thomas Szapucki
Ryan,Helsley,Ryan Dalton,,664854,Ryan Helsley
Andre,Scrubb,Andre Darrell,,668687,Andre Scrubb
Denyi,Reyes,Denyi,,660593,Denyi Reyes
Miguel,Montero,Miguel Angel,,471083,Miguel Montero
Jake,Brentz,Jacob Steven,,641394,Jake Brentz
Riley,Adams,Riley Keaton,,656180,Riley Adams
Enyel,De Los Santos,Enyel,,660853,Enyel De Los Santos
Yonathan,Daza,Yonathan,,602074,Yonathan Daza
Andrew,Nardi,Andrew Christopher,,677053,Andrew Nardi
JB,Shuck,Jack Burdett,,543776,JB Shuck
Vaughn,Grissom,Vaughn Anthony,,687093,Vaughn Grissom
Mason,Williams,Mason Jordan,,592863,Mason Williams
Dylan,Covey,Dylan Charles,,592229,Dylan Covey
Mikie,Mahtook,Michael Anthony,,543484,Mikie Mahtook
Jordan,Wicks,Jordan,,696136,Jordan Wicks
Hogan,Harris,Hogan Anthony,,663687,Hogan Harris
Roenis,Elías,Roenis,,606273,Roenis Elías
Danny,Ortiz,Daniel,,543611,Danny Ortiz
DJ,Peters,Donald Scott,,656847,DJ Peters
J. D.,Hammer,John Dale,,670456,J. D. Hammer
José,Ramírez,José Altagracia,,542432,José Ramírez
Yonny,Chirinos,Yonny Enrique,,630023,Yonny Chirinos
Nolan,Gorman,Nolan Brian,,669357,Nolan Gorman
Alex,Gordon,Alex Jonathan,,460086,Alex Gordon
Darren,McCaughan,Darren Scott,,670766,Darren McCaughan
Carlos,Ramírez,Carlos Alejandro,,570702,Carlos Ramírez
Patrick,Corbin,Patrick Alan,,571578,Patrick Corbin
Bryan,Baker,Bryan Scott,,641329,Bryan Baker
Masataka,Yoshida,Masataka,,807799,Masataka Yoshida
Victor,Mederos,Victor,,682989,Victor Mederos
Kean,Wong,Kean Keanu,,642221,Kean Wong
Enrique,Hernández,Enrique J.,,571771,Enrique Hernández
Humberto,Castellanos,Humberto,,528748,Humberto Castellanos
Jeff,Samardzija,Jeffrey Alan,Shark,502188,Jeff Samardzija
Gavin,Cecchini,Gavin Glenn Christopher Joseph,,608325,Gavin Cecchini
D. J.,Snelten,Donald Marek,,592769,D. J. Snelten
Seiya,Suzuki,Seiya,,673548,Seiya Suzuki
Austin,Voth,Austin Lee,,608723,Austin Voth
Alex,Colomé,Alexander Manuel,,517008,Alex Colomé
Adam,Oller,Adam Samuel,,670124,Adam Oller
Tommy,Doyle,Thomas Nelson,,656382,Tommy Doyle
Craig,Breslow,Craig Andrew,,444520,Craig Breslow
Garrett,Cooper,Garrett Nicholas,,643265,Garrett Cooper
Taylor,Rogers,Taylor Allen,,573124,Taylor Rogers
Justin,Nicolino,Justin Brian,,592593,Justin Nicolino
Yu,Darvish,Sefat Farid Yu,,506433,Yu Darvish
Francis,Martes,Francis Euclides,,642564,Francis Martes
Michael,Pérez,Michael,,605421,Michael Pérez
Brock,Holt,Brock Wyatt,,571788,Brock Holt
Oscar,González,Oscar Luis,,660757,Oscar González
Anthony,Kay,Anthony Benjamin,,641743,Anthony Kay
Joe,Barlow,Joseph Israel,,669618,Joe Barlow
Aaron,Civale,Aaron James,,650644,Aaron Civale
Jerar,Encarnación,Jerar Luis,,666464,Jerar Encarnación
Junior,Guerra,Junior J.,,448855,Junior Guerra
Chris,Paddack,Christopher Joseph,,663978,Chris Paddack
Marcus,Walden,Marcus Walter,,519393,Marcus Walden
Jhony,Brito,Jhony Rafael,,666745,Jhony Brito
Brenton,Doyle,Brenton Edward,,686668,Brenton Doyle
Robert,Stephenson,Robert William,,596112,Robert Stephenson
T. J.,McFarland,Timothy John,,519008,T. J. McFarland
Shane,Robinson,Shane Michael,,453203,Shane Robinson
John,Lackey,John Derran,,407793,John Lackey
Shogo,Akiyama,Shogo,,673451,Shogo Akiyama
Adeiny,Hechavarría,Adeiny,,588751,Adeiny Hechavarría
Chris,Gimenez,Christopher Paul,,460269,Chris Gimenez
Caleb,Baragar,Caleb,,670056,Caleb Baragar
James,Kaprielian,James Douglas,,621076,James Kaprielian
Patrick,Kivlehan,Patrick Anthony,,623182,Patrick Kivlehan
Andrew,Heaney,Andrew Mark,,571760,Andrew Heaney
Adam,Haseley,Adam Donald,,656514,Adam Haseley
Jordan,Lyles,Jordan Horton,,543475,Jordan Lyles
Blake,Taylor,Blake Michael,,642130,Blake Taylor
Chi Chi,González,Alexander,,592346,Chi Chi González
Dauri,Moreta,Dauri Michell,,664294,Dauri Moreta
Brandon,Walter,Brandon Lee,,687888,Brandon Walter
Hisashi,Iwakuma,Hisashi,,547874,Hisashi Iwakuma
Kyle,Ryan,Kyle,,594986,Kyle Ryan
Aaron,Nola,Aaron Michael,,605400,Aaron Nola
Dylan,Cozens,Dylan Wallace,,622226,Dylan Cozens
Luis,Patiño,Luis Fernando,,672715,Luis Patiño
Greg,Holland,Gregory Scott,,518813,Greg Holland
Beau,Sulser,Beau Grayson,,676641,Beau Sulser
Brian,O'Grady,Brian Patrick,,657434,Brian O'Grady
Trevor,Cahill,Trevor John,,502239,Trevor Cahill
Gerson,Bautista,Gerson,,639373,Gerson Bautista
Jack,López,Jack Henry,,605346,Jack López
Jimmy,Herget,Jimmy Matthew,,623474,Jimmy Herget
Hunter,Pence,Hunter Andrew,,452254,Hunter Pence
Justin,Slaten,Justin Michael,,686580,Justin Slaten
Delino,DeShields,Delino Diaab,,592261,Delino DeShields
Yandy,Díaz,Yandy,,650490,Yandy Díaz
Alfonso,Rivas,Alfonso,,663845,Alfonso Rivas
P. J.,Conlon,Patrick Joshua,,664869,P. J. Conlon
Matt,Peacock,Matthew Allen,,676840,Matt Peacock
Max,Scherzer,Maxwell Martin,,453286,Max Scherzer
Dylan,Moore,Dylan,,664238,Dylan Moore
CJ,Abrams,Paul Christopher,,682928,CJ Abrams
Adam,Wainwright,Adam Parrish,,425794,Adam Wainwright
Chris,Heston,Christopher L.,Hesto Presto,518790,Chris Heston
Ubaldo,Jiménez,Ubaldo,,434622,Ubaldo Jiménez
Max,Muncy,Maxwell Steven,,571970,Max Muncy
Khalil,Lee,Khalil Rashad,,666137,Khalil Lee
Aaron,Barrett,Aaron James,,502578,Aaron Barrett
Gavin,Williams,Gavin Scott,,668909,Gavin Williams
Bryce,Elder,Bryce Cason,,693821,Bryce Elder
José,Valdez,José Alfredo,,572308,José Valdez
Patrick,Murphy,Patrick Brian,,641907,Patrick Murphy
Richard,Lovelady,Richard Tyler,,663992,Richard Lovelady
Brent,Rooker,Terry Brent,,667670,Brent Rooker
Zack,Thompson,Zachary David,,668868,Zack Thompson
Eury,Pérez,Eury Rafael,,691587,Eury Pérez
Nate,Orf,Nathan,,644337,Nate Orf
Justin,Martinez,Justin,,679885,Justin Martinez
Brad,Brach,Brad,,542960,Brad Brach
Carlos,Santana,Carlos,,467793,Carlos Santana
Greg,Bird,Gregory Paul,,595885,Greg Bird
Dominic,Leone,Dominic Joseph,,608678,Dominic Leone
Sean,Nolin,Sean Patrick,,543594,Sean Nolin
Austin,Wynns,Robert Austin,,642851,Austin Wynns
Justin,Grimm,Justin Scott,,518748,Justin Grimm
Domingo,Leyba,Domingo Junior,,642736,Domingo Leyba
Ryan,McMahon,Ryan Patrick,,641857,Ryan McMahon
Kelvin,Herrera,Kelvin De Jesus,,516969,Kelvin Herrera
César,Valdez,César Miguel,,491624,César Valdez
Mark,Payton,Mark David,,592622,Mark Payton
Drew,Millas,Andrew Theodore,,686452,Drew Millas
José,Ureña,José Miguel,,570632,José Ureña
Cody,Stashak,Cody William,,664054,Cody Stashak
Efren,Navarro,Efren,,519068,Efren Navarro
Jake,Newberry,Christopher Jake,,623470,Jake Newberry
Silvino,Bracho,Silvino,,611093,Silvino Bracho
Donnie,Hart,Donnie Scott,,643354,Donnie Hart
Rocky,Gale,Rocky Michael,,502570,Rocky Gale
Christian,Bergman,Christian Stanford,,548357,Christian Bergman
Alek,Thomas,Alek,,677950,Alek Thomas
Ji Man,Choi,Ji Man,,596847,Ji Man Choi
Enderson,Franco,Enderson Daniel,,575070,Enderson Franco
Joey,Wendle,Joseph Patrick,,621563,Joey Wendle
Tyler,Collins,Tyler James,,607385,Tyler Collins
Reiss,Knehr,David Reiss,,663753,Reiss Knehr
Kyle,Lobstein,Kyle Eric,,543456,Kyle Lobstein
Tyler,Duffey,Tyler Blinn,,608648,Tyler Duffey
Brett,Phillips,Brett Maverick,,621433,Brett Phillips
Shelby,Miller,Shelby Charles,,571946,Shelby Miller
Jharel,Cotton,Jharel Leandre,,605194,Jharel Cotton
Magneuris,Sierra,Magneuris,,642423,Magneuris Sierra
Luke,Jackson,Luke Ray,,592426,Luke Jackson
Tony,Kemp,Anthony Allen,,643393,Tony Kemp
Fernando,Rodney,Fernando,Kimbo,407845,Fernando Rodney
Reed,Garrett,Reed,,657585,Reed Garrett
Stephen,Vogt,Stephen Guy,,519390,Stephen Vogt
Alex,Claudio,Alexander,,592222,Alex Claudio
Luis,Perdomo,Luis David,,606131,Luis Perdomo
Heath,Hembree,Richard Heath,,592390,Heath Hembree
Rafael,Lopez,Rafael Manuel,,607257,Rafael Lopez
Michael,Feliz,Michael,,593140,Michael Feliz
Joe,Boyle,Joseph Patrick,,671212,Joe Boyle
Chad,Pinder,Chadwick Hudson,,640461,Chad Pinder
Myles,Straw,Myles James Noble,,664702,Myles Straw
Conner,Menez,Conner Scott,,669214,Conner Menez
Brett,Wisely,Brett Michael,,689172,Brett Wisely
Steven,Souza,Steven Jeffrey,,519306,Steven Souza
Kyle,Seager,Kyle Duerr,,572122,Kyle Seager
Connor,Seabold,Connor,,657756,Connor Seabold
Eddie,Rosario,Eddie Manuel,,592696,Eddie Rosario
Josh,Lindblom,Joshua William,,458676,Josh Lindblom
Gio,Urshela,Giovanny,,570482,Gio Urshela
Derek,Dietrich,Derek Richard,,518618,Derek Dietrich
Carlos,Martínez,Carlos Ernesto,,593372,Carlos Martínez
Christian,Lopes,Christian Michael,,547173,Christian Lopes
Brendan,White,Brendan James,,686839,Brendan White
Joaquín,Benoit,Joaquín Antonio,,276542,Joaquín Benoit
Yordan,Álvarez,Yordan Ruben,,670541,Yordan Álvarez
Tyler,Thornburg,Tyler Michael,,592804,Tyler Thornburg
Evan,Justice,John Evan William,,687145,Evan Justice
Paul,Goldschmidt,Paul Edward,,502671,Paul Goldschmidt
Gabriel,Ynoa,Gabriel,,593679,Gabriel Ynoa
Bryan,Reynolds,Bryan Patrick,,668804,Bryan Reynolds
Ford,Proctor,Jay Clifford,,665154,Ford Proctor
Ryan,Carpenter,Ryan Nicholas,,543001,Ryan Carpenter
Adam,Jones,Adam LaMarque,,430945,Adam Jones
Nolan,Schanuel,Nolan Ryan,,694384,Nolan Schanuel
Alex,Avila,Alexander Thomas,,488671,Alex Avila
Michael,Chavis,Michael Scott,,656308,Michael Chavis
Casey,Legumina,Casey Davey,,668984,Casey Legumina
Sam,Dyson,Samuel Isaac,,473879,Sam Dyson
James,Bourque,James Buchanan,,630263,James Bourque
Tyler,Stephenson,Tyler Robert,,663886,Tyler Stephenson
Jaime,Schultz,Jaime Matthew,,621289,Jaime Schultz
Bryan,Garcia,Bryan,,650530,Bryan Garcia
Luke,Weaver,Luke Allen,,596133,Luke Weaver
Andrés,Machado,Andrés Eduardo,,600921,Andrés Machado
Gavin,Lux,Gavin Thomas,,666158,Gavin Lux
Joe,Smith,Joseph Michael,,501925,Joe Smith
Yainer,Diaz,Yainer Radhames,,673237,Yainer Diaz
Brayan,Bello,Brayan,,678394,Brayan Bello
Jovani,Morán,Jovani,,663558,Jovani Morán
Jeremy,Peña,Jeremy Joan,,665161,Jeremy Peña
Óscar,Mercado,Óscar Mauricio,,640458,Óscar Mercado
Evan,Carter,Evan Jason,,694497,Evan Carter
Matt,Mervis,Matthew Jared,,670223,Matt Mervis
Tim,Adleman,Timothy Max,,534947,Tim Adleman
Austin,Jackson,Austin Jarriel,,457706,Austin Jackson
Gosuke,Katoh,Gosuke John,,641741,Gosuke Katoh
Tanner,Rainey,Tanner Scott,,663432,Tanner Rainey
Aristides,Aquino,Aristides,,606157,Aristides Aquino
Gus,Varland,Augustus James,,681402,Gus Varland
Tyler,Wade,Tyler Dean,,642180,Tyler Wade
Ian,Krol,Ian A.,,571871,Ian Krol
Xavier,Cedeño,Xavier,,458584,Xavier Cedeño
Roel,Ramírez,Roel Octavio,,641995,Roel Ramírez
Starlin,Castro,Starlin DeJesus,,516770,Starlin Castro
Luis,Oviedo,Luis Jose,,665854,Luis Oviedo
Edwin,Ríos,Edwin Gabriel,,621458,Edwin Ríos
Chad,Qualls,Chad Michael,,430589,Chad Qualls
Tommy,Pham,Thomas James,,502054,Tommy Pham
Jason,Heyward,Jason Alias,,518792,Jason Heyward
Josh,Lucas,Joshua Timothy,,572998,Josh Lucas
Braden,Shipley,Braden Alec,,640463,Braden Shipley
Calvin,Faucher,Calvin Louis,,676534,Calvin Faucher
Julian,Fernández,Julian Antonio,,642759,Julian Fernández
JaCoby,Jones,JaCoby Mylon,,592444,JaCoby Jones
Chandler,Shepherd,James Chandler,,605469,Chandler Shepherd
Paolo,Espino,Paolo Alesandro,,502179,Paolo Espino
Cam,Hill,Cameron Price,,657611,Cam Hill
Caleb,Smith,Caleb Anthony,,592761,Caleb Smith
Sam,Howard,Sam James,,607572,Sam Howard
Dane,Myers,Dane Michael,,667472,Dane Myers
Caleb,Hamilton,Caleb Broderick,,643348,Caleb Hamilton
Pavin,Smith,Pavin Joe,,656976,Pavin Smith
Dakota,Bacus,Dakota John,,621290,Dakota Bacus
Alex,Wilson,William Alexander,,543935,Alex Wilson
Billy,Hamilton,Billy R.,,571740,Billy Hamilton
David,Dahl,David Martin,,621311,David Dahl
Héctor,Velázquez,Héctor,,584171,Héctor Velázquez
Tyler,Glasnow,Tyler Allen,,607192,Tyler Glasnow
Casey,Lawrence,Casey Lee,,596271,Casey Lawrence
Melky,Cabrera,Melky,,466320,Melky Cabrera
Ray,Kerr,Raymond Alexander,,678061,Ray Kerr
Ron,Marinaccio,Ronald James,,676760,Ron Marinaccio
Bennett,Sousa,John Bennett,,656986,Bennett Sousa
Bobby,Poyner,Robert William,,596074,Bobby Poyner
Parker,Bridwell,Parker Alan,,592170,Parker Bridwell
Charlie,Culberson,Charles Edward,,518586,Charlie Culberson
Tyler,Payne,Anthony Tyler,,665066,Tyler Payne
Dustin,Pedroia,Dustin Luis,,456030,Dustin Pedroia
Jake,Meyers,Jacob Berkshire,,676694,Jake Meyers
Hoy,Park,Hoy Jun,,660829,Hoy Park
Dee,Strange-Gordon,Devaris,,543829,Dee Strange-Gordon
Juan,Yepez,Juan David,,660766,Juan Yepez
José,Rojas,José,,670351,José Rojas
Pete,Kozma,Peter Michael,,518902,Pete Kozma
Huston,Street,Huston Lowell,,434718,Huston Street
Jake,Barrett,Jake Dalton,,545332,Jake Barrett
Rickie,Weeks,Rickie Darnell,,430001,Rickie Weeks
Maikel,García,Maikel Jose,,672580,Maikel García
Seranthony,Domínguez,Seranthony Ambioris,,622554,Seranthony Domínguez
Dillon,Gee,Dillon Kyle,,518716,Dillon Gee
Alex,Wells,Alexander James,,649144,Alex Wells
Freddy,Peralta,Freddy,,642547,Freddy Peralta
Rony,García,Rony Javier,,665621,Rony García
Peter,Moylan,Peter Michael,,493247,Peter Moylan
Rico,Garcia,Joshua Rico,,670329,Rico Garcia
Jose,Ferrer,Jose Alexander,,678606,Jose Ferrer
Tim,Federowicz,Timothy Joseph,,543148,Tim Federowicz
Rosell,Herrera,Rosell Amado,,594011,Rosell Herrera
